Rk,Player,Nation,Pos,Squad,Comp,Age,Born
964,Sergi García\Sergi-Garcia,ESP,MF,Alavés,es La Liga,21,1999
965,Unai García\Unai-Garcia,ESP,DF,Osasuna,es La Liga,28,1992
966,Mario Gaspar\Mario-Gaspar,ESP,DF,Villarreal,es La Liga,29,1990
967,Manuel Gasparini\Manuel-Gasparini,ITA,GK,Udinese,it Serie A,18,2002
968,Dwight Gayle\Dwight-Gayle,ENG,FWMF,Newcastle Utd,eng Premier League,29,1990
969,Paulo Gazzaniga\Paulo-Gazzaniga,ARG,GK,Elche,es La Liga,28,1992
970,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,CIV,MF,Everton,eng Premier League,24,1995
971,Yann Gboho\Yann-Gboho,FRA,MFFW,Rennes,fr Ligue 1,19,2001
972,David de Gea\David-de-Gea,ESP,GK,Manchester Utd,eng Premier League,29,1990
973,Christian Gebauer\Christian-Gebauer,AUT,MFFW,Arminia,de Bundesliga,26,1993
974,Theodor Gebre Selassie\Theodor-Gebre-Selassie,CZE,DF,Werder Bremen,de Bundesliga,33,1986
975,Emrehan Gedikli\Emrehan-Gedikli,GER,FW,Leverkusen,de Bundesliga,17,2003
976,Dennis Geiger\Dennis-Geiger,GER,MF,Hoffenheim,de Bundesliga,22,1998
977,Christian Gentner\Christian-Gentner,GER,MF,Union Berlin,de Bundesliga,34,1985
978,Yannick Gerhardt\Yannick-Gerhardt,GER,MFFW,Wolfsburg,de Bundesliga,26,1994
979,Valère Germain\Valere-Germain,FRA,FW,Marseille,fr Ligue 1,30,1990
980,Gervinho\Gervinho,CIV,FW,Parma,it Serie A,33,1987
981,Willem Geubbels\Willem-Geubbels,FRA,FWMF,Monaco,fr Ligue 1,18,2001
982,Hamadi Al Ghaddioui\Hamadi-Al-Ghaddioui,MAR,FWMF,Stuttgart,de Bundesliga,29,1990
983,Anwar El Ghazi\Anwar-El-Ghazi,NED,FW,Aston Villa,eng Premier League,25,1995
984,Paolo Ghiglione\Paolo-Ghiglione,ITA,DFMF,Genoa,it Serie A,23,1997
985,Faouzi Ghoulam\Faouzi-Ghoulam,ALG,DFFW,Napoli,it Serie A,29,1991
986,Kieran Gibbs\Kieran-Gibbs,ENG,DF,West Brom,eng Premier League,30,1989
987,Morgan Gibbs-White\Morgan-Gibbs-White,ENG,FWMF,Wolves,eng Premier League,20,2000
988,Niko Gießelmann\Niko-Giesselmann,GER,DF,Union Berlin,de Bundesliga,28,1991
989,Rafał Gikiewicz\Rafal-Gikiewicz,POL,GK,Augsburg,de Bundesliga,32,1987
990,David Gil\David-Gil,ESP,GK,Cádiz,es La Liga,26,1994
991,Billy Gilmour\Billy-Gilmour,SCO,MF,Chelsea,eng Premier League,19,2001
992,Álvaro Giménez\Alvaro-Gimenez,ESP,FWMF,Cádiz,es La Liga,29,1991
993,Daniel Ginczek\Daniel-Ginczek,GER,FWMF,Wolfsburg,de Bundesliga,29,1991
994,Matthias Ginter\Matthias-Ginter,GER,DF,M'Gladbach,de Bundesliga,26,1994
995,Andrei Girotto\Andrei-Girotto,BRA,DFMF,Nantes,fr Ligue 1,28,1992
996,Olivier Giroud\Olivier-Giroud,FRA,FW,Chelsea,eng Premier League,33,1986
997,Robert Glatzel\Robert-Glatzel,GER,FW,Mainz 05,de Bundesliga,26,1994
998,Kamil Glik\Kamil-Glik,POL,DF,Benevento,it Serie A,32,1988
999,Serge Gnabry\Serge-Gnabry,GER,FWMF,Bayern Munich,de Bundesliga,25,1995
1000,Ben Godfrey\Ben-Godfrey,ENG,DF,Everton,eng Premier League,22,1998
1001,Diego Godín\Diego-Godin,URU,DF,Cagliari,it Serie A,34,1986
1002,Akaki Gogia\Akaki-Gogia,GER,FW,Union Berlin,de Bundesliga,28,1992
1003,Amer Gojak\Amer-Gojak,BIH,MFFW,Torino,it Serie A,23,1997
1004,Edoardo Goldaniga\Edoardo-Goldaniga,ITA,DF,Genoa,it Serie A,26,1993
1005,Vladimir Golemić\Vladimir-Golemic,SVN,DF,Crotone,it Serie A,29,1991
1006,Pierluigi Gollini\Pierluigi-Gollini,ITA,GK,Atalanta,it Serie A,25,1995
1007,Aleksandr Golovin\Aleksandr-Golovin,RUS,MFFW,Monaco,fr Ligue 1,24,1996
1008,Tomislav Gomelt\Tomislav-Gomelt,CRO,MF,Crotone,it Serie A,25,1995
1009,André Gomes\Andre-Gomes,POR,MF,Everton,eng Premier League,27,1993
1010,Dani Gómez\Dani-Gomez,ESP,FW,Levante,es La Liga,22,1998
1011,Ibai Gómez\Ibai-Gomez,ESP,MF,Athletic Club,es La Liga,30,1989
1012,Joe Gomez\Joe-Gomez,ENG,DF,Liverpool,eng Premier League,23,1997
1013,Maxi Gómez\Maxi-Gomez,URU,FW,Valencia,es La Liga,23,1996
1014,Moi Gómez\Moi-Gomez,ESP,MFFW,Villarreal,es La Liga,26,1994
1015,Papu Gómez\Papu-Gomez,ARG,FWMF,Atalanta,it Serie A,32,1988
1016,Papu Gómez\Papu-Gomez,ARG,MFFW,Sevilla,es La Liga,32,1988
1017,Sergi Gómez\Sergi-Gomez,ESP,DF,Sevilla,es La Liga,28,1992
1018,Sergio Gómez\Sergio-Gomez,ESP,MFFW,Huesca,es La Liga,19,2000
1019,Alfred Gomis\Alfred-Gomis,SEN,GK,Dijon,fr Ligue 1,26,1993
1020,Alfred Gomis\Alfred-Gomis,SEN,GK,Rennes,fr Ligue 1,26,1993
1021,Maxime Gonalons\Maxime-Gonalons,FRA,MF,Granada,es La Liga,31,1989
1022,Vagner Gonçalves\Vagner-Goncalves,CPV,FWMF,Metz,fr Ligue 1,24,1996
1023,Álvaro González\Alvaro-Gonzalez,ESP,DF,Marseille,fr Ligue 1,30,1990
1024,Bruno González\Bruno-Gonzalez,ESP,DF,Valladolid,es La Liga,30,1990
1025,Diego González\Diego-Gonzalez,ESP,DF,Elche,es La Liga,25,1995
1026,Nicolás González\Nicolas-Gonzalez,ARG,FWDF,Stuttgart,de Bundesliga,22,1998
1027,Sergio González\Sergio-Gonzalez,ESP,MF,Cádiz,es La Liga,23,1997
1028,Urko González\Urko-Gonzalez,ESP,MF,Real Sociedad,es La Liga,19,2001
1029,Anthony Gordon\Anthony-Gordon,ENG,FWMF,Everton,eng Premier League,19,2001
1030,Leon Goretzka\Leon-Goretzka,GER,MF,Bayern Munich,de Bundesliga,25,1995
1031,Andoni Gorosabel\Andoni-Gorosabel,ESP,DF,Real Sociedad,es La Liga,23,1996
1032,Robin Gosens\Robin-Gosens,GER,DF,Atalanta,it Serie A,26,1994
1033,Amine Gouiri\Amine-Gouiri,FRA,FWMF,Nice,fr Ligue 1,20,2000
1034,Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,NED,DF,Augsburg,de Bundesliga,29,1991
1035,Jonathan Gradit\Jonathan-Gradit,FRA,DF,Lens,fr Ligue 1,27,1992
1036,Karlan Grant\Karlan-Grant,ENG,FWMF,West Brom,eng Premier League,22,1997
1037,Alberto Grassi\Alberto-Grassi,ITA,MFDF,Parma,it Serie A,25,1995
1038,Andrew Gravillon\Andrew-Gravillon,FRA,DF,Lorient,fr Ligue 1,22,1998
1039,Demarai Gray\Demarai-Gray,ENG,FW,Leicester City,eng Premier League,24,1996
1040,Demarai Gray\Demarai-Gray,ENG,FW,Leverkusen,de Bundesliga,24,1996
1041,Adrian Grbić\Adrian-Grbic,AUT,FW,Lorient,fr Ligue 1,23,1996
1042,Jack Grealish\Jack-Grealish,ENG,FWMF,Aston Villa,eng Premier League,24,1995
1043,Etienne Green\Etienne-Green,FRA,GK,Saint-Étienne,fr Ligue 1,20,2000
1044,Mason Greenwood\Mason-Greenwood,ENG,FW,Manchester Utd,eng Premier League,18,2001
1045,Michael Gregoritsch\Michael-Gregoritsch,AUT,FWMF,Augsburg,de Bundesliga,26,1994
1046,Clément Grenier\Clement-Grenier,FRA,MF,Rennes,fr Ligue 1,29,1991
1047,Sebastian Griesbeck\Sebastian-Griesbeck,GER,MF,Union Berlin,de Bundesliga,29,1990
1048,Antoine Griezmann\Antoine-Griezmann,FRA,FWMF,Barcelona,es La Liga,29,1991
1049,Vincenzo Grifo\Vincenzo-Grifo,ITA,MFFW,Freiburg,de Bundesliga,27,1993
1050,Lennart Grill\Lennart-Grill,GER,GK,Leverkusen,de Bundesliga,21,1999
1051,Florian Grillitsch\Florian-Grillitsch,AUT,MFDF,Hoffenheim,de Bundesliga,24,1995
1052,Christian Groß\Christian-Gross,GER,MFDF,Werder Bremen,de Bundesliga,31,1989
1053,Pascal Groß\Pascal-Gross,GER,MFDF,Brighton,eng Premier League,29,1991
1054,Kamil Grosicki\Kamil-Grosicki,POL,FWMF,West Brom,eng Premier League,32,1988
1055,Ilia Gruev\Ilia-Gruev,BUL,FW,Werder Bremen,de Bundesliga,20,2000
1056,Carlos Gruezo\Carlos-Gruezo,ECU,MF,Augsburg,de Bundesliga,25,1995
1057,Vicente Guaita\Vicente-Guaita,ESP,GK,Crystal Palace,eng Premier League,33,1987
1058,Andrés Guardado\Andres-Guardado,MEX,MF,Betis,es La Liga,33,1986
1059,Sergi Guardiola\Sergi-Guardiola,ESP,FW,Valladolid,es La Liga,29,1991
1060,Nemanja Gudelj\Nemanja-Gudelj,SRB,MFDF,Sevilla,es La Liga,28,1991
1061,Gonçalo Guedes\Goncalo-Guedes,POR,MFFW,Valencia,es La Liga,23,1996
1062,Mattéo Guendouzi\Matteo-Guendouzi,FRA,MF,Hertha BSC,de Bundesliga,21,1999
1063,Raphaël Guerreiro\Raphael-Guerreiro,POR,DF,Dortmund,de Bundesliga,26,1993
1064,Evann Guessand\Evann-Guessand,FRA,FW,Nice,fr Ligue 1,19,2001
1065,Kelyan Guessoum\Kelyan-Guessoum,FRA,DF,Nîmes,fr Ligue 1,21,1999
1066,Ander Guevara\Ander-Guevara,ESP,MF,Real Sociedad,es La Liga,23,1997
1067,Lamine Gueye\Lamine-Gueye,SEN,FWMF,Metz,fr Ligue 1,22,1998
1068,Pape Gueye\Pape-Gueye,FRA,MF,Marseille,fr Ligue 1,21,1999
1069,John Guidetti\John-Guidetti,SWE,FWMF,Alavés,es La Liga,28,1992
1070,Josuha Guilavogui\Josuha-Guilavogui,FRA,MFDF,Wolfsburg,de Bundesliga,29,1990
1071,Frederic Guilbert\Frederic-Guilbert,FRA,DF,Strasbourg,fr Ligue 1,25,1994
1072,Hugo Guillamón\Hugo-Guillamon,ESP,DF,Valencia,es La Liga,20,2000
1073,Bruno Guimarães\Bruno-Guimaraes,BRA,MF,Lyon,fr Ligue 1,22,1997
1074,Sehrou Guirassy\Sehrou-Guirassy,FRA,FW,Rennes,fr Ligue 1,24,1996
1075,Péter Gulácsi\Peter-Gulacsi,HUN,GK,RB Leipzig,de Bundesliga,30,1990
1076,Manuel Gulde\Manuel-Gulde,GER,DF,Freiburg,de Bundesliga,29,1991
1077,Robert Gumny\Robert-Gumny,POL,DF,Augsburg,de Bundesliga,22,1998
1078,İlkay Gündoğan\Ilkay-Gundogan,GER,MF,Manchester City,eng Premier League,29,1990
1079,Christian Günter\Christian-Gunter,GER,DF,Freiburg,de Bundesliga,27,1993
1080,Koray Günter\Koray-Gunter,GER,DF,Hellas Verona,it Serie A,25,1994
1081,Jon Guridi\Jon-Guridi,ESP,MF,Real Sociedad,es La Liga,25,1995
1082,Malo Gusto\Malo-Gusto,FRA,MF,Lyon,fr Ligue 1,17,2003
1083,Raúl Guti\Raul-Guti,ESP,MF,Elche,es La Liga,23,1996
1084,Marcos Mauro López Gutiérrez\Marcos-Mauro-Lopez-Gutierrez,ARG,DF,Cádiz,es La Liga,29,1991
1085,Miguel Gutiérrez\Miguel-Gutierrez,ESP,DF,Real Madrid,es La Liga,19,2001
1086,Emmanuel Gyasi\Emmanuel-Gyasi,GHA,FW,Spezia,it Serie A,26,1994
1087,Erling Haaland\Erling-Haaland,NOR,FW,Dortmund,de Bundesliga,20,2000
1088,Janik Haberer\Janik-Haberer,GER,MFFW,Freiburg,de Bundesliga,26,1994
1089,Alexander Hack\Alexander-Hack,GER,DF,Mainz 05,de Bundesliga,26,1993
1090,Antwoine Hackford\Antwoine-Hackford,ENG,DFFW,Sheffield Utd,eng Premier League,16,2004
1091,Munir El Haddadi\Munir-El-Haddadi,MAR,FW,Sevilla,es La Liga,24,1995
1092,André Hahn\Andre-Hahn,GER,FWMF,Augsburg,de Bundesliga,29,1990
1093,Amadou Haidara\Amadou-Haidara,MLI,MFDF,RB Leipzig,de Bundesliga,22,1998
1094,Massadio Haïdara\Massadio-Haidara,MLI,DF,Lens,fr Ligue 1,27,1992
1095,Achraf Hakimi\Achraf-Hakimi,MAR,DF,Inter,it Serie A,21,1998
1096,Sébastien Haller\Sebastien-Haller,CIV,FW,West Ham,eng Premier League,26,1994
1097,Marcel Halstenberg\Marcel-Halstenberg,GER,DF,RB Leipzig,de Bundesliga,28,1991
1098,Pierre-Yves Hamel\Pierre-Yves-Hamel,FRA,FW,Lorient,fr Ligue 1,26,1994
1099,Romain Hamouma\Romain-Hamouma,FRA,FW,Saint-Étienne,fr Ligue 1,33,1987
1100,Samir Handanović\Samir-Handanovic,SVN,GK,Inter,it Serie A,36,1984
1101,Lukáš Haraslín\Lukas-Haraslin,SVK,FWMF,Sassuolo,it Serie A,24,1996
1102,Amine Harit\Amine-Harit,MAR,MFFW,Schalke 04,de Bundesliga,23,1997
1103,Rekeem Harper\Rekeem-Harper,ENG,MF,West Brom,eng Premier League,20,2000
1104,Jack Harrison\Jack-Harrison,ENG,MF,Leeds United,eng Premier League,23,1996
1105,Marcel Hartel\Marcel-Hartel,GER,MF,Arminia,de Bundesliga,24,1996
1106,Makoto Hasebe\Makoto-Hasebe,JPN,DFMF,Eint Frankfurt,de Bundesliga,36,1984
1107,Hans Hateboer\Hans-Hateboer,NED,DF,Atalanta,it Serie A,26,1994
1108,Kortney Hause\Kortney-Hause,ENG,DF,Aston Villa,eng Premier League,25,1995
1109,Kai Havertz\Kai-Havertz,GER,MFFW,Chelsea,eng Premier League,21,1999
1110,Isaac Hayden\Isaac-Hayden,ENG,MFDF,Newcastle Utd,eng Premier League,25,1995
1111,Eden Hazard\Eden-Hazard,BEL,FWMF,Real Madrid,es La Liga,29,1991
1112,Thorgan Hazard\Thorgan-Hazard,BEL,FWMF,Dortmund,de Bundesliga,27,1993
1113,Jonas Hector\Jonas-Hector,GER,MF,Köln,de Bundesliga,30,1990
1114,Michael Hector\Michael-Hector,JAM,DF,Fulham,eng Premier League,28,1992
1115,Hwang Hee-chan\Hwang-Hee-chan,KOR,FWMF,RB Leipzig,de Bundesliga,24,1996
1116,Ahmed Hegazi\Ahmed-Hegazi,EGY,DF,West Brom,eng Premier League,29,1991
1117,Dominique Heintz\Dominique-Heintz,GER,DF,Freiburg,de Bundesliga,26,1993
1118,Dean Henderson\Dean-Henderson,ENG,GK,Manchester Utd,eng Premier League,23,1997
1119,Jordan Henderson\Jordan-Henderson,ENG,MFDF,Liverpool,eng Premier League,30,1990
1120,Jeff Hendrick\Jeff-Hendrick,IRL,MF,Newcastle Utd,eng Premier League,28,1992
1121,Benjamin Henrichs\Benjamin-Henrichs,GER,DFMF,RB Leipzig,de Bundesliga,23,1997
1122,Dalbert Henrique\Dalbert-Henrique,BRA,DF,Rennes,fr Ligue 1,26,1993
1123,Eduardo Henrique\Eduardo-Henrique,BRA,MF,Crotone,it Serie A,25,1995
1124,Luis Henrique\Luis-Henrique,BRA,DFFW,Marseille,fr Ligue 1,18,2001
1125,Christophe Hérelle\Christophe-Herelle,MTQ,DF,Brest,fr Ligue 1,27,1992
1126,Jérôme Hergault\Jerome-Hergault,FRA,DF,Lorient,fr Ligue 1,34,1986
1127,Mario Hermoso\Mario-Hermoso,ESP,DF,Atlético Madrid,es La Liga,25,1995
1128,Aridane Hernández\Aridane-Hernandez,EQG,DF,Osasuna,es La Liga,31,1989
1129,Lucas Hernández\Lucas-Hernandez,FRA,DF,Bayern Munich,de Bundesliga,24,1996
1130,Pablo Hernández\Pablo-Hernandez,ESP,MF,Leeds United,eng Premier League,35,1985
1131,Theo Hernández\Theo-Hernandez,FRA,DF,Milan,it Serie A,22,1997
1132,Hernani\Hernani,BRA,MF,Parma,it Serie A,26,1994
1133,Ander Herrera\Ander-Herrera,ESP,MF,Paris S-G,fr Ligue 1,30,1989
1134,Héctor Herrera\Hector-Herrera,MEX,MF,Atlético Madrid,es La Liga,30,1990
1135,Sergio Herrera\Sergio-Herrera,ESP,GK,Osasuna,es La Liga,27,1993
1136,Yangel Herrera\Yangel-Herrera,VEN,MF,Granada,es La Liga,22,1998
1137,Patrick Herrmann\Patrick-Herrmann,GER,FW,M'Gladbach,de Bundesliga,29,1991
1138,Pablo Hervías\Pablo-Hervias,ESP,DFMF,Valladolid,es La Liga,27,1993
1139,Përparim Hetemaj\Perparim-Hetemaj,FIN,MF,Benevento,it Serie A,33,1986
1140,Son Heung-min\Son-Heung-min,KOR,FW,Tottenham,eng Premier League,28,1992
1141,Aaron Hickey\Aaron-Hickey,SCO,DF,Bologna,it Serie A,18,2002
1142,Vitorino Hilton\Vitorino-Hilton,BRA,DF,Montpellier,fr Ligue 1,42,1977
1143,Martin Hinteregger\Martin-Hinteregger,AUT,DF,Eint Frankfurt,de Bundesliga,27,1992
1144,Marwin Hitz\Marwin-Hitz,SUI,GK,Dortmund,de Bundesliga,32,1987
1145,Wesley Hoedt\Wesley-Hoedt,NED,DF,Lazio,it Serie A,26,1994
1146,Ki-Jana Hoever\Ki-Jana-Hoever,NED,DF,Wolves,eng Premier League,18,2002
1147,Nicolas Höfler\Nicolas-Hofler,GER,MF,Freiburg,de Bundesliga,30,1990
1148,Jonas Hofmann\Jonas-Hofmann,GER,FWMF,M'Gladbach,de Bundesliga,28,1992
1149,Marco Höger\Marco-Hoger,GER,DF,Köln,de Bundesliga,30,1989
1150,Rob Holding\Rob-Holding,ENG,DF,Arsenal,eng Premier League,24,1995
1151,Lucas Höler\Lucas-Holer,GER,FWMF,Freiburg,de Bundesliga,26,1994
1152,Mason Holgate\Mason-Holgate,ENG,DF,Everton,eng Premier League,23,1996
1153,Jordan Holsgrove\Jordan-Holsgrove,SCO,MF,Celta Vigo,es La Liga,20,1999
1154,Franck Honorat\Franck-Honorat,FRA,MFFW,Brest,fr Ligue 1,23,1996
1155,Matthew Hoppe\Matthew-Hoppe,USA,FW,Schalke 04,de Bundesliga,19,2001
1156,Jannes Horn\Jannes-Horn,GER,DF,Köln,de Bundesliga,23,1997
1157,Timo Horn\Timo-Horn,GER,GK,Köln,de Bundesliga,27,1993
1158,Fraser Hornby\Fraser-Hornby,SCO,FW,Reims,fr Ligue 1,20,1999
1159,Conor Hourihane\Conor-Hourihane,IRL,MF,Aston Villa,eng Premier League,29,1991
1160,Lukáš Hrádecký\Lukas-Hradecky,FIN,GK,Leverkusen,de Bundesliga,30,1989
1161,Ajdin Hrustic\Ajdin-Hrustic,AUS,MFFW,Eint Frankfurt,de Bundesliga,24,1996
1162,Florian Hübner\Florian-Hubner,GER,DF,Union Berlin,de Bundesliga,29,1991
1163,Callum Hudson-Odoi\Callum-Hudson-Odoi,ENG,FWDF,Chelsea,eng Premier League,19,2000
1164,Niall Huggins\Niall-Huggins,WAL,DF,Leeds United,eng Premier League,19,2000
1165,Mats Hummels\Mats-Hummels,GER,DF,Dortmund,de Bundesliga,31,1988
1166,Adrien Hunou\Adrien-Hunou,FRA,FWMF,Rennes,fr Ligue 1,26,1994
1167,Klaas-Jan Huntelaar\Klaas-Jan-Huntelaar,NED,FW,Schalke 04,de Bundesliga,36,1983
1168,Elseid Hysaj\Elseid-Hysaj,ALB,DF,Napoli,it Serie A,26,1994
1169,Pierre Højbjerg\Pierre-Hojbjerg,DEN,MF,Tottenham,eng Premier League,24,1995
1170,Simone Iacoponi\Simone-Iacoponi,ITA,DF,Parma,it Serie A,33,1987
1171,Iago\Iago,BRA,DF,Augsburg,de Bundesliga,23,1997
1172,Roger Ibanez\Roger-Ibanez,BRA,DF,Roma,it Serie A,21,1998
1173,Vedad Ibišević\Vedad-Ibisevic,BIH,FW,Schalke 04,de Bundesliga,35,1984
1174,Vicente Iborra\Vicente-Iborra,ESP,MF,Villarreal,es La Liga,32,1988
1175,Didier Ibrahim Ndong\Didier-Ibrahim-Ndong,GAB,MF,Dijon,fr Ligue 1,26,1994
1176,Zlatan Ibrahimović\Zlatan-Ibrahimovic,SWE,FW,Milan,it Serie A,38,1981
1177,Mauro Icardi\Mauro-Icardi,ARG,FW,Paris S-G,fr Ligue 1,27,1993
1178,Oussama Idrissi\Oussama-Idrissi,MAR,FWMF,Sevilla,es La Liga,24,1996
1179,Blendi Idrizi\Blendi-Idrizi,KVX,MF,Schalke 04,de Bundesliga,22,1998
1180,Odion Ighalo\Odion-Ighalo,NGA,FW,Manchester Utd,eng Premier League,31,1989
1181,Iglesias\Iglesias,ESP,DFMF,Getafe,es La Liga,22,1998
1182,Borja Iglesias\Borja-Iglesias,ESP,FW,Betis,es La Liga,27,1993
1183,Igor\Igor,BRA,DF,Fiorentina,it Serie A,22,1998
1184,Kelechi Iheanacho\Kelechi-Iheanacho,NGA,FW,Leicester City,eng Premier League,23,1996
1185,Jonathan Ikone\Jonathan-Ikone,FRA,MFFW,Lille,fr Ligue 1,22,1998
1186,Yun Il-lok\Yun-Il-lok,KOR,MFFW,Montpellier,fr Ligue 1,28,1992
1187,Ilaix\Ilaix,ESP,MF,Barcelona,es La Liga,17,2003
1188,Ivan Ilić\Ivan-Ilic,SRB,MF,Hellas Verona,it Serie A,19,2001
1189,Josip Iličić\Josip-Ilicic,SVN,FWMF,Atalanta,it Serie A,32,1988
1190,Asier Illarramendi\Asier-Illarramendi,ESP,MF,Real Sociedad,es La Liga,30,1990
1191,Stefan Ilsanker\Stefan-Ilsanker,AUT,MFDF,Eint Frankfurt,de Bundesliga,31,1989
1192,Ciro Immobile\Ciro-Immobile,ITA,FW,Lazio,it Serie A,30,1990
1193,Riccardo Improta\Riccardo-Improta,ITA,MFDF,Benevento,it Serie A,26,1993
1194,Roberto Inglese\Roberto-Inglese,ITA,FW,Parma,it Serie A,28,1991
1195,Danny Ings\Danny-Ings,ENG,FW,Southampton,eng Premier League,28,1992
1196,Marcus Ingvartsen\Marcus-Ingvartsen,DEN,MFFW,Union Berlin,de Bundesliga,24,1996
1197,Lorenzo Insigne\Lorenzo-Insigne,ITA,FW,Napoli,it Serie A,29,1991
1198,Roberto Insigne\Roberto-Insigne,ITA,MFFW,Benevento,it Serie A,26,1994
1199,Pablo Insua\Pablo-Insua,ESP,DF,Huesca,es La Liga,26,1993
1200,Takashi Inui\Takashi-Inui,JPN,MFFW,Eibar,es La Liga,32,1988
1201,Artur Ioniță\Artur-Ionita,MDA,MF,Benevento,it Serie A,29,1990
1202,Alexander Isak\Alexander-Isak,SWE,FW,Real Sociedad,es La Liga,20,1999
1203,Isco\Isco,ESP,MFFW,Real Madrid,es La Liga,28,1992
1204,Ardian Ismajli\Ardian-Ismajli,ALB,DF,Spezia,it Serie A,23,1996
1205,Branislav Ivanović\Branislav-Ivanovic,SRB,DF,West Brom,eng Premier League,36,1984
1206,Alex Iwobi\Alex-Iwobi,NGA,FWDF,Everton,eng Premier League,24,1996
1207,Jairo Izquierdo\Jairo-Izquierdo,ESP,MFDF,Cádiz,es La Liga,26,1993
1208,José Izquierdo\Jose-Izquierdo,COL,DFMF,Brighton,eng Premier League,28,1992
1209,Armando Izzo\Armando-Izzo,ITA,DF,Torino,it Serie A,28,1992
1210,Phil Jagielka\Phil-Jagielka,ENG,DF,Sheffield Utd,eng Premier League,37,1982
1211,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,IRN,FWMF,Brighton,eng Premier League,26,1993
1212,Mato Jajalo\Mato-Jajalo,BIH,MF,Udinese,it Serie A,32,1988
1213,Ismail Jakobs\Ismail-Jakobs,GER,DFMF,Köln,de Bundesliga,20,1999
1214,Daniel James\Daniel-James,WAL,FW,Manchester Utd,eng Premier League,22,1997
1215,Reece James\Reece-James,ENG,DF,Chelsea,eng Premier League,20,1999
1216,Alexandre Jankewitz\Alexandre-Jankewitz,SUI,MF,Southampton,eng Premier League,18,2001
1217,Saidy Janko\Saidy-Janko,SUI,DF,Valladolid,es La Liga,24,1995
1218,Jakub Jankto\Jakub-Jankto,CZE,MF,Sampdoria,it Serie A,24,1996
1219,Tony Jantschke\Tony-Jantschke,GER,DF,M'Gladbach,de Bundesliga,30,1990
1220,Adnan Januzaj\Adnan-Januzaj,BEL,FWMF,Real Sociedad,es La Liga,25,1995
1221,Rune Jarstein\Rune-Jarstein,NOR,GK,Hertha BSC,de Bundesliga,35,1984
1222,Jason\Jason,ESP,MFDF,Valencia,es La Liga,26,1994
1223,Luis Javier Suárez\Luis-Javier-Suarez,COL,FWMF,Granada,es La Liga,22,1997
1224,Corentin Jean\Corentin-Jean,FRA,FWMF,Lens,fr Ligue 1,25,1995
1225,Daniel Jebbison\Daniel-Jebbison,ENG,FW,Sheffield Utd,eng Premier League,17,2003
1226,Tin Jedvaj\Tin-Jedvaj,CRO,DF,Leverkusen,de Bundesliga,24,1995
1227,Fredrik Jensen\Fredrik-Jensen,FIN,FWMF,Augsburg,de Bundesliga,22,1997
1228,Jesé\Jese,ESP,FW,Paris S-G,fr Ligue 1,27,1993
1229,Gabriel Jesus\Gabriel-Jesus,BRA,FW,Manchester City,eng Premier League,23,1997
1230,Juan Jesus\Juan-Jesus,BRA,DF,Roma,it Serie A,29,1991
1231,Raúl Jiménez\Raul-Jimenez,MEX,FW,Wolves,eng Premier League,29,1991
1232,Joaquín\Joaquin,ESP,FWMF,Betis,es La Liga,39,1981
1233,John Joe\John-Joe,IRL,MFDF,Getafe,es La Liga,16,2003
1234,Joelinton\Joelinton,BRA,FWMF,Newcastle Utd,eng Premier League,23,1996
1235,Marco John\Marco-John,GER,DF,Hoffenheim,de Bundesliga,18,2002
1236,Ben Johnson\Ben-Johnson,ENG,DF,West Ham,eng Premier League,20,2000
1237,Sam Johnstone\Sam-Johnstone,ENG,GK,West Brom,eng Premier League,27,1993
1238,Curtis Jones\Curtis-Jones,ENG,MF,Liverpool,eng Premier League,19,2001
1239,Frenkie de Jong\Frenkie-de-Jong,NED,MFDF,Barcelona,es La Liga,23,1997
1240,Luuk de Jong\Luuk-de-Jong,NED,FW,Sevilla,es La Liga,29,1990
1241,Jony\Jony,ESP,MFFW,Osasuna,es La Liga,29,1991
1242,Joan Jordán\Joan-Jordan,ESP,MF,Sevilla,es La Liga,26,1994
1243,Jorginho\Jorginho,ITA,MF,Chelsea,eng Premier League,28,1991
1244,Josan\Josan,ESP,MFDF,Elche,es La Liga,30,1989
1245,Willian José\Willian-Jose,BRA,FW,Wolves,eng Premier League,28,1991
1246,Willian José\Willian-Jose,BRA,FW,Real Sociedad,es La Liga,28,1991
1247,Joselu\Joselu,ESP,FW,Alavés,es La Liga,30,1990
1248,Josema\Josema,ESP,DF,Elche,es La Liga,24,1996
1249,Jota\Jota,POR,FW,Valladolid,es La Liga,21,1999
1250,Jota\Jota,ESP,MF,Alavés,es La Liga,29,1991
1251,Diogo Jota\Diogo-Jota,POR,FW,Liverpool,eng Premier League,23,1996
1252,Stevan Jovetić\Stevan-Jovetic,MNE,FWMF,Monaco,fr Ligue 1,30,1989
1253,Luka Jović\Luka-Jovic,SRB,FWMF,Real Madrid,es La Liga,22,1997
1254,Luka Jović\Luka-Jovic,SRB,FWMF,Eint Frankfurt,de Bundesliga,22,1997
1255,Juanmi\Juanmi,ESP,FWMF,Betis,es La Liga,27,1993
1256,Hamed Junior Traorè\Hamed-Junior-Traore,CIV,FWMF,Sassuolo,it Serie A,20,2000
