Unnamed: 0,Total,Total.1,Total.2,Total.3,Total.4,Short,Short.1,Short.2,Medium,Medium.1,Medium.2,Long,Long.1,Long.2,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
Rk,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,01-Mar,PPA,CrsPA,Prog
55,2507,2933,85.5,39792,12492,1391,1508,92.2,908,1050,86.5,170,267,63.7,5,7.4,-2.4,51,125,82,19,210
56,1520,1941,78.3,28480,11070,640,728,87.9,617,741,83.3,230,401,57.4,2,8.2,-6.2,82,261,89,9,289
57,1795,2007,89.4,42528,12143,384,416,92.3,953,1015,93.9,450,554,81.2,0,1,-1,4,98,5,0,111
58,635,923,68.8,11394,4629,319,383,83.3,211,263,80.2,84,199,42.2,5,4.4,0.6,39,51,42,16,87
59,202,275,73.5,2844,482,128,161,79.5,39,59,66.1,18,24,75,4,3.2,0.8,17,5,7,1,9
60,204,270,75.6,5372,1534,33,37,89.2,103,111,92.8,65,115,56.5,0,0,0,0,14,0,0,11
61,1498,1674,89.5,31595,8231,522,564,92.6,672,725,92.7,278,338,82.2,0,2.3,-2.3,29,207,27,1,184
62,962,1157,83.1,20505,5059,350,392,89.3,398,443,89.8,199,286,69.6,0,0.6,-0.6,9,95,13,0,71
63,717,878,81.7,17888,7067,107,132,81.1,409,449,91.1,197,287,68.6,0,0.1,-0.1,2,44,4,1,62
64,1144,1366,83.7,27134,7542,267,288,92.7,581,625,93,287,432,66.4,0,0.3,-0.3,7,76,6,1,52
65,130,231,56.3,2133,820,72,97,74.2,50,73,68.5,8,39,20.5,1,0.8,0.2,11,9,11,6,20
66,38,42,90.5,725,166,14,17,82.4,14,15,93.3,8,8,100,0,0,0,0,2,0,0,6
67,408,592,68.9,8172,2572,171,206,83,156,204,76.5,74,157,47.1,2,2,0,24,61,22,5,62
68,7,11,63.6,126,51,2,2,100,5,5,100,0,4,0,0,0,0,0,0,0,0,0
69,2216,2941,75.3,47515,19500,784,889,88.2,994,1189,83.6,419,777,53.9,7,8.1,-1.1,73,208,101,32,278
70,15,15,100,197,27,10,10,100,5,5,100,0,0,0,0,0.1,-0.1,1,1,1,0,1
71,67,105,63.8,1008,273,40,53,75.5,18,31,58.1,6,13,46.2,0,0.1,-0.1,2,3,3,2,5
72,1305,1630,80.1,22206,8320,629,703,89.5,567,661,85.8,97,196,49.5,3,3.1,-0.1,27,82,32,13,114
73,5,6,83.3,59,12,4,4,100,1,1,100,0,0,0,0,0,0,0,1,0,0,0
74,969,1137,85.2,25358,13394,159,161,98.8,526,536,98.1,281,436,64.4,0,0,0,0,7,0,0,1
75,267,405,65.9,8315,5298,46,47,97.9,109,110,99.1,109,244,44.7,0,0,0,0,1,0,0,0
76,899,1048,85.8,16984,4349,369,401,92,382,428,89.3,129,178,72.5,0,0.9,-0.9,16,91,15,1,82
77,270,337,80.1,4654,1070,124,145,85.5,116,132,87.9,26,39,66.7,1,0.9,0.1,8,17,9,1,27
78,711,877,81.1,12123,2700,352,395,89.1,270,317,85.2,66,109,60.6,1,2.8,-1.8,27,56,26,7,65
79,483,592,81.6,8125,2867,239,267,89.5,207,240,86.3,34,62,54.8,0,1.1,-1.1,12,19,8,2,49
80,535,688,77.8,10868,2311,187,222,84.2,249,302,82.5,87,134,64.9,0,0.9,-0.9,8,51,2,1,35
81,895,1061,84.4,21063,6859,229,258,88.8,439,492,89.2,217,288,75.3,0,0.4,-0.4,5,57,4,0,56
82,796,916,86.9,20841,6386,117,127,92.1,409,458,89.3,265,325,81.5,0,0.1,-0.1,2,42,2,1,36
83,399,446,89.5,6928,1321,194,213,91.1,154,163,94.5,45,54,83.3,0,0.5,-0.5,10,33,6,0,35
84,596,689,86.5,10899,2957,259,289,89.6,262,285,91.9,65,93,69.9,0,0.3,-0.3,6,43,2,0,45
85,47,58,81,1006,342,15,16,93.8,22,28,78.6,10,14,71.4,0,0,0,1,5,0,0,8
86,8,12,66.7,157,38,3,4,75,4,4,100,1,3,33.3,0,0,0,0,1,0,0,1
87,400,466,85.8,7606,2362,136,146,93.2,212,240,88.3,45,62,72.6,0,0,0,0,19,1,0,25
88,355,441,80.5,6574,2023,165,192,85.9,134,168,79.8,49,62,79,0,0.3,-0.3,5,15,6,1,24
89,174,253,68.8,3217,772,78,113,69,67,84,79.8,22,34,64.7,1,1.5,-0.5,12,21,9,2,25
90,4,4,100,113,0,0,0,0,3,3,100,1,1,100,0,0,0,0,0,0,0,0
91,946,1143,82.8,17370,3887,426,471,90.4,371,417,89,131,210,62.4,6,2.9,3.1,37,90,27,4,98
92,857,1064,80.5,17276,5506,306,353,86.7,405,470,86.2,134,211,63.5,0,0.9,-0.9,10,69,16,2,84
93,1234,1390,88.8,26068,5566,427,486,87.9,542,580,93.4,245,279,87.8,0,0.5,-0.5,11,126,15,5,111
94,195,248,78.6,3652,1011,72,83,86.7,88,106,83,25,38,65.8,0,0.1,-0.1,3,22,1,1,12
95,1529,1833,83.4,38236,11350,300,334,89.8,821,894,91.8,397,577,68.8,1,0.5,0.5,9,121,9,1,99
96,105,117,89.7,2260,829,30,31,96.8,56,60,93.3,18,24,75,0,0,0,0,8,0,0,7
97,24,33,72.7,299,70,17,19,89.5,6,9,66.7,0,2,0,0,0,0,0,0,0,0,1
98,1,1,100,10,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,4,6,66.7,61,28,2,2,100,2,4,50,0,0,0,0,0,0,0,0,0,0,2
100,176,247,71.3,2495,400,109,142,76.8,53,74,71.6,9,16,56.3,0,0.3,-0.3,5,11,3,1,9
101,33,40,82.5,990,578,6,6,100,17,17,100,10,17,58.8,0,0,0,0,0,0,0,0
102,1737,2042,85.1,30245,7619,844,934,90.4,651,742,87.7,197,271,72.7,1,1.3,-0.3,21,195,12,3,174
103,1155,1460,79.1,21736,6113,489,575,85,488,593,82.3,153,237,64.6,2,2.2,-0.2,24,111,15,1,125
104,777,878,88.5,15610,3664,286,304,94.1,354,393,90.1,132,162,81.5,1,0.5,0.5,12,68,9,1,68
105,16,30,53.3,760,668,0,0,0,5,5,100,11,25,44,0,0,0,0,0,0,0,0
106,39,50,78,839,321,9,10,90,23,24,95.8,6,15,40,0,0,0,0,2,0,0,3
107,509,681,74.7,10712,4232,194,215,90.2,214,262,81.7,99,190,52.1,0,0.9,-0.9,10,43,14,8,51
108,1059,1490,71.1,19377,7278,489,574,85.2,430,562,76.5,126,300,42,4,5,-1,56,68,60,27,111
109,3,3,100,56,22,0,0,0,3,3,100,0,0,0,0,0,0,0,0,0,0,1
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,684,1008,67.9,14437,6071,272,312,87.2,276,365,75.6,129,299,43.1,6,5,1,35,62,40,32,78
112,1827,2073,88.1,38588,13005,501,551,90.9,1037,1100,94.3,274,389,70.4,1,0.4,0.6,7,68,9,2,94
113,9,16,56.3,92,11,9,11,81.8,0,3,0,0,1,0,0,0,0,0,0,0,0,0
114,326,490,66.5,5008,924,189,259,73,90,134,67.2,30,52,57.7,5,2.3,2.7,23,22,12,2,25
115,106,119,89.1,2398,834,32,34,94.1,44,47,93.6,29,37,78.4,0,0,0,1,4,0,0,5
116,852,1009,84.4,13252,3622,462,511,90.4,295,341,86.5,62,90,68.9,3,4,-1,37,87,25,1,98
117,594,827,71.8,11181,3612,295,346,85.3,177,231,76.6,104,210,49.5,5,5.1,-0.1,58,55,27,8,59
118,634,861,73.6,10582,5626,323,368,87.8,251,344,73,56,123,45.5,2,1,1,11,50,14,5,79
119,15,20,75,312,146,2,2,100,11,12,91.7,2,5,40,0,0,0,0,1,0,0,1
120,754,1076,70.1,17074,4295,251,303,82.8,295,384,76.8,190,348,54.6,0,2.1,-2.1,21,83,26,10,88
121,1003,1160,86.5,18154,5425,423,463,91.4,452,493,91.7,111,166,66.9,0,0.8,-0.8,15,110,15,0,103
122,463,611,75.8,9038,2437,195,238,81.9,187,229,81.7,71,108,65.7,2,2.6,-0.6,22,45,23,3,64
123,1321,1555,85,29692,8417,310,343,90.4,744,804,92.5,258,382,67.5,0,0.7,-0.7,4,81,3,1,72
124,987,1068,92.4,19975,4459,302,316,95.6,552,578,95.5,125,162,77.2,1,0.1,0.9,2,48,0,0,26
125,1444,1875,77,34740,12168,423,471,89.8,612,718,85.2,392,645,60.8,1,0.9,0.1,12,158,15,6,149
126,737,1001,73.6,20163,12032,221,221,100,251,254,98.8,248,509,48.7,0,0,0,0,6,0,0,0
127,47,55,85.5,915,324,17,21,81,25,28,89.3,5,6,83.3,0,0,0,0,3,0,0,4
128,40,62,64.5,509,84,27,38,71.1,11,17,64.7,0,3,0,0,0.2,-0.2,2,0,1,0,4
129,4,7,57.1,51,15,2,4,50,2,2,100,0,0,0,0,0,0,0,0,0,0,1
130,3,4,75,39,24,3,3,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0
131,1002,1258,79.7,16614,4712,515,604,85.3,383,444,86.3,85,127,66.9,5,2.7,2.3,34,90,40,5,116
132,1323,1652,80.1,30923,8729,382,434,88,567,656,86.4,350,511,68.5,6,4.8,1.2,50,132,26,3,157
133,27,36,75,501,39,13,18,72.2,11,13,84.6,3,4,75,0,0,0,1,2,1,0,1
134,76,92,82.6,1168,317,38,43,88.4,29,34,85.3,4,5,80,0,0,0,1,3,4,1,9
135,198,243,81.5,5209,2622,49,51,96.1,89,89,100,60,103,58.3,0,0,0,0,3,0,0,1
136,761,901,84.5,14455,2773,318,357,89.1,327,369,88.6,97,136,71.3,0,0.3,-0.3,8,56,16,3,52
137,93,109,85.3,1855,507,35,38,92.1,40,45,88.9,17,24,70.8,0,0,0,0,8,2,0,7
138,294,353,83.3,5491,1450,130,144,90.3,116,136,85.3,41,58,70.7,0,0.2,-0.2,6,29,4,0,26
139,1033,1307,79,29726,17194,176,176,100,512,520,98.5,340,606,56.1,0,0,0,0,11,0,0,0
140,808,1007,80.2,13286,3007,448,491,91.2,255,306,83.3,87,152,57.2,2,3,-1,36,45,38,10,75
141,8,19,42.1,138,69,5,10,50,2,3,66.7,1,4,25,0,0,0,0,1,0,0,1
142,965,1254,77,15329,3590,523,641,81.6,306,382,80.1,92,124,74.2,13,8.3,4.7,60,59,52,5,116
143,126,183,68.9,2132,479,70,93,75.3,41,62,66.1,14,19,73.7,1,0.6,0.4,4,5,6,1,14
144,270,336,80.4,4790,930,120,144,83.3,110,130,84.6,32,45,71.1,0,0.1,-0.1,2,29,4,1,20
145,508,633,80.3,8305,2515,265,301,88,198,230,86.1,36,71,50.7,0,0.5,-0.5,5,24,12,7,41
146,518,691,75,7883,1507,289,355,81.4,183,238,76.9,28,51,54.9,3,2.8,0.2,22,18,27,9,50
147,874,1256,69.6,28376,16755,98,100,98,369,372,99.2,403,780,51.7,1,0.4,0.6,1,10,0,0,0
148,1567,2046,76.6,27148,11188,708,791,89.5,704,879,80.1,132,288,45.8,3,3.1,-0.1,29,91,41,19,165
149,5,5,100,50,0,5,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,779,1167,66.8,14437,6864,351,410,85.6,319,418,76.3,103,298,34.6,4,2.8,1.2,43,45,29,23,73
151,769,954,80.6,12616,5171,402,446,90.1,297,373,79.6,58,99,58.6,3,1.9,1.1,12,29,20,6,61
152,25,34,73.5,374,134,12,14,85.7,12,16,75,1,2,50,0,0,0,0,0,0,0,4
153,32,57,56.1,650,176,13,22,59.1,12,18,66.7,6,12,50,0,0,0,0,4,3,0,5
154,208,301,69.1,3031,524,125,166,75.3,60,85,70.6,15,25,60,2,1.5,0.5,20,12,1,0,11
155,139,203,68.5,2300,948,67,83,80.7,62,86,72.1,10,24,41.7,0,0.5,-0.5,3,8,2,0,13
156,514,654,78.6,7192,1223,319,372,85.8,146,185,78.9,23,41,56.1,3,0.7,2.3,12,12,14,2,36
157,516,562,91.8,9122,2461,224,235,95.3,239,254,94.1,45,59,76.3,0,0,0,1,35,2,0,33
158,2109,2661,79.3,42931,17225,763,864,88.3,997,1147,86.9,331,573,57.8,0,2.6,-2.6,25,177,35,12,203
159,28,38,73.7,416,47,17,22,77.3,11,15,73.3,0,1,0,0,0,0,0,3,0,0,0
