Unnamed: 0,Standard,Standard.1,Standard.2,Standard.3,Standard.4,Standard.5,Standard.6,Standard.7,Standard.8,Standard.9,Standard.10,Standard.11,Expected,Expected.1,Expected.2,Expected.3,Expected.4
Rk,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
2686,3,21,8,38.1,0.73,0.28,0.14,0.38,10.3,0,0,0,2.1,2.1,0.1,0.9,0.9
2687,1,5,2,40,0.19,0.08,0.2,0.5,14.1,0,0,0,0.3,0.3,0.07,0.7,0.7
2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2689,0,1,0,0,1.73,0,0,0,21.8,0,0,0,0,0,0.04,0,0
2690,0,10,5,50,1.17,0.59,0,0,21.1,2,0,0,0.5,0.5,0.05,-0.5,-0.5
2691,0,1,0,0,0.15,0,0,0,25,0,0,0,0,0,0.03,0,0
2692,1,21,3,14.3,1.66,0.24,0.05,0.33,14,0,0,0,2.5,2.5,0.12,-1.5,-1.5
2693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,0,9,2,22.2,0.34,0.08,0,0,16.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5
2695,0,2,0,0,0.8,0,0,0,23.3,0,0,0,0,0,0.02,0,0
2696,0,4,1,25,0.23,0.06,0,0,20.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2697,1,23,8,34.8,1.72,0.6,0.04,0.13,19.5,1,0,0,1.8,1.8,0.08,-0.8,-0.8
2698,2,15,5,33.3,1.39,0.46,0.13,0.4,18.5,0,0,0,0.9,0.9,0.06,1.1,1.1
2699,4,40,15,37.5,2.27,0.85,0.1,0.27,13.5,0,0,0,5.3,5.3,0.13,-1.3,-1.3
2700,0,10,1,10,0.48,0.05,0,0,21.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4
2701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2703,1,7,4,57.1,2.05,1.17,0.14,0.25,10.9,0,0,0,1.4,1.4,0.2,-0.4,-0.4
2704,5,14,4,28.6,1.22,0.35,0.07,0.25,27.1,2,4,4,3.8,0.7,0.05,1.2,0.3
2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,0,9,4,44.4,1.56,0.69,0,0,21.6,0,0,0,0.6,0.6,0.06,-0.6,-0.6
2707,0,2,0,0,0.6,0,0,0,11.4,0,0,0,0.5,0.5,0.24,-0.5,-0.5
2708,21,84,33,39.3,2.59,1.02,0.18,0.45,14,1,6,6,18.4,13.8,0.16,2.6,1.2
2709,1,3,2,66.7,0.73,0.49,0.33,0.5,29.3,0,0,0,0.3,0.3,0.11,0.7,0.7
2710,2,33,12,36.4,2.97,1.08,0.06,0.17,15.4,3,0,0,3.5,3.5,0.11,-1.5,-1.5
2711,0,1,0,0,0.05,0,0,0,31,0,0,0,0,0,0.01,0,0
2712,2,6,3,50,0.4,0.2,0.33,0.67,11.5,0,0,0,1.3,1.3,0.22,0.7,0.7
2713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2714,16,59,30,50.8,1.92,0.98,0.27,0.53,12.4,1,0,0,10.4,10.4,0.18,5.6,5.6
2715,1,11,4,36.4,0.36,0.13,0.09,0.25,8,0,0,0,1.4,1.4,0.12,-0.4,-0.4
2716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2718,0,2,0,0,0.22,0,0,0,5.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2719,1,18,4,22.2,1.24,0.28,0.06,0.25,22.5,1,0,0,1,1,0.05,0,0
2720,3,35,9,25.7,2.3,0.59,0.09,0.33,13.3,0,0,0,6.1,6.1,0.17,-3.1,-3.1
2721,0,1,0,0,2.73,0,0,0,30.8,0,0,0,0,0,0.01,0,0
2722,0,17,4,23.5,0.74,0.18,0,0,23,0,0,0,0.6,0.6,0.04,-0.6,-0.6
2723,3,30,11,36.7,1.67,0.61,0.1,0.27,19.8,0,0,0,3,3,0.1,0,0
2724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2725,1,10,3,30,0.46,0.14,0.1,0.33,28.4,0,0,0,0.2,0.2,0.02,0.8,0.8
2726,0,19,7,36.8,0.65,0.24,0,0,18,0,0,0,1,1,0.05,-1,-1
2727,0,3,1,33.3,0.17,0.06,0,0,6.9,0,0,0,0.5,0.5,0.16,-0.5,-0.5
2728,11,40,15,37.5,1.88,0.7,0.2,0.53,15.9,0,3,3,7.3,5.1,0.13,3.7,2.9
2729,2,8,4,50,0.24,0.12,0.25,0.5,15.5,0,0,0,0.9,0.9,0.11,1.1,1.1
2730,0,2,1,50,0.08,0.04,0,0,24.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2731,8,39,18,46.2,1.03,0.47,0.13,0.28,25.4,20,3,4,5.3,2.2,0.06,2.7,2.8
2732,4,37,10,27,1.12,0.3,0.08,0.3,24.5,9,1,1,3.2,2.4,0.07,0.8,0.6
2733,14,98,45,45.9,2.65,1.22,0.13,0.29,13,0,1,2,16,14.5,0.15,-2,-1.5
2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2735,3,24,9,37.5,2.46,0.92,0.13,0.33,16.3,0,0,0,3.6,3.6,0.15,-0.6,-0.6
2736,1,24,6,25,0.83,0.21,0.04,0.17,12.7,0,0,0,1.2,1.2,0.05,-0.2,-0.2
2737,20,92,43,46.7,2.82,1.32,0.2,0.42,12.8,0,2,3,17.9,15.8,0.17,2.1,2.2
2738,1,2,2,100,0.8,0.8,0.5,0.5,15.6,0,0,0,0.1,0.1,0.03,0.9,0.9
2739,6,38,16,42.1,1.6,0.68,0.16,0.38,12.3,0,0,0,5.3,5.3,0.14,0.7,0.7
2740,6,33,14,42.4,1.92,0.82,0.18,0.43,12.4,0,0,1,6.8,6,0.19,-0.8,0
2741,0,7,2,28.6,0.43,0.12,0,0,19.2,0,0,0,0.6,0.6,0.08,-0.6,-0.6
2742,1,7,1,14.3,0.5,0.07,0.14,1,17.7,2,0,0,1,1,0.14,0,0
2743,6,80,31,38.8,2.77,1.07,0.08,0.19,13.8,0,0,0,11.9,11.9,0.15,-5.9,-5.9
2744,3,19,6,31.6,0.5,0.16,0.16,0.5,22.4,0,0,0,1.1,1.1,0.06,1.9,1.9
2745,0,10,0,0,0.28,0,0,0,16.5,0,0,0,0.7,0.7,0.07,-0.7,-0.7
2746,2,31,9,29,0.95,0.28,0.06,0.22,16.9,1,0,0,3.2,3.2,0.1,-1.2,-1.2
2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2748,0,5,1,20,0.95,0.19,0,0,20.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
2749,0,1,1,100,0.48,0.48,0,0,12,0,0,0,0.1,0.1,0.1,-0.1,-0.1
2750,6,52,17,32.7,1.96,0.64,0.1,0.29,15.2,0,1,1,6.9,6.2,0.12,-0.9,-1.2
2751,0,2,0,0,0.72,0,0,0,17.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2752,0,1,0,0,1.58,0,0,0,13.6,0,0,0,0,0,0.02,0,0
2753,0,7,0,0,0.95,0,0,0,8.9,0,0,0,0.5,0.5,0.08,-0.5,-0.5
2754,1,20,3,15,1.28,0.19,0.05,0.33,18.3,5,0,0,2.1,2.1,0.11,-1.1,-1.1
2755,0,4,0,0,1.51,0,0,0,10.3,0,0,0,0.4,0.4,0.11,-0.4,-0.4
2756,8,17,12,70.6,1.56,1.1,0.47,0.67,13.2,0,0,1,3.6,2.6,0.16,4.4,5.4
2757,12,44,16,36.4,1.9,0.69,0.18,0.5,13,0,4,4,11.3,8.2,0.19,0.7,-0.2
2758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2759,0,4,1,25,0.42,0.1,0,0,29.1,0,0,0,0.1,0.1,0.01,-0.1,-0.1
2760,5,31,14,45.2,1.25,0.57,0.16,0.36,16.8,0,0,0,4.4,4.4,0.14,0.6,0.6
2761,10,52,20,38.5,1.75,0.67,0.12,0.3,16.3,0,4,5,11.8,8.3,0.16,-1.8,-2.3
2762,0,12,2,16.7,0.96,0.16,0,0,19.8,0,0,0,1,1,0.08,-1,-1
2763,3,16,7,43.8,1.04,0.46,0.19,0.43,14.6,0,0,0,2,2,0.12,1,1
2764,2,42,11,26.2,1.48,0.39,0.05,0.18,15.8,0,0,0,3.5,3.5,0.08,-1.5,-1.5
2765,0,5,3,60,3.06,1.84,0,0,18.5,0,0,0,0.6,0.6,0.12,-0.6,-0.6
2766,4,13,6,46.2,1.42,0.66,0.31,0.67,17.1,0,0,0,1.7,1.7,0.13,2.3,2.3
2767,12,67,37,55.2,2.2,1.21,0.15,0.27,13.1,0,2,2,13.3,11.8,0.18,-1.3,-1.8
2768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2769,1,18,5,27.8,1.35,0.37,0.06,0.2,20.9,0,0,0,0.8,0.8,0.05,0.2,0.2
2770,1,21,6,28.6,0.75,0.21,0.05,0.17,25.8,7,0,0,0.8,0.8,0.04,0.2,0.2
2771,1,8,1,12.5,1.11,0.14,0.13,1,18.5,0,0,0,0.6,0.6,0.08,0.4,0.4
2772,0,8,2,25,0.52,0.13,0,0,15.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4
2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774,0,7,2,28.6,1.68,0.48,0,0,19.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4
2775,7,45,20,44.4,3.73,1.66,0.16,0.35,18.8,3,0,0,5.6,5.6,0.12,1.4,1.4
2776,0,2,0,0,0.41,0,0,0,23.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2777,16,61,27,44.3,2.68,1.18,0.2,0.44,20,11,4,4,10.3,7.3,0.12,5.7,4.7
2778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,0,12,0,0,0.82,0,0,0,20.2,1,0,0,0.9,0.9,0.07,-0.9,-0.9
2780,0,3,0,0,0.58,0,0,0,16.8,0,0,0,0.4,0.4,0.14,-0.4,-0.4
2781,1,12,2,16.7,0.47,0.08,0.08,0.5,8.4,0,0,0,1.9,1.9,0.16,-0.9,-0.9
2782,3,33,13,39.4,2.14,0.84,0.09,0.23,18,0,0,0,3.4,3.4,0.1,-0.4,-0.4
2783,1,15,5,33.3,0.95,0.32,0.07,0.2,16.5,1,0,0,1.4,1.2,0.08,-0.4,-0.2
2784,0,2,0,0,2.34,0,0,0,25.5,0,0,0,0,0,0.02,0,0
2785,1,15,4,26.7,1.1,0.29,0.07,0.25,22.8,2,0,0,0.9,0.9,0.06,0.1,0.1
2786,5,30,12,40,1.03,0.41,0.13,0.33,18.2,1,1,1,3.8,3.1,0.1,1.2,0.9
2787,0,1,1,100,0.33,0.33,0,0,10,0,0,0,0,0,0.04,0,0
2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,11,59,19,32.2,2.03,0.65,0.15,0.47,16.3,0,2,2,7.5,5.9,0.1,3.5,3.1
2791,1,19,4,21.1,0.92,0.19,0.05,0.25,18.1,3,0,0,2.2,2.2,0.12,-1.2,-1.2
2792,1,11,2,18.2,0.7,0.13,0.09,0.5,19.2,0,0,0,1.3,1.3,0.12,-0.3,-0.3
2793,0,2,1,50,0.28,0.14,0,0,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,0,34,8,23.5,1.18,0.28,0,0,20.5,0,0,0,1.8,1.8,0.05,-1.8,-1.8
2796,1,5,1,20,0.27,0.05,0.2,1,19.9,0,0,0,0.5,0.5,0.1,0.5,0.5
2797,0,4,2,50,0.37,0.19,0,0,14,0,0,0,0.3,0.3,0.06,-0.3,-0.3
2798,15,98,38,38.8,3.71,1.44,0.14,0.37,13.1,0,1,1,15.4,14.6,0.15,-0.4,-0.6
2799,0,12,1,8.3,0.45,0.04,0,0,15.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7
2800,4,43,13,30.2,1.89,0.57,0.09,0.31,20,0,0,0,2.5,2.5,0.06,1.5,1.5
2801,0,1,0,0,0.9,0,0,0,16,0,0,0,0.1,0.1,0.09,-0.1,-0.1
2802,6,58,17,29.3,3.5,1.03,0.1,0.35,13.8,2,0,0,8.1,8.1,0.14,-2.1,-2.1
2803,1,2,2,100,0.2,0.2,0.5,0.5,15.6,0,0,0,0,0,0.02,1,1
2804,1,9,1,11.1,0.47,0.05,0.11,1,14,0,0,0,1.5,1.5,0.16,-0.5,-0.5
2805,3,21,9,42.9,1.47,0.63,0.14,0.33,19.7,1,0,0,1.7,1.7,0.08,1.3,1.3
2806,0,2,0,0,0.06,0,0,0,20.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2807,0,7,2,28.6,3.68,1.05,0,0,13.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6
2808,1,15,7,46.7,1.14,0.53,0.07,0.14,16.5,0,0,0,1.8,1.8,0.12,-0.8,-0.8
2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2810,8,61,25,41,2.18,0.89,0.13,0.32,18.4,0,0,0,5.4,5.4,0.09,2.6,2.6
2811,0,16,4,25,0.97,0.24,0,0,21.9,1,0,0,0.7,0.7,0.05,-0.7,-0.7
2812,0,4,1,25,3.91,0.98,0,0,11.9,0,0,0,0.4,0.4,0.09,-0.4,-0.4
2813,0,1,0,0,0.8,0,0,0,8.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2814,2,35,12,34.3,2.69,0.92,0.06,0.17,21.8,0,0,0,1.9,1.9,0.05,0.1,0.1
2815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2816,2,15,8,53.3,3.1,1.65,0.13,0.25,16.8,0,0,0,1.2,1.2,0.08,0.8,0.8
2817,5,27,12,44.4,1.2,0.53,0.19,0.42,12.2,0,0,0,1.8,1.8,0.07,3.2,3.2
2818,1,9,3,33.3,0.41,0.14,0.11,0.33,16.2,0,0,0,1,1,0.12,0,0
2819,0,10,2,20,1.54,0.31,0,0,18.2,0,0,0,0.8,0.8,0.08,-0.8,-0.8
2820,0,7,1,14.3,0.33,0.05,0,0,12.3,0,0,0,0.6,0.6,0.08,-0.6,-0.6
2821,1,15,3,20,1.56,0.31,0.07,0.33,20.5,1,0,0,1.1,1.1,0.07,-0.1,-0.1
2822,0,3,0,0,1.15,0,0,0,19.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2823,5,55,13,23.6,2.38,0.56,0.07,0.31,17,0,1,1,5.7,5,0.09,-0.7,-1
