Unnamed: 0,Standard,Standard.1,Standard.2,Standard.3,Standard.4,Standard.5,Standard.6,Standard.7,Standard.8,Standard.9,Standard.10,Standard.11,Expected,Expected.1,Expected.2,Expected.3,Expected.4
Rk,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
2155,2,12,7,58.3,2.73,1.59,0.17,0.29,15.8,0,0,0,1.8,1.8,0.15,0.2,0.2
2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2157,0,6,1,16.7,0.24,0.04,0,0,17.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4
2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,0,6,0,0,0.22,0,0,0,11.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,0,24,8,33.3,1.59,0.53,0,0,18.1,0,0,0,1.3,1.3,0.06,-1.3,-1.3
2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2164,4,38,8,21.1,1.53,0.32,0.05,0.25,19.2,2,2,2,5.2,3.7,0.1,-1.2,-1.7
2165,0,2,1,50,0.59,0.3,0,0,14.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1
2166,2,26,7,26.9,1.88,0.51,0.08,0.29,18,1,0,0,2.3,2.2,0.09,-0.3,-0.2
2167,0,13,5,38.5,1.21,0.46,0,0,21,1,0,0,0.7,0.7,0.05,-0.7,-0.7
2168,5,30,19,63.3,2.1,1.33,0.17,0.26,19.4,4,0,0,2.4,2.4,0.08,2.6,2.6
2169,2,15,4,26.7,1.06,0.28,0,0,12.1,3,2,2,3.8,2.3,0.15,-1.8,-2.3
2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2171,2,23,10,43.5,1.9,0.83,0.09,0.2,13.8,0,0,0,5,5,0.22,-3,-3
2172,0,11,1,9.1,1.58,0.14,0,0,18.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5
2173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,0,9,2,22.2,1.15,0.26,0,0,6.4,0,0,0,1.1,1.1,0.12,-1.1,-1.1
2176,11,79,36,45.6,2.43,1.11,0.14,0.31,18.4,5,0,0,9.3,9.3,0.12,1.7,1.7
2177,3,41,14,34.1,2.52,0.86,0.05,0.14,20.4,3,1,1,4.3,3.6,0.09,-1.3,-1.6
2178,6,23,12,52.2,1.68,0.88,0.26,0.5,13.6,1,0,0,4.3,4.3,0.19,1.7,1.7
2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2181,11,44,23,52.3,2.23,1.17,0.25,0.48,14.1,0,0,0,7.7,7.3,0.17,3.3,3.7
2182,2,30,7,23.3,1.17,0.27,0.07,0.29,18.3,0,0,0,1.6,1.6,0.05,0.4,0.4
2183,1,13,2,15.4,1.59,0.25,0,0,21.2,1,1,1,1.2,0.5,0.04,-0.2,-0.5
2184,0,3,2,66.7,2.65,1.76,0,0,11.8,0,0,0,0.6,0.6,0.21,-0.6,-0.6
2185,2,45,14,31.1,2.33,0.72,0.04,0.14,17.9,0,0,0,3.3,3.3,0.07,-1.3,-1.3
2186,0,13,4,30.8,0.52,0.16,0,0,25.6,0,0,0,0.3,0.3,0.02,-0.3,-0.3
2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,0,21,4,19,0.84,0.16,0,0,18.3,0,0,0,1.6,1.6,0.08,-1.6,-1.6
2189,5,34,8,23.5,1.29,0.3,0.15,0.63,16.8,1,0,0,4.8,4.8,0.14,0.2,0.2
2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2191,1,15,6,40,1.28,0.51,0.07,0.17,19.4,0,0,0,1.2,1.2,0.08,-0.2,-0.2
2192,0,1,1,100,3.75,3.75,0,0,18.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1
2193,1,3,1,33.3,1.05,0.35,0.33,1,10.7,0,0,0,0.9,0.9,0.29,0.1,0.1
2194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2196,0,3,0,0,0.41,0,0,0,8.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2
2197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2198,0,1,0,0,0.33,0,0,0,11,0,0,0,0,0,0.02,0,0
2199,8,54,24,44.4,2.13,0.95,0.15,0.33,16.1,6,0,2,10,7.4,0.14,-2,0.6
2200,5,28,10,35.7,1.37,0.49,0.18,0.5,20.7,3,0,0,2.1,2.1,0.08,2.9,2.9
2201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2202,4,38,12,31.6,1.73,0.55,0.11,0.33,15.9,0,0,0,4.5,4.5,0.12,-0.5,-0.5
2203,0,2,0,0,0.05,0,0,0,9.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,2,21,10,47.6,0.88,0.42,0.1,0.2,15.2,0,0,0,3,3,0.14,-1,-1
2206,0,1,0,0,3,0,0,0,19.2,0,0,0,0,0,0.02,0,0
2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2209,0,21,5,23.8,0.85,0.2,0,0,25.6,3,0,0,0.9,0.9,0.04,-0.9,-0.9
2210,2,24,7,29.2,0.75,0.22,0.04,0.14,19.9,2,1,2,3.1,1.6,0.07,-1.1,-0.6
2211,0,3,0,0,0.29,0,0,0,9,0,0,0,0.2,0.2,0.08,-0.2,-0.2
2212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2214,7,82,32,39,2.58,1.01,0.07,0.19,14.5,1,1,1,11.5,10.7,0.13,-4.5,-4.7
2215,3,55,20,36.4,3.5,1.27,0.05,0.15,19.9,0,0,0,4.9,4.9,0.09,-1.9,-1.9
2216,1,20,6,30,0.82,0.25,0.05,0.17,15.1,0,0,0,2.3,2.3,0.12,-1.3,-1.3
2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,2,8,2,25,0.4,0.1,0.25,1,19.6,0,0,0,0.7,0.7,0.08,1.3,1.3
2219,1,17,7,41.2,1.34,0.55,0.06,0.14,20.3,4,0,0,2.6,2.6,0.15,-1.6,-1.6
2220,1,23,4,17.4,0.73,0.13,0.04,0.25,17.9,0,0,0,1.6,1.6,0.07,-0.6,-0.6
2221,4,25,10,40,1.08,0.43,0.16,0.4,17.7,0,0,0,3.5,3.5,0.14,0.5,0.5
2222,11,60,18,30,1.77,0.53,0.08,0.28,18.1,0,6,7,9.3,4.4,0.07,1.7,0.6
2223,0,4,1,25,0.55,0.14,0,0,22.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4
2224,0,20,6,30,0.81,0.24,0,0,22.4,0,0,0,0.7,0.7,0.03,-0.7,-0.7
2225,0,11,1,9.1,0.73,0.07,0,0,22.2,2,0,0,0.4,0.4,0.04,-0.4,-0.4
2226,0,2,1,50,0.75,0.38,0,0,22.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
2227,1,11,3,27.3,1.55,0.42,0.09,0.33,14.9,0,0,0,1.1,1.1,0.1,-0.1,-0.1
2228,0,6,0,0,0.38,0,0,0,15.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,1,5,1,20,0.48,0.1,0.2,1,17.2,0,0,0,0.5,0.5,0.11,0.5,0.5
2231,1,26,12,46.2,1.75,0.81,0.04,0.08,19,0,0,0,2.1,2.1,0.08,-1.1,-1.1
2232,1,19,5,26.3,0.51,0.13,0.05,0.2,17.3,0,0,0,1.4,1.4,0.07,-0.4,-0.4
2233,0,11,4,36.4,0.46,0.17,0,0,19,0,0,0,0.6,0.6,0.05,-0.6,-0.6
2234,5,31,11,35.5,1.79,0.63,0.16,0.45,20.1,0,0,0,3.1,3.1,0.1,1.9,1.9
2235,0,5,0,0,0.51,0,0,0,12.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4
2236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2237,2,13,6,46.2,2.09,0.96,0.15,0.33,19.6,0,0,0,1.5,1.5,0.11,0.5,0.5
2238,0,3,0,0,1.53,0,0,0,16.5,0,0,0,0.3,0.3,0.09,-0.3,-0.3
2239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2240,0,36,8,22.2,2.31,0.51,0,0,24.4,0,0,0,1.7,1.7,0.05,-1.7,-1.7
2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2242,1,3,3,100,0.17,0.17,0.33,0.33,22.4,0,0,0,0.1,0.1,0.03,0.9,0.9
2243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2244,2,31,7,22.6,1.02,0.23,0.03,0.14,19.4,0,1,1,2.5,1.7,0.06,-0.5,-0.7
2245,7,48,17,35.4,3.35,1.19,0.15,0.41,15.1,1,0,0,6.3,6.3,0.13,0.7,0.7
2246,0,4,0,0,0.67,0,0,0,22.1,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2247,1,9,4,44.4,0.74,0.33,0.11,0.25,22.1,0,0,0,0.6,0.6,0.07,0.4,0.4
2248,0,10,2,20,1.76,0.35,0,0,23.7,1,0,0,0.5,0.5,0.05,-0.5,-0.5
2249,5,35,12,34.3,2.29,0.79,0.11,0.33,16.2,0,1,2,5.5,4,0.11,-0.5,0
2250,1,30,9,30,0.94,0.28,0.03,0.11,19,0,0,0,1.7,1.7,0.06,-0.7,-0.7
2251,6,37,19,51.4,1.89,0.97,0.16,0.32,19.5,4,0,0,3.4,3.4,0.09,2.6,2.6
2252,1,29,9,31,2.06,0.64,0.03,0.11,17.7,0,0,0,2.3,2.3,0.08,-1.3,-1.3
2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2254,0,13,2,15.4,0.95,0.15,0,0,25.8,8,0,0,0.5,0.5,0.04,-0.5,-0.5
2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2256,1,26,5,19.2,2.38,0.46,0.04,0.2,15.8,1,0,0,2.5,2.5,0.1,-1.5,-1.5
2257,0,8,2,25,0.62,0.15,0,0,25.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
2258,0,16,3,18.8,0.77,0.14,0,0,21.7,0,0,0,0.6,0.6,0.03,-0.6,-0.6
2259,0,1,0,0,0.87,0,0,0,25.5,0,0,0,0,0,0.04,0,0
2260,1,15,3,20,0.71,0.14,0.07,0.33,6.6,0,0,0,2.3,2.3,0.15,-1.3,-1.3
2261,2,14,7,50,0.5,0.25,0.14,0.29,9.4,0,0,0,1.8,1.8,0.13,0.2,0.2
2262,1,14,4,28.6,0.71,0.2,0.07,0.25,24,0,0,0,0.4,0.4,0.03,0.6,0.6
2263,29,162,60,37,5.2,1.93,0.14,0.38,17.6,17,6,8,26.5,20.4,0.13,2.5,2.6
2264,1,13,2,15.4,0.95,0.15,0.08,0.5,25,0,0,0,0.5,0.5,0.04,0.5,0.5
2265,1,17,6,35.3,0.81,0.29,0.06,0.17,22.8,0,0,0,1,1,0.06,0,0
2266,1,18,3,16.7,0.54,0.09,0.06,0.33,25.5,0,0,0,0.7,0.7,0.04,0.3,0.3
2267,0,11,2,18.2,0.81,0.15,0,0,22.7,0,0,0,0.6,0.6,0.05,-0.6,-0.6
2268,0,10,1,10,1.38,0.14,0,0,21.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5
2269,0,11,2,18.2,0.83,0.15,0,0,21,2,0,0,0.7,0.7,0.06,-0.7,-0.7
2270,1,5,2,40,0.41,0.16,0.2,0.5,8.7,0,0,0,0.6,0.6,0.12,0.4,0.4
2271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2272,1,8,1,12.5,1.92,0.24,0,0,23.1,0,1,1,1,0.3,0.03,0,-0.3
2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,1,14,6,42.9,0.74,0.32,0.07,0.17,17.4,0,0,0,1.1,1.1,0.08,-0.1,-0.1
2275,1,15,8,53.3,0.8,0.43,0.07,0.13,22,2,0,0,0.6,0.6,0.04,0.4,0.4
2276,0,1,0,0,0.5,0,0,0,24.5,0,0,0,0,0,0.01,0,0
2277,0,1,1,100,0.44,0.44,0,0,24.7,0,0,0,0,0,0.03,0,0
2278,0,1,1,100,1,1,0,0,8,0,0,0,0,0,0.04,0,0
2279,1,3,1,33.3,0.27,0.09,0.33,1,6,0,0,0,0.4,0.4,0.13,0.6,0.6
2280,0,1,0,0,0.43,0,0,0,16,0,0,0,0,0,0.03,0,0
2281,0,19,2,10.5,1.02,0.11,0,0,22.7,2,0,0,0.7,0.7,0.04,-0.7,-0.7
2282,2,34,13,38.2,1.92,0.73,0.06,0.15,17.3,0,0,0,2.6,2.6,0.08,-0.6,-0.6
2283,3,43,15,34.9,1.51,0.53,0.07,0.2,21.3,1,0,0,2.6,2.6,0.06,0.4,0.4
2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,0,2,0,0,0.97,0,0,0,22.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2286,2,4,4,100,0.17,0.17,0.5,0.5,10.5,0,0,0,1.2,1.2,0.29,0.8,0.8
2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2288,1,7,3,42.9,2.61,1.12,0.14,0.33,15.7,0,0,0,0.4,0.4,0.06,0.6,0.6
2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2292,0,6,0,0,0.51,0,0,0,22.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2
2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,1,10,2,20,1.92,0.38,0.1,0.5,16.9,0,0,0,0.5,0.5,0.05,0.5,0.5
2295,0,4,0,0,6.43,0,0,0,23.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2296,0,5,2,40,3.6,1.44,0,0,10.6,0,0,0,1.3,1.3,0.26,-1.3,-1.3
2297,1,13,2,15.4,0.4,0.06,0.08,0.5,22,0,0,0,0.8,0.8,0.06,0.2,0.2
2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2299,8,56,21,37.5,2.49,0.93,0.07,0.19,23.6,5,4,4,7.2,4.2,0.07,0.8,-0.2
2300,2,28,7,25,1.25,0.31,0.07,0.29,17.7,0,0,0,2.9,2.9,0.1,-0.9,-0.9
2301,0,5,1,20,0.72,0.14,0,0,24.1,1,0,0,0.6,0.6,0.12,-0.6,-0.6
2302,3,30,12,40,1.73,0.69,0.1,0.25,19.8,0,0,0,2.6,2.6,0.09,0.4,0.4
2303,1,8,4,50,1.59,0.79,0.13,0.25,16,0,0,0,1.1,1.1,0.14,-0.1,-0.1
2304,3,30,12,40,1.12,0.45,0.1,0.25,12.5,2,0,0,3.5,3.5,0.12,-0.5,-0.5
2305,5,61,21,34.4,2.15,0.74,0.08,0.24,15.7,1,0,0,6.9,6.9,0.11,-1.9,-1.9
2306,0,3,1,33.3,0.11,0.04,0,0,8.9,0,0,0,0.3,0.3,0.1,-0.3,-0.3
2307,0,1,0,0,11.25,0,0,0,24,0,0,0,0,0,0.03,0,0
2308,0,1,0,0,0.33,0,0,0,12,0,0,0,0,0,0.02,0,0
2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,22,120,46,38.3,3.51,1.35,0.13,0.35,15.8,1,6,6,20.9,16.4,0.14,1.1,-0.4
2311,2,21,10,47.6,2.5,1.19,0.1,0.2,14.2,0,0,0,2.8,2.8,0.13,-0.8,-0.8
2312,1,6,1,16.7,0.3,0.05,0.17,1,7.9,0,0,0,0.6,0.6,0.1,0.4,0.4
2313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,0,4,1,25,0.43,0.11,0,0,11.4,0,0,0,0.4,0.4,0.1,-0.4,-0.4
2315,8,46,20,43.5,2.49,1.08,0.15,0.35,15.7,3,1,1,6.8,6.1,0.13,1.2,0.9
2316,2,16,5,31.3,0.74,0.23,0.13,0.4,18.2,0,0,0,1.9,1.9,0.12,0.1,0.1
2317,0,1,0,0,0.45,0,0,0,27.1,0,0,0,0,0,0.03,0,0
2318,0,15,1,6.7,0.53,0.04,0,0,23.5,0,0,0,0.6,0.6,0.04,-0.6,-0.6
2319,7,59,19,32.2,2.46,0.79,0.12,0.37,14.6,0,0,0,7.6,7.6,0.13,-0.6,-0.6
2320,1,19,8,42.1,0.7,0.29,0.05,0.13,22.6,5,0,0,1.1,1.1,0.06,-0.1,-0.1
2321,0,10,2,20,0.8,0.16,0,0,17.2,1,0,0,1.2,1.2,0.12,-1.2,-1.2
2322,0,3,0,0,0.18,0,0,0,23,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2323,5,19,11,57.9,1.75,1.01,0.26,0.45,14.4,0,0,0,3,3,0.16,2,2
2324,3,24,12,50,2.32,1.16,0.13,0.25,11.6,0,0,0,4.3,4.3,0.18,-1.3,-1.3
2325,2,18,6,33.3,1.57,0.52,0.11,0.33,12.1,0,0,0,2.9,2.9,0.16,-0.9,-0.9
2326,1,21,3,14.3,1.49,0.21,0.05,0.33,22.2,2,0,0,2.3,2.3,0.11,-1.3,-1.3
2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,7,28,15,53.6,2.2,1.18,0.25,0.47,15.6,4,0,1,5.6,4.8,0.17,1.4,2.2
2329,0,6,0,0,0.36,0,0,0,9.3,0,0,0,1.1,1.1,0.18,-1.1,-1.1
2330,3,14,5,35.7,0.48,0.17,0.21,0.6,8.4,0,0,0,1.9,1.9,0.14,1.1,1.1
2331,0,3,0,0,0.29,0,0,0,8,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2332,0,3,1,33.3,0.28,0.09,0,0,18.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,8,51,15,29.4,2.23,0.65,0.14,0.47,16.6,2,1,1,7.4,6.6,0.13,0.6,0.4
2336,2,14,3,21.4,0.68,0.15,0.14,0.67,13.6,0,0,0,1.2,1.2,0.08,0.8,0.8
2337,6,58,21,36.2,2.89,1.05,0.1,0.29,18.6,0,0,0,5.6,5.6,0.1,0.4,0.4
2338,0,7,1,14.3,0.59,0.08,0,0,13.7,0,0,0,0.4,0.4,0.05,-0.4,-0.4
2339,0,15,4,26.7,0.65,0.17,0,0,14.9,0,0,0,0.9,0.9,0.06,-0.9,-0.9
2340,0,1,0,0,5.29,0,0,0,14.9,0,0,0,0,0,0.04,0,0
2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2342,2,11,3,27.3,1.2,0.33,0.18,0.67,19.1,0,0,0,1.2,1.2,0.11,0.8,0.8
2343,0,2,0,0,0.61,0,0,0,27,0,0,0,0,0,0.01,0,0
2344,2,31,13,41.9,2.39,1,0.06,0.15,16.8,3,0,0,3.8,3.8,0.12,-1.8,-1.8
2345,0,6,3,50,2,1,0,0,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3
2346,1,29,8,27.6,1.18,0.33,0.03,0.13,22.5,0,0,0,1.9,1.9,0.06,-0.9,-0.9
2347,0,5,0,0,12.16,0,0,0,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2348,0,5,0,0,0.77,0,0,0,14.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
2349,1,11,3,27.3,0.45,0.12,0.09,0.33,9.6,0,0,0,1.2,1.2,0.11,-0.2,-0.2
2350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,2,10,4,40,2.31,0.93,0.2,0.5,14.3,0,0,0,1,1,0.1,1,1
2352,1,10,5,50,2.32,1.16,0,0,10.6,0,1,1,1.7,0.9,0.09,-0.7,-0.9
2353,6,36,18,50,2.45,1.23,0.17,0.33,14.3,2,0,0,4.8,4.8,0.13,1.2,1.2
2354,5,46,19,41.3,1.65,0.68,0.11,0.26,14.6,0,0,0,5.2,5.2,0.11,-0.2,-0.2
2355,0,3,0,0,0.6,0,0,0,28.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2356,0,1,0,0,1.18,0,0,0,28.6,0,0,0,0,0,0.02,0,0
2357,0,9,1,11.1,1.75,0.19,0,0,22.2,1,0,0,0.4,0.4,0.04,-0.4,-0.4
2358,4,10,5,50,1.15,0.57,0.3,0.6,16.3,1,1,1,2.4,1.6,0.16,1.6,1.4
2359,5,54,16,29.6,2.24,0.67,0.06,0.19,24.9,11,2,3,5,2.7,0.05,0,0.3
2360,1,7,2,28.6,0.21,0.06,0.14,0.5,5,0,0,0,0.9,0.9,0.13,0.1,0.1
2361,0,4,0,0,0.24,0,0,0,23.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2362,8,46,16,34.8,3.06,1.07,0.13,0.38,16.9,1,2,2,7.3,5.7,0.12,0.7,0.3
2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,1,10,4,40,0.72,0.29,0,0,28.4,3,1,1,1.2,0.4,0.04,-0.2,-0.4
2365,1,7,2,28.6,1.84,0.53,0.14,0.5,18.5,0,0,0,0.5,0.5,0.08,0.5,0.5
2366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,1,9,6,66.7,0.36,0.24,0.11,0.17,16.3,0,0,0,1.1,1.1,0.12,-0.1,-0.1
2368,9,57,23,40.4,2.75,1.11,0.16,0.39,11.3,1,0,0,9.7,9.7,0.17,-0.7,-0.7
2369,1,14,5,35.7,1.69,0.6,0.07,0.2,16.6,0,0,0,1.1,1.1,0.08,-0.1,-0.1
2370,2,48,4,8.3,1.65,0.14,0.04,0.5,20.9,0,0,0,2.8,2.8,0.06,-0.8,-0.8
2371,0,9,1,11.1,0.49,0.05,0,0,14.6,0,0,0,0.6,0.6,0.07,-0.6,-0.6
2372,1,23,8,34.8,1.61,0.56,0.04,0.13,12,0,0,0,1.3,1.3,0.06,-0.3,-0.3
2373,2,18,10,55.6,1.13,0.63,0.11,0.2,13.4,0,0,0,1.6,1.6,0.09,0.4,0.4
2374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,2,22,9,40.9,0.83,0.34,0.09,0.22,21.2,6,0,0,1.4,1.4,0.06,0.6,0.6
2376,0,18,3,16.7,1.38,0.23,0,0,22,0,0,0,0.6,0.6,0.03,-0.6,-0.6
2377,0,4,1,25,0.87,0.22,0,0,16,0,0,0,0.3,0.3,0.07,-0.3,-0.3
2378,0,11,4,36.4,0.45,0.16,0,0,16.1,0,0,0,0.7,0.7,0.06,-0.7,-0.7
2379,0,11,1,9.1,1.05,0.1,0,0,19.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4
2380,1,9,4,44.4,0.32,0.14,0.11,0.25,25.8,0,0,0,0.3,0.3,0.03,0.7,0.7
2381,0,2,0,0,0.3,0,0,0,21.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2383,0,1,0,0,2.65,0,0,0,22.8,0,0,0,0,0,0.03,0,0
2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,0,4,1,25,1.88,0.47,0,0,14.8,0,0,0,0.4,0.4,0.11,-0.4,-0.4
2387,3,27,12,44.4,2.99,1.33,0.07,0.17,12.8,0,1,1,3.6,2.8,0.12,-0.6,-0.8
2388,1,4,1,25,5.45,1.36,0.25,1,17.1,1,0,0,0.3,0.3,0.06,0.7,0.7
2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,1,23,11,47.8,0.69,0.33,0.04,0.09,20.9,0,0,0,1.9,1.9,0.08,-0.9,-0.9
2391,0,2,0,0,0.2,0,0,0,22,0,0,0,0.1,0.1,0.04,-0.1,-0.1
2392,0,18,8,44.4,2.69,1.19,0,0,20.5,1,0,0,1.1,1.1,0.06,-1.1,-1.1
2393,1,24,9,37.5,1.05,0.39,0.04,0.11,20.8,0,0,0,1.3,1.3,0.05,-0.3,-0.3
2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,1,32,9,28.1,1.47,0.41,0.03,0.11,19.3,0,0,0,2.2,2.2,0.07,-1.2,-1.2
2396,0,4,0,0,0.51,0,0,0,22.8,2,0,0,0.1,0.1,0.03,-0.1,-0.1
2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2398,2,5,2,40,0.29,0.11,0.4,1,10.6,0,0,0,0.6,0.6,0.11,1.4,1.4
2399,0,1,0,0,0.26,0,0,0,19.2,0,0,0,0,0,0.04,0,0
2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,1,16,7,43.8,2.52,1.1,0.06,0.14,17.4,0,0,0,1.3,1.3,0.08,-0.3,-0.3
2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,0,11,0,0,1.78,0,0,0,21.8,1,0,0,0.4,0.4,0.04,-0.4,-0.4
2404,3,7,3,42.9,0.86,0.37,0.14,0.33,15.3,0,2,2,2.7,1.2,0.17,0.3,-0.2
2405,1,11,6,54.5,0.37,0.2,0.09,0.17,18.1,0,0,0,0.7,0.7,0.06,0.3,0.3
2406,1,42,9,21.4,1.44,0.31,0.02,0.11,23.2,11,0,0,2.5,2.5,0.06,-1.5,-1.5
2407,8,38,18,47.4,2.04,0.97,0.21,0.44,14.6,0,0,0,5.1,5.1,0.13,2.9,2.9
2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,0,4,0,0,0.18,0,0,0,29.5,3,0,0,0.1,0.1,0.03,-0.1,-0.1
2412,0,1,0,0,0.13,0,0,0,5.1,0,0,0,0.2,0.2,0.17,-0.2,-0.2
2413,0,13,3,23.1,1.79,0.41,0,0,16.4,1,0,0,1.1,1.1,0.09,-1.1,-1.1
2414,0,1,0,0,2.65,0,0,0,16.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1
2415,6,45,12,26.7,1.8,0.48,0.07,0.25,21.3,7,3,4,6.8,3.8,0.08,-0.8,-0.8
2416,0,2,1,50,3.67,1.84,0,0,16,0,0,0,0.1,0.1,0.03,-0.1,-0.1
2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,1,6,1,16.7,0.34,0.06,0.17,1,22.3,0,0,0,0.4,0.4,0.06,0.6,0.6
2419,28,107,53,49.5,3.49,1.73,0.2,0.4,12.6,3,7,7,24.3,18.9,0.18,3.7,2.1
2420,2,28,13,46.4,1.22,0.57,0.07,0.15,14.7,0,0,0,2.8,2.8,0.1,-0.8,-0.8
