Unnamed: 0,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles.4,Vs Dribbles,Vs Dribbles.1,Vs Dribbles.2,Vs Dribbles.3,Pressures,Pressures.1,Pressures.2,Pressures.3,Pressures.4,Pressures.5,Blocks,Blocks.1,Blocks.2,Blocks.3,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
Rk,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err
2130,12,7,5,6,1,6,14,42.9,8,132,32,24.2,36,64,32,14,2,0,12,9,21,3,0
2131,6,3,2,3,1,1,4,25,3,52,12,23.1,24,25,3,9,3,1,6,5,11,3,1
2132,29,20,9,13,7,9,32,28.1,23,278,66,23.7,53,124,101,16,0,0,16,13,42,7,0
2133,76,48,34,36,6,15,83,18.1,68,616,197,32,251,318,47,56,8,0,48,38,114,35,0
2134,40,27,15,20,5,12,31,38.7,19,312,105,33.7,73,194,45,34,3,0,31,31,71,25,0
2135,7,5,0,7,0,2,5,40,3,30,13,43.3,13,15,2,2,0,0,2,2,9,0,0
2136,0,0,0,0,0,0,5,0,5,11,1,9.1,11,0,0,0,0,0,0,0,0,1,3
2137,27,17,12,10,5,11,28,39.3,17,326,75,23,92,130,104,38,7,1,31,17,44,17,0
2138,5,5,1,4,0,2,4,50,2,66,13,19.7,6,38,22,2,0,0,2,2,7,0,0
2139,46,32,24,21,1,19,50,38,31,325,106,32.6,127,157,41,45,12,0,33,35,81,49,0
2140,43,26,32,11,0,16,46,34.8,30,297,114,38.4,178,100,19,51,24,0,27,35,78,138,0
2141,25,17,11,11,3,6,21,28.6,15,337,109,32.3,70,149,118,31,3,0,28,9,34,9,0
2142,22,15,8,10,4,4,17,23.5,13,178,46,25.8,23,83,72,13,0,0,13,10,32,11,0
2143,12,8,3,5,4,0,16,0,16,368,79,21.5,41,162,165,16,4,0,12,6,18,11,0
2144,16,9,4,8,4,3,15,20,12,311,79,25.4,46,159,106,14,0,0,14,9,25,6,0
2145,6,6,1,4,1,4,8,50,4,91,26,28.6,12,53,26,8,0,0,8,4,10,0,0
2146,42,23,28,10,4,22,40,55,18,214,53,24.8,111,66,37,21,8,0,13,21,63,45,0
2147,0,0,0,0,0,0,1,0,1,33,5,15.2,1,12,20,4,1,0,3,0,0,0,0
2148,3,2,0,2,1,1,4,25,3,36,10,27.8,9,22,5,3,0,0,3,2,5,1,0
2149,1,1,0,1,0,0,1,0,1,8,2,25,2,2,4,0,0,0,0,0,1,0,0
2150,72,45,28,33,11,25,57,43.9,32,485,144,29.7,160,240,85,46,11,0,35,31,103,37,1
2151,38,26,16,17,5,15,59,25.4,44,367,115,31.3,134,185,48,41,11,0,30,20,58,58,0
2152,0,0,0,0,0,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,3
2153,18,11,9,9,0,6,21,28.6,15,162,47,29,57,82,23,17,4,0,13,13,31,23,1
2154,6,5,3,2,1,3,6,50,3,117,26,22.2,33,46,38,1,0,0,1,4,10,1,0
2155,11,8,4,3,4,4,11,36.4,7,68,24,35.3,21,20,27,7,0,0,7,2,13,1,0
2156,2,0,0,2,0,0,0,0,0,9,3,33.3,3,6,0,3,1,0,2,0,2,3,1
2157,32,22,19,12,1,9,26,34.6,17,215,65,30.2,128,82,5,49,23,0,26,33,65,144,2
2158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,44,23,24,17,3,18,39,46.2,21,247,109,44.1,131,89,27,40,15,0,25,45,89,81,2
2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2161,51,38,17,27,7,21,47,44.7,26,357,111,31.1,81,173,103,26,3,0,23,15,66,4,0
2162,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2163,0,0,0,0,0,0,5,0,5,10,1,10,10,0,0,1,0,0,1,0,0,3,0
2164,35,30,15,16,4,8,40,20,32,387,111,28.7,109,190,88,37,5,0,32,20,55,37,1
2165,5,2,3,1,1,1,2,50,1,35,7,20,21,8,6,6,1,0,5,3,8,6,0
2166,19,12,12,4,3,2,23,8.7,21,304,85,28,66,112,126,15,0,0,15,9,28,5,0
2167,28,15,8,13,7,4,26,15.4,22,295,68,23.1,54,136,105,22,3,0,19,7,35,14,0
2168,21,11,6,11,4,4,11,36.4,7,236,58,24.6,35,115,86,13,1,0,12,15,36,3,0
2169,20,12,10,8,2,6,14,42.9,8,97,39,40.2,47,38,12,18,5,1,13,16,36,46,1
2170,0,0,0,0,0,0,0,0,0,8,3,37.5,7,0,1,0,0,0,0,0,0,1,3
2171,24,16,8,14,2,5,24,20.8,19,225,73,32.4,54,108,63,14,2,0,12,6,30,9,1
2172,11,7,4,6,1,0,12,0,12,199,60,30.2,78,83,38,17,6,0,11,6,17,9,0
2173,5,3,4,1,0,3,3,100,0,8,5,62.5,7,1,0,1,1,0,0,1,6,4,0
2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2175,13,7,8,4,1,5,7,71.4,2,67,19,28.4,35,31,1,8,3,0,5,12,25,22,0
2176,16,10,2,6,8,5,24,20.8,19,345,74,21.4,38,144,163,24,3,0,21,10,26,9,0
2177,16,10,7,7,2,4,25,16,21,244,56,23,61,102,81,16,0,0,16,9,25,3,0
2178,7,2,1,2,4,0,7,0,7,228,72,31.6,14,62,152,10,5,1,5,3,10,9,0
2179,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
2180,10,4,8,2,0,5,8,62.5,3,37,10,27,16,20,1,14,6,0,8,4,14,31,1
2181,27,18,4,8,15,8,35,22.9,27,327,86,26.3,34,135,158,24,2,0,22,11,38,15,0
2182,34,21,17,10,7,9,40,22.5,31,357,104,29.1,157,131,69,44,2,0,42,51,85,73,1
2183,16,9,3,10,3,5,16,31.3,11,146,47,32.2,30,75,41,6,1,0,5,4,20,3,0
2184,0,0,0,0,0,0,0,0,0,15,5,33.3,3,6,6,1,0,0,1,2,2,0,0
2185,32,17,14,13,5,8,20,40,12,378,106,28,95,157,126,29,2,0,27,18,50,11,0
2186,68,42,29,36,3,25,84,29.8,59,525,160,30.5,232,246,47,47,12,0,35,52,120,58,0
2187,2,0,2,0,0,1,2,50,1,15,6,40,8,6,1,3,1,0,2,0,2,6,0
2188,51,27,31,13,7,18,43,41.9,25,388,112,28.9,177,141,70,53,7,0,46,35,86,64,0
2189,32,20,15,10,7,10,33,30.3,23,410,106,25.9,122,158,130,37,6,0,31,17,49,41,0
2190,0,0,0,0,0,0,1,0,1,1,1,100,1,0,0,1,0,0,1,0,0,2,0
2191,9,5,2,3,4,4,17,23.5,13,123,29,23.6,24,64,35,12,2,0,10,8,17,6,0
2192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2193,9,8,3,4,2,0,4,0,4,67,16,23.9,23,25,19,5,1,0,4,3,12,0,0
2194,0,0,0,0,0,0,4,0,4,16,7,43.8,16,0,0,0,0,0,0,1,1,6,0
2195,2,1,1,1,0,2,3,66.7,1,22,6,27.3,12,9,1,3,1,0,2,1,3,1,0
2196,10,8,3,6,1,4,8,50,4,92,33,35.9,40,38,14,16,3,1,13,6,16,25,0
2197,0,0,0,0,0,0,1,0,1,3,0,0,3,0,0,1,0,0,1,0,0,2,0
2198,7,3,7,0,0,4,10,40,6,37,15,40.5,21,15,1,2,1,0,1,7,14,17,0
2199,40,29,13,16,11,8,30,26.7,22,475,159,33.5,93,221,161,32,2,0,30,10,50,15,0
2200,52,30,17,29,6,12,42,28.6,30,430,138,32.1,110,209,111,51,8,0,43,22,74,18,0
2201,0,0,0,0,0,0,0,0,0,4,3,75,2,2,0,1,0,0,1,0,0,0,0
2202,31,23,9,13,9,9,31,29,22,361,115,31.9,67,171,123,29,1,0,28,15,46,11,0
2203,0,0,0,0,0,0,1,0,1,8,2,25,8,0,0,1,0,0,1,0,0,3,0
2204,4,3,1,1,2,1,8,12.5,7,76,20,26.3,28,34,14,3,0,0,3,5,9,3,0
2205,25,20,4,9,12,9,34,26.5,25,477,117,24.5,101,210,166,13,2,0,11,8,33,0,0
2206,1,1,0,1,0,0,0,0,0,7,4,57.1,3,3,1,1,0,0,1,0,1,1,0
2207,0,0,0,0,0,0,0,0,0,2,1,50,0,2,0,0,0,0,0,0,0,0,0
2208,2,1,0,2,0,0,0,0,0,6,2,33.3,3,2,1,3,2,0,1,1,3,3,0
2209,44,32,14,27,3,14,51,27.5,37,325,102,31.4,103,177,45,38,4,0,34,30,74,19,0
2210,77,53,45,31,1,24,55,43.6,31,495,149,30.1,212,246,37,54,13,0,41,68,145,46,1
2211,24,13,15,8,1,7,13,53.8,6,134,56,41.8,67,56,11,19,5,0,14,13,37,72,1
2212,1,1,1,0,0,0,0,0,0,10,2,20,5,5,0,0,0,0,0,0,1,3,0
2213,0,0,0,0,0,0,1,0,1,3,2,66.7,0,2,1,0,0,0,0,0,0,0,0
2214,49,30,27,18,4,13,42,31,29,575,144,25,130,241,204,33,3,0,30,20,69,38,0
2215,19,9,2,9,8,5,14,35.7,9,255,55,21.6,51,127,77,13,0,0,13,9,28,10,0
2216,25,15,14,8,3,9,43,20.9,34,376,94,25,118,182,76,31,3,0,28,20,45,21,0
2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2218,33,21,15,15,3,13,37,35.1,24,297,85,28.6,114,148,35,46,7,0,39,24,57,29,0
2219,14,10,5,7,2,4,17,23.5,13,150,33,22,38,65,47,15,1,0,14,5,19,10,0
2220,78,47,33,34,11,27,70,38.6,43,510,174,34.1,171,255,84,37,7,0,30,30,108,54,0
2221,25,15,15,8,2,9,48,18.8,39,319,77,24.1,85,146,88,28,1,0,27,31,56,39,0
2222,49,30,23,18,8,17,84,20.2,67,731,198,27.1,191,371,169,76,12,0,64,38,87,56,0
2223,6,5,3,1,2,1,5,20,4,71,23,32.4,29,21,21,20,4,0,16,4,10,16,2
2224,59,28,34,14,11,29,54,53.7,25,290,91,31.4,124,113,53,51,9,0,42,29,88,64,1
2225,17,9,7,5,5,5,21,23.8,16,152,32,21.1,71,53,28,31,2,0,29,23,40,43,0
2226,13,6,4,4,5,2,8,25,6,94,23,24.5,21,40,33,6,0,0,6,4,17,0,0
2227,4,3,2,2,0,0,5,0,5,100,21,21,15,50,35,6,2,0,4,4,8,0,0
2228,23,14,15,6,2,8,20,40,12,189,62,32.8,102,64,23,31,16,0,15,38,61,86,2
2229,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,12,7,5,4,3,7,14,50,7,87,22,25.3,29,33,25,25,7,0,18,8,20,13,0
2231,18,8,4,10,4,4,21,19,17,261,64,24.5,42,134,85,20,3,0,17,9,27,14,1
2232,53,28,30,16,7,31,64,48.4,33,353,120,34,117,127,109,62,10,1,52,34,87,90,1
2233,48,27,26,15,7,19,42,45.2,23,249,84,33.7,120,71,58,51,5,0,46,44,92,83,0
2234,14,7,8,4,2,5,18,27.8,13,258,61,23.6,45,90,123,16,0,0,16,14,28,9,0
2235,16,10,10,5,1,6,7,85.7,1,79,25,31.6,40,28,11,12,5,0,7,16,32,60,0
2236,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,1,0
2237,3,3,1,1,1,0,0,0,0,87,14,16.1,8,41,38,5,0,0,5,4,7,4,0
2238,5,4,2,2,1,3,7,42.9,4,35,13,37.1,9,15,11,4,1,0,3,1,6,3,0
2239,1,1,1,0,0,0,1,0,1,6,2,33.3,4,1,1,0,0,0,0,0,1,1,0
2240,42,31,15,19,8,13,40,32.5,27,337,102,30.3,87,175,75,25,2,0,23,22,64,14,0
2241,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
2242,52,30,23,19,10,15,52,28.8,37,434,113,26,157,215,62,41,3,0,38,43,95,21,0
2243,15,9,12,3,0,4,5,80,1,78,20,25.6,55,20,3,15,9,0,6,13,28,51,1
2244,83,60,32,38,13,31,72,43.1,41,515,197,38.3,170,272,73,42,13,0,29,40,123,73,2
2245,21,13,11,6,4,2,22,9.1,20,259,66,25.5,47,124,88,9,0,0,9,9,30,16,0
2246,4,2,1,2,1,2,6,33.3,4,69,21,30.4,12,35,22,7,1,0,6,2,6,2,0
2247,18,11,11,6,1,7,22,31.8,15,193,50,25.9,51,87,55,22,1,0,21,14,32,19,0
2248,17,14,3,11,3,4,14,28.6,10,89,32,36,13,49,27,4,0,0,4,8,25,4,0
2249,4,2,1,1,2,1,13,7.7,12,247,52,21.1,13,128,106,11,2,0,9,2,6,7,0
2250,105,69,54,45,6,38,91,41.8,53,706,222,31.4,257,384,65,77,14,0,63,58,163,68,2
2251,20,14,5,12,3,8,43,18.6,35,250,61,24.4,75,118,57,24,0,0,24,16,36,1,0
2252,28,14,8,11,9,6,20,30,14,308,67,21.8,45,134,129,27,5,0,22,4,32,6,0
2253,3,2,0,3,0,0,0,0,0,8,3,37.5,0,6,2,1,0,0,1,0,3,0,0
2254,29,15,14,12,3,16,25,64,9,140,44,31.4,70,60,10,29,5,0,24,24,53,36,1
2255,4,4,2,2,0,1,9,11.1,8,93,24,25.8,29,50,14,10,1,0,9,9,13,7,0
2256,15,7,7,6,2,2,18,11.1,16,220,49,22.3,46,107,67,20,0,0,20,7,22,5,0
2257,39,25,16,20,3,6,25,24,19,318,90,28.3,103,158,57,22,7,0,15,12,51,11,0
2258,27,15,16,8,3,14,22,63.6,8,219,74,33.8,81,83,55,46,5,0,41,25,52,50,0
2259,0,0,0,0,0,0,2,0,2,26,6,23.1,5,15,6,0,0,0,0,4,4,1,0
2260,18,9,9,7,2,7,17,41.2,10,170,52,30.6,77,85,8,41,27,1,14,14,32,102,1
2261,75,46,50,22,3,11,40,27.5,29,486,173,35.6,226,236,24,52,14,0,38,81,156,148,2
2262,68,35,27,37,4,22,65,33.8,43,344,104,30.2,129,190,25,32,6,0,26,27,95,19,0
2263,9,3,3,5,1,4,21,19,17,225,61,27.1,24,89,112,15,5,0,10,8,17,16,0
2264,22,15,13,8,1,8,16,50,8,153,54,35.3,84,55,14,17,5,0,12,12,34,41,0
2265,102,73,35,57,10,40,91,44,51,530,173,32.6,155,283,92,27,2,0,25,34,136,23,0
2266,95,67,33,47,15,26,87,29.9,61,673,231,34.3,172,376,125,45,7,0,38,69,164,78,0
2267,24,14,15,8,1,11,22,50,11,191,70,36.6,86,79,26,23,1,0,22,13,37,36,0
2268,7,6,0,4,3,3,8,37.5,5,121,28,23.1,10,60,51,7,0,0,7,2,9,2,0
2269,28,16,15,10,3,6,22,27.3,16,308,68,22.1,130,143,35,26,1,0,25,18,46,26,0
2270,16,10,8,8,0,6,9,66.7,3,141,44,31.2,75,59,7,19,13,0,6,8,24,53,1
2271,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
2272,7,5,4,1,2,2,11,18.2,9,105,23,21.9,38,41,26,8,0,0,8,1,8,4,0
2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,30,18,16,11,3,12,18,66.7,6,167,66,39.5,90,64,13,21,11,0,10,15,45,88,0
2275,52,30,23,20,9,18,45,40,27,364,122,33.5,97,176,91,40,4,0,36,8,60,16,1
2276,4,1,3,0,1,2,7,28.6,5,31,9,29,14,11,6,11,4,1,7,0,4,6,0
2277,4,3,2,1,1,0,1,0,1,30,12,40,14,11,5,7,1,0,6,1,5,4,0
2278,2,2,1,1,0,0,1,0,1,6,3,50,4,2,0,1,1,0,0,0,2,1,0
2279,27,13,11,13,3,8,18,44.4,10,171,54,31.6,75,88,8,22,11,0,11,15,42,56,0
2280,4,2,3,1,0,2,2,100,0,18,6,33.3,8,8,2,5,0,0,5,4,8,4,0
2281,29,19,18,11,0,17,34,50,17,170,60,35.3,72,64,34,35,5,0,30,29,58,32,0
2282,38,24,13,14,11,16,49,32.7,33,310,98,31.6,68,148,94,25,0,0,25,21,59,15,0
2283,49,40,20,20,9,20,69,29,49,468,140,29.9,132,214,122,44,3,0,41,40,89,40,0
2284,2,2,1,1,0,0,0,0,0,12,2,16.7,5,5,2,1,0,0,1,0,2,2,0
2285,1,1,1,0,0,1,6,16.7,5,45,11,24.4,12,23,10,6,0,0,6,1,2,2,0
2286,17,11,11,6,0,5,10,50,5,141,49,34.8,70,61,10,27,13,0,14,46,63,138,0
2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2288,5,2,4,1,0,0,2,0,2,59,15,25.4,9,26,24,1,0,0,1,1,6,3,0
2289,2,2,0,1,1,1,4,25,3,18,4,22.2,1,7,10,2,0,0,2,1,3,0,0
2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2291,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0
2292,22,10,8,11,3,10,17,58.8,7,184,57,31,59,94,31,26,2,0,24,13,35,22,1
2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2294,17,8,4,9,4,5,10,50,5,130,41,31.5,28,52,50,15,0,0,15,7,24,2,0
2295,3,3,1,2,0,2,6,33.3,4,18,7,38.9,2,11,5,0,0,0,0,1,4,0,0
2296,1,0,0,0,1,1,3,33.3,2,23,10,43.5,2,9,12,0,0,0,0,0,1,0,0
2297,58,40,31,21,6,26,49,53.1,23,323,96,29.7,132,129,62,70,8,0,62,50,108,45,1
2298,0,0,0,0,0,0,0,0,0,2,1,50,0,2,0,0,0,0,0,0,0,0,0
2299,38,27,17,19,2,9,32,28.1,23,304,102,33.6,80,160,64,18,3,0,15,36,74,28,0
2300,47,31,20,21,6,16,57,28.1,41,523,159,30.4,160,216,147,40,1,0,39,28,75,6,0
2301,12,5,7,4,1,4,8,50,4,71,26,36.6,34,35,2,10,2,0,8,7,19,32,0
2302,15,11,5,9,1,1,8,12.5,7,211,52,24.6,39,115,57,13,1,0,12,9,24,0,0
2303,7,6,2,2,3,2,12,16.7,10,133,42,31.6,33,60,40,10,1,0,9,6,13,0,0
2304,37,18,25,12,0,7,22,31.8,15,261,80,30.7,168,88,5,43,16,3,27,38,75,165,2
2305,34,19,13,16,5,4,30,13.3,26,394,111,28.2,97,162,135,40,2,0,38,27,61,32,0
2306,99,61,45,39,15,42,60,70,18,326,123,37.7,141,128,57,43,7,0,36,38,137,80,0
2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,4,2,1,3,0,3,3,100,0,14,6,42.9,8,6,0,3,2,0,1,0,4,14,1
2309,16,5,11,4,1,7,15,46.7,8,61,15,24.6,38,19,4,5,2,0,3,3,19,7,0
2310,26,13,6,7,13,6,16,37.5,10,554,154,27.8,45,165,344,14,1,0,13,9,35,11,1
2311,4,2,2,1,1,2,2,100,0,98,36,36.7,15,44,39,11,1,0,10,3,7,9,0
2312,12,8,9,3,0,4,6,66.7,2,105,44,41.9,62,40,3,28,19,0,9,34,46,99,2
2313,0,0,0,0,0,0,1,0,1,5,1,20,5,0,0,0,0,0,0,0,0,1,1
2314,32,19,22,9,1,13,27,48.1,14,149,61,40.9,74,63,12,25,5,0,20,26,58,38,0
2315,21,13,8,11,2,4,12,33.3,8,307,68,22.1,49,166,92,18,2,0,16,10,31,11,0
2316,21,12,14,7,0,9,22,40.9,13,317,84,26.5,102,133,82,23,2,0,21,18,39,31,0
2317,8,6,3,4,1,3,12,25,9,88,24,27.3,29,43,16,6,0,0,6,5,13,1,0
2318,75,45,26,43,6,26,81,32.1,55,463,153,33,144,259,60,52,12,0,40,68,143,76,0
2319,28,20,6,15,7,5,16,31.3,11,364,99,27.2,22,187,155,18,2,0,16,13,41,19,0
2320,53,35,25,21,7,25,39,64.1,14,287,95,33.1,108,119,60,45,14,0,31,34,87,61,0
2321,14,9,6,6,2,7,29,24.1,22,196,51,26,63,92,41,12,1,0,11,8,22,2,0
2322,31,18,20,10,1,6,27,22.2,21,321,83,25.9,120,178,23,33,9,0,24,15,46,38,0
2323,7,4,2,2,3,3,11,27.3,8,211,36,17.1,17,105,89,7,1,0,6,10,17,7,0
2324,7,6,0,5,2,1,4,25,3,137,30,21.9,2,57,78,6,0,0,6,2,9,8,1
2325,10,9,4,4,2,4,12,33.3,8,234,56,23.9,27,117,90,7,0,0,7,3,13,5,0
2326,19,12,4,12,3,6,29,20.7,23,234,65,27.8,55,123,56,18,2,0,16,17,36,9,0
2327,11,5,7,4,0,7,13,53.8,6,63,12,19,27,34,2,13,1,0,12,4,15,10,0
2328,16,10,4,7,5,2,15,13.3,13,261,63,24.1,37,109,115,9,1,0,8,11,27,2,0
2329,40,25,31,9,0,19,30,63.3,11,155,49,31.6,104,44,7,19,12,0,7,14,54,123,0
2330,26,11,15,10,1,10,25,40,15,167,58,34.7,88,72,7,46,30,0,16,25,51,220,3
2331,19,12,14,4,1,7,8,87.5,1,74,24,32.4,49,22,3,18,8,0,10,13,32,55,0
2332,27,11,12,9,6,10,23,43.5,13,205,64,31.2,78,68,59,14,0,0,14,11,38,22,0
2333,0,0,0,0,0,0,1,0,1,5,0,0,3,2,0,5,2,0,3,0,0,0,0
2334,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
2335,16,11,4,7,5,8,19,42.1,11,255,93,36.5,39,104,112,38,1,0,37,14,30,8,0
2336,41,28,22,12,7,14,26,53.8,12,188,76,40.4,85,72,31,37,5,0,32,23,64,51,0
2337,31,21,7,9,15,7,27,25.9,20,392,140,35.7,77,163,152,32,0,0,32,12,43,5,0
2338,16,7,11,4,1,6,16,37.5,10,101,36,35.6,62,34,5,39,16,0,23,18,34,84,0
2339,47,32,11,29,7,11,57,19.3,46,444,128,28.8,88,285,71,33,8,1,25,26,73,57,1
2340,0,0,0,0,0,0,0,0,0,9,0,0,2,4,3,0,0,0,0,1,1,0,0
2341,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2342,27,19,8,15,4,6,30,20,24,253,76,30,78,115,60,17,0,0,17,12,39,5,0
2343,6,5,5,1,0,0,5,0,5,103,34,33,30,48,25,4,0,0,4,7,13,4,0
2344,25,14,11,9,5,12,29,41.4,17,253,70,27.7,69,126,58,21,2,0,19,9,34,11,1
2345,10,6,3,7,0,4,10,40,6,52,24,46.2,16,31,5,6,0,0,6,2,12,9,0
2346,64,42,25,30,9,14,59,23.7,45,513,143,27.9,152,280,81,52,8,0,44,49,113,37,0
2347,0,0,0,0,0,0,0,0,0,8,5,62.5,0,3,5,0,0,0,0,0,0,0,0
2348,8,4,4,3,1,5,10,50,5,81,18,22.2,32,41,8,15,1,0,14,6,14,11,0
2349,53,34,35,16,2,16,34,47.1,18,236,73,30.9,131,93,12,50,22,0,28,40,93,80,1
2350,1,1,0,1,0,1,3,33.3,2,10,2,20,1,6,3,1,0,0,1,0,1,0,0
2351,4,2,1,2,1,2,4,50,2,28,6,21.4,8,8,12,2,0,0,2,3,7,2,0
2352,0,0,0,0,0,0,1,0,1,80,11,13.8,8,47,25,2,0,0,2,3,3,3,0
2353,20,12,6,10,4,11,33,33.3,22,223,63,28.3,35,91,97,17,1,0,16,4,24,8,0
2354,36,28,13,16,7,8,34,23.5,26,549,158,28.8,97,264,188,51,6,0,45,20,56,34,0
2355,14,9,6,5,3,2,4,50,2,70,19,27.1,22,37,11,3,0,0,3,4,18,14,1
2356,2,1,0,0,2,1,1,100,0,13,6,46.2,3,4,6,2,1,0,1,1,3,2,0
2357,10,6,5,5,0,1,11,9.1,10,71,21,29.6,25,39,7,3,1,0,2,4,14,12,0
2358,6,3,2,2,2,2,15,13.3,13,126,21,16.7,25,61,40,8,0,0,8,8,14,3,0
2359,61,53,27,30,4,23,76,30.3,53,461,159,34.5,133,231,97,32,9,0,23,40,101,24,0
2360,48,26,33,14,1,20,33,60.6,13,225,98,43.6,148,70,7,49,18,0,31,35,83,149,0
2361,31,19,21,9,1,10,36,27.8,26,332,81,24.4,165,143,24,18,2,0,16,22,53,15,1
2362,20,11,6,7,7,7,20,35,13,230,59,25.7,27,103,100,14,4,0,10,8,28,15,0
2363,0,0,0,0,0,0,0,0,0,1,1,100,0,1,0,0,0,0,0,0,0,0,0
2364,19,9,14,5,0,7,22,31.8,15,110,33,30,65,41,4,24,13,0,11,22,41,63,1
2365,4,1,0,4,0,0,1,0,1,42,4,9.5,1,20,21,1,0,0,1,0,4,5,0
2366,0,0,0,0,0,0,0,0,0,4,2,50,0,0,4,0,0,0,0,0,0,0,0
2367,46,35,29,16,1,20,46,43.5,26,281,106,37.7,131,132,18,29,6,0,23,23,69,39,1
2368,14,8,1,7,6,1,7,14.3,6,227,60,26.4,5,86,136,10,6,0,4,2,16,17,0
2369,12,8,2,6,4,2,29,6.9,27,333,78,23.4,45,176,112,13,3,0,10,3,15,13,0
2370,90,61,28,52,10,23,71,32.4,48,604,214,35.4,162,324,118,53,8,0,45,47,137,53,0
2371,25,12,11,14,0,6,25,24,19,178,55,30.9,100,69,9,33,20,0,13,29,54,111,1
2372,34,20,15,16,3,11,21,52.4,10,180,63,35,84,86,10,20,5,0,15,37,71,65,1
2373,37,20,17,13,7,8,24,33.3,16,247,68,27.5,87,114,46,35,8,0,27,21,58,15,1
2374,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0
2375,37,27,15,15,7,9,28,32.1,19,309,94,30.4,108,134,67,55,13,0,42,22,59,50,0
2376,27,20,11,8,8,9,34,26.5,25,345,76,22,87,168,90,26,1,0,25,16,43,4,0
2377,13,6,7,6,0,5,11,45.5,6,86,30,34.9,34,27,25,6,4,0,2,8,21,17,0
2378,53,38,24,25,4,15,49,30.6,34,420,122,29,148,235,37,39,13,0,26,36,89,60,0
2379,15,12,6,9,0,5,15,33.3,10,212,63,29.7,67,98,47,21,1,0,20,7,22,5,0
2380,50,40,19,30,1,10,31,32.3,21,431,131,30.4,167,207,57,51,14,1,37,79,129,45,2
2381,10,9,4,3,3,0,12,0,12,90,33,36.7,28,37,25,11,4,0,7,14,24,20,0
2382,0,0,0,0,0,0,0,0,0,3,2,66.7,3,0,0,1,0,0,1,0,0,3,1
2383,2,1,0,1,1,0,0,0,0,4,2,50,1,2,1,1,0,0,1,0,2,0,0
2384,3,1,2,1,0,2,3,66.7,1,18,5,27.8,5,12,1,5,1,0,4,6,9,1,0
2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,6,5,3,2,1,2,5,40,3,27,11,40.7,10,14,3,1,0,0,1,0,6,1,0
2387,3,2,1,0,2,1,5,20,4,183,48,26.2,15,82,86,5,1,0,4,2,5,6,0
2388,0,0,0,0,0,0,1,0,1,19,5,26.3,2,6,11,2,0,0,2,2,2,0,0
2389,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
2390,85,53,55,19,11,39,70,55.7,31,552,164,29.7,272,184,96,54,12,0,42,44,129,89,0
2391,24,15,10,9,5,9,24,37.5,15,159,54,34,50,80,29,24,4,0,20,13,37,8,0
2392,13,10,6,5,2,3,9,33.3,6,121,30,24.8,42,49,30,5,1,0,4,10,23,2,1
2393,56,38,24,26,6,23,67,34.3,44,536,132,24.6,176,279,81,35,8,0,27,19,75,24,0
2394,0,0,0,0,0,0,2,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0
