Unnamed: 0,Unnamed: 9,Pass Types,Pass Types.1,Pass Types.2,Pass Types.3,Pass Types.4,Pass Types.5,Pass Types.6,Pass Types.7,Corner Kicks,Corner Kicks.1,Corner Kicks.2,Height,Height.1,Height.2,Body Parts,Body Parts.1,Body Parts.2,Body Parts.3,Body Parts.4,Outcomes,Outcomes.1,Outcomes.2,Outcomes.3,Outcomes.4
Rk,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks
612,86,54,32,5,0,5,5,0,0,0,0,0,59,6,21,20,48,0,0,16,67,0,2,0,0
613,913,902,11,11,3,150,28,7,0,0,0,0,750,71,92,101,778,22,0,3,786,2,16,14,18
614,13,13,0,0,0,1,0,0,0,0,0,0,10,3,0,1,11,0,0,0,11,0,0,0,1
615,2212,1988,224,22,2,300,55,56,17,15,0,0,1492,408,312,391,1532,70,185,6,1813,7,40,51,56
616,611,502,109,7,1,73,27,34,3,0,1,0,342,97,172,60,412,28,99,0,463,2,13,19,18
617,746,700,46,6,3,150,23,35,25,15,5,1,505,111,130,92,589,26,11,9,528,2,13,26,32
618,1104,1041,63,20,0,84,28,2,0,0,0,0,884,98,122,99,919,33,43,0,974,0,10,21,11
619,2484,2286,198,43,3,217,42,28,2,1,0,0,1878,314,292,304,1955,44,152,13,2194,5,31,51,33
620,604,574,30,28,1,62,6,0,0,0,0,0,399,63,142,68,459,44,2,4,508,0,13,9,6
621,35,32,3,0,1,6,1,1,2,2,0,0,27,2,6,5,30,0,0,0,28,0,0,1,1
622,695,682,13,12,1,72,22,0,0,0,0,0,566,55,74,551,112,14,1,4,630,1,8,1,3
623,39,39,0,0,0,6,0,0,0,0,0,0,20,8,11,11,25,1,0,1,25,2,0,0,5
624,259,258,1,1,0,43,4,0,0,0,0,0,236,15,8,21,231,2,0,3,247,0,1,3,2
625,506,468,38,22,2,57,27,8,14,9,3,2,327,37,142,437,49,12,2,0,406,1,8,10,6
626,993,905,88,41,4,149,49,45,24,5,10,4,582,159,252,216,695,32,21,10,720,5,20,20,41
627,726,402,324,104,0,25,14,0,0,0,0,0,175,24,527,32,548,1,0,88,364,8,18,7,4
628,520,418,102,8,0,74,5,28,0,0,0,0,325,117,78,108,296,9,94,1,421,4,7,12,18
629,100,80,20,2,0,8,1,0,0,0,0,0,59,20,21,14,65,2,18,0,78,1,2,3,5
630,582,559,23,0,1,132,4,7,1,0,0,0,427,103,52,127,391,31,8,5,453,1,3,23,27
631,1504,1301,203,35,0,159,15,28,0,0,0,0,1171,231,102,1055,243,23,168,2,1338,1,15,30,33
632,783,637,146,12,1,57,8,24,1,1,0,0,452,170,161,544,64,27,133,0,610,1,8,14,30
633,684,672,12,7,2,111,15,5,0,0,0,0,518,72,94,88,540,46,4,2,573,1,11,17,24
634,79,78,1,0,0,39,1,6,0,0,0,0,55,14,10,56,6,1,0,3,58,0,1,2,5
635,19,19,0,0,0,1,1,0,0,0,0,0,15,3,1,18,0,1,0,0,16,0,0,1,0
636,881,834,47,33,0,94,14,5,1,0,0,0,634,94,153,264,505,66,13,2,754,3,15,9,13
637,718,689,29,25,0,76,30,0,0,0,0,0,489,68,161,38,606,44,3,2,592,1,19,11,5
638,1406,1268,138,42,21,160,64,65,87,24,32,9,1032,138,236,157,1202,29,6,4,1068,10,28,48,70
639,368,351,17,16,0,43,2,1,0,0,0,0,258,41,69,40,277,32,1,1,317,1,8,0,2
640,2093,1821,272,150,9,312,130,114,111,31,57,7,1316,269,508,42,2010,18,11,6,1532,15,39,76,70
641,958,836,122,15,1,100,18,24,2,0,1,0,660,149,149,195,599,45,105,1,807,1,16,19,25
642,12,12,0,0,0,3,0,1,0,0,0,0,8,3,1,3,8,1,0,0,9,0,0,0,1
643,1256,1041,215,27,0,129,17,35,0,0,0,0,682,223,351,100,862,70,188,2,953,1,25,29,31
644,355,297,58,0,0,30,4,9,0,0,0,0,224,55,76,235,50,9,58,0,282,2,6,12,11
645,1008,966,42,30,0,124,72,21,1,1,0,0,664,151,193,125,785,53,11,6,802,4,16,22,23
646,1263,938,325,34,0,137,49,61,0,0,0,0,544,329,390,31,808,95,291,5,940,4,27,21,52
647,426,409,17,3,0,97,2,7,0,0,0,0,352,46,28,367,37,11,1,4,373,0,4,6,9
648,165,155,10,4,0,29,15,3,5,0,4,0,108,20,37,15,139,7,1,0,127,0,3,1,6
649,234,233,1,0,0,56,8,4,0,0,0,0,172,34,28,24,193,13,0,0,197,0,4,6,3
650,371,347,24,7,1,67,15,26,10,4,5,0,247,66,58,273,69,16,7,0,265,0,5,18,20
651,7,6,1,1,0,0,0,0,0,0,0,0,5,2,0,0,6,1,0,0,4,0,0,1,0
652,829,685,144,10,0,104,20,69,0,0,0,0,476,174,179,399,268,21,134,1,621,2,15,22,31
653,832,813,19,16,0,108,22,9,0,0,0,0,598,90,144,633,141,32,2,8,697,4,16,17,15
654,7,3,4,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,5,0,0,0,0
655,520,391,129,8,0,51,5,27,0,0,0,0,260,132,128,60,321,13,121,1,397,2,7,21,14
656,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0
657,143,119,24,8,0,16,6,0,0,0,0,0,83,29,31,92,18,11,16,1,110,0,3,2,4
658,895,821,74,6,4,241,29,92,9,3,3,0,343,245,307,24,598,93,7,72,557,1,20,27,51
659,234,224,10,2,0,21,3,3,0,0,0,0,185,19,30,144,78,4,8,0,206,0,3,2,4
660,146,137,9,1,2,38,1,2,1,0,0,1,101,28,17,24,100,7,0,7,104,0,1,5,5
661,33,32,1,0,0,6,0,1,0,0,0,0,18,9,6,0,24,4,0,2,20,1,0,3,1
662,1023,964,59,7,5,134,28,58,30,7,5,4,828,106,89,486,498,8,19,7,844,1,19,25,42
663,636,612,24,18,0,34,12,0,0,0,0,0,542,35,59,80,508,29,6,0,592,0,6,3,3
664,1210,1084,126,50,2,189,67,30,59,23,19,7,775,164,271,961,179,36,16,6,953,10,18,29,27
665,265,250,15,0,3,91,3,11,0,0,0,0,156,67,42,14,194,19,1,6,154,2,6,9,17
666,1251,1225,26,25,4,152,27,8,0,0,0,0,1032,101,118,125,1097,20,1,4,1118,6,15,18,20
667,1661,1623,38,34,0,92,37,1,0,0,0,0,1476,77,108,117,1474,41,4,7,1592,1,3,7,5
668,1162,1140,22,21,0,169,31,8,1,0,1,0,863,145,154,188,855,61,0,6,1021,0,9,19,15
669,113,101,12,0,0,32,4,5,0,0,0,0,71,25,17,23,81,2,0,2,81,1,3,4,2
670,139,127,12,1,0,27,1,9,0,0,0,0,96,28,15,22,102,3,2,5,98,0,6,3,10
671,79,70,9,5,0,7,4,0,0,0,0,0,60,8,11,60,12,2,4,0,64,0,2,1,6
672,412,336,76,5,1,51,9,19,2,1,1,0,203,91,118,17,305,14,69,0,303,3,3,14,23
673,15,15,0,0,0,4,0,1,0,0,0,0,12,2,1,2,13,0,0,0,9,0,0,1,2
674,103,89,14,0,0,8,0,1,0,0,0,0,77,19,7,2,83,2,14,1,86,1,1,2,4
675,1300,1104,196,58,10,264,67,99,101,39,26,7,906,133,261,156,1092,16,9,19,917,8,30,47,59
676,6,6,0,0,0,5,0,0,0,0,0,0,4,2,0,0,6,0,0,0,3,0,0,0,2
677,827,803,24,24,1,122,34,0,0,0,0,0,618,51,158,109,651,32,0,0,720,3,11,10,5
678,39,37,2,2,0,4,1,0,0,0,0,0,34,1,4,6,32,1,0,0,35,0,0,0,1
679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,1302,1153,149,6,1,116,4,39,0,0,0,0,1044,181,77,141,993,22,143,0,1164,2,5,22,38
681,273,246,27,0,1,73,6,4,0,0,0,0,173,56,44,22,193,21,2,11,192,0,3,8,9
682,247,220,27,2,2,46,8,14,17,7,4,0,189,27,31,21,217,3,5,1,169,0,3,10,21
683,310,300,10,0,4,93,15,13,0,0,0,0,93,83,134,181,19,48,0,5,155,2,14,9,19
684,43,35,8,0,0,3,1,3,4,0,0,0,28,6,9,7,35,1,0,0,32,0,1,0,1
685,157,146,11,0,0,67,0,5,0,0,0,0,68,57,32,16,94,16,0,4,97,0,2,5,9
686,102,90,12,0,0,38,3,3,0,0,0,0,65,24,13,11,73,5,0,3,79,0,1,2,4
687,2560,2161,399,74,0,249,44,58,0,0,0,0,1781,502,277,278,1894,36,324,5,2233,4,14,51,63
688,1218,1078,140,31,20,163,66,103,79,41,22,0,801,144,273,1099,75,11,28,5,889,7,25,35,56
689,9,8,1,0,0,2,0,1,0,0,0,0,5,3,1,3,5,0,1,0,5,1,0,1,0
690,76,74,2,1,0,31,1,2,1,0,1,0,45,18,13,12,49,5,0,1,53,0,4,2,4
691,622,574,48,1,1,151,15,13,0,0,0,0,496,87,39,66,517,15,0,8,501,1,4,16,26
692,10,10,0,0,0,2,1,2,0,0,0,0,6,1,3,10,0,0,0,0,5,0,1,0,2
693,949,923,26,4,2,163,29,102,3,1,1,0,698,114,137,655,264,4,17,6,722,5,16,19,55
694,230,221,9,0,1,88,6,5,0,0,0,0,114,59,57,23,135,22,1,9,162,1,8,5,5
695,981,947,34,32,0,95,37,2,0,0,0,0,746,77,158,85,826,47,2,1,844,5,26,9,15
696,1191,1117,74,26,1,79,24,10,0,0,0,0,1013,98,80,959,150,18,48,3,1109,2,9,15,7
697,64,62,2,1,1,14,1,0,0,0,0,0,58,3,3,54,9,0,1,0,54,1,1,3,1
698,10,10,0,0,0,0,0,0,0,0,0,0,9,1,0,5,5,0,0,0,9,0,0,0,0
699,574,555,19,0,3,176,16,17,0,0,0,0,328,144,102,92,363,31,2,24,401,0,12,25,35
700,36,33,3,0,0,19,0,1,0,0,0,0,19,10,7,5,18,4,0,1,21,0,0,1,3
701,587,576,11,9,1,109,7,7,0,0,0,0,466,50,71,58,504,19,2,0,500,2,10,14,6
702,282,274,8,8,0,27,10,3,0,0,0,0,208,45,29,36,239,5,0,0,245,1,4,4,3
703,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,7,0,0,0,0
704,351,340,11,2,2,70,3,15,4,2,0,1,253,51,47,281,43,8,2,5,256,2,3,9,20
705,85,79,6,0,0,18,3,13,4,0,0,0,53,19,13,68,10,3,2,0,60,0,0,4,6
706,1057,908,149,41,5,116,59,75,91,41,36,5,627,163,267,905,96,25,16,9,705,5,17,50,46
707,139,121,18,5,4,19,10,7,10,8,1,1,82,25,32,110,16,7,3,0,90,1,4,1,9
708,2671,2619,52,49,1,196,59,2,0,0,0,0,2283,147,241,420,2126,80,3,5,2499,6,21,21,12
709,172,161,11,0,0,32,3,8,0,0,0,0,125,23,24,20,124,11,11,1,126,2,4,4,10
710,473,463,10,7,1,66,5,0,0,0,0,0,369,45,59,40,406,21,3,2,422,1,3,4,3
711,485,459,26,5,2,78,10,8,14,4,2,2,402,43,40,191,277,7,3,3,421,1,3,9,10
712,385,294,91,11,0,53,12,22,4,0,3,0,160,75,150,32,246,23,76,1,265,1,13,9,13
713,429,392,37,11,2,65,10,19,13,4,4,4,300,61,68,354,43,11,11,3,318,2,8,10,19
714,1654,1610,44,41,0,155,59,4,0,0,0,0,1201,129,324,244,1273,85,3,3,1400,2,20,20,20
715,206,201,5,3,0,15,10,0,0,0,0,0,154,13,39,19,176,11,0,0,181,0,0,2,1
716,1690,1334,356,63,0,223,56,132,44,21,20,1,827,386,477,1189,79,107,249,3,1225,9,40,48,66
717,329,326,3,3,0,32,17,0,0,0,0,0,255,17,57,65,243,10,0,0,296,1,2,2,0
718,807,644,163,13,0,60,7,33,0,0,0,0,497,152,158,529,103,19,150,0,620,0,11,30,29
719,179,172,7,1,0,27,5,9,2,0,0,0,127,27,25,140,26,6,4,2,134,1,4,5,7
720,1885,1491,394,117,1,191,96,103,117,47,57,6,1013,315,557,1575,106,32,160,3,1340,11,36,65,72
721,15,15,0,0,0,2,0,0,0,0,0,0,10,3,2,13,1,1,0,0,11,0,2,0,1
722,27,27,0,0,0,10,0,1,0,0,0,0,20,1,6,4,21,0,0,0,20,0,1,0,0
723,718,693,25,15,1,57,14,3,0,0,0,0,577,71,70,77,574,29,10,8,639,0,8,10,7
724,401,363,38,0,1,118,10,30,0,0,0,0,250,80,71,61,268,22,1,13,254,0,13,20,30
725,563,548,15,12,1,59,3,1,0,0,0,0,439,41,83,97,407,42,3,0,475,1,7,9,3
726,898,876,22,20,2,197,32,7,0,0,0,0,494,120,284,87,614,131,0,5,633,4,36,22,21
727,985,952,33,15,0,189,20,24,10,3,3,1,738,118,129,73,845,39,8,6,776,3,18,29,30
728,4,4,0,0,0,1,0,0,0,0,0,0,3,0,1,1,2,0,0,0,2,0,0,1,0
729,52,39,13,1,0,2,2,0,0,0,0,0,33,1,18,4,34,0,0,13,40,0,4,0,0
730,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
731,1531,1469,62,28,1,101,47,3,0,0,0,0,1209,110,212,151,1275,43,34,4,1327,6,19,17,9
732,693,615,78,8,1,44,14,6,0,0,0,0,510,107,76,60,539,17,70,1,608,1,7,18,11
733,943,868,75,51,0,128,29,7,0,0,0,0,537,137,269,203,583,92,24,6,723,3,18,15,10
734,400,382,18,3,1,58,4,10,0,0,0,0,295,54,51,103,253,16,14,7,295,1,6,13,30
735,750,672,78,24,0,71,17,3,0,0,0,0,526,72,152,46,616,23,54,1,613,1,14,17,14
736,1317,1275,42,40,2,106,49,5,0,0,0,0,952,107,258,216,1010,60,2,1,1140,2,20,12,14
737,1769,1682,87,38,1,189,23,9,0,0,0,0,1350,206,213,378,1213,78,49,6,1558,1,20,30,33
738,1074,714,360,125,0,59,56,0,0,0,0,0,252,32,790,726,151,2,0,100,580,3,49,4,3
739,861,721,140,75,1,185,47,64,54,31,16,1,493,103,265,670,110,41,9,3,546,4,23,25,44
740,176,168,8,0,0,47,2,6,0,0,0,0,128,29,19,36,116,8,4,4,132,0,7,8,10
741,826,682,144,10,0,91,11,24,0,0,0,0,476,200,150,43,572,46,134,4,666,2,9,19,23
742,971,962,9,3,5,191,17,69,0,0,0,0,871,59,41,148,805,5,6,3,790,1,12,39,54
743,329,286,43,0,0,92,3,4,0,0,0,0,234,57,38,28,253,13,0,20,260,2,7,8,7
744,185,172,13,3,0,31,8,4,8,3,3,1,136,33,16,146,29,7,1,1,156,0,6,2,5
745,897,559,338,93,0,58,28,0,0,0,0,0,335,33,529,52,663,0,1,105,623,5,18,3,3
746,148,145,3,3,0,23,2,0,0,0,0,0,115,9,24,112,29,5,0,0,123,0,7,2,3
747,714,687,27,23,3,76,11,11,0,0,0,0,517,100,97,123,519,48,3,2,615,4,9,11,7
748,20,20,0,0,0,2,1,0,0,0,0,0,18,1,1,2,17,1,0,0,19,0,0,0,0
749,27,26,1,0,0,8,0,0,0,0,0,0,15,8,4,5,14,3,0,1,15,0,0,0,2
750,20,20,0,0,0,4,0,3,0,0,0,0,11,6,3,3,14,1,0,1,13,0,0,0,1
751,1245,962,283,64,0,96,16,0,0,0,0,0,740,41,464,157,901,1,0,142,977,4,23,2,1
752,1492,1463,29,28,0,133,29,3,0,0,0,0,1170,122,200,1312,102,38,1,5,1283,4,24,23,16
753,312,304,8,1,0,106,3,4,0,0,0,0,152,58,102,20,182,44,1,3,203,2,4,7,12
754,625,613,12,11,0,109,12,3,0,0,0,0,517,41,67,73,508,28,1,4,541,0,21,13,10
755,1332,1317,15,12,3,203,17,10,1,0,0,0,1047,179,106,162,1074,60,2,5,1146,2,6,30,32
756,1463,1444,19,18,4,257,54,3,0,0,0,0,1155,166,142,66,1314,57,0,6,1273,4,16,25,28
757,193,156,37,3,0,13,3,4,0,0,0,0,131,40,22,21,132,5,34,0,149,0,5,10,4
758,13,12,1,0,0,2,0,2,0,0,0,0,11,2,0,1,11,0,0,1,10,0,0,1,0
759,45,44,1,1,0,15,1,0,0,0,0,0,32,8,5,7,35,2,0,0,39,0,1,1,0
760,413,405,8,8,0,53,7,0,0,0,0,0,351,38,24,82,313,14,0,3,378,0,6,3,3
761,417,396,21,6,0,56,13,21,13,8,4,0,320,46,51,64,338,9,2,2,338,1,6,12,10
762,1265,1018,247,11,0,105,17,35,0,0,0,0,799,277,189,870,108,30,236,6,1033,2,28,28,36
763,1058,972,86,30,1,105,41,5,0,0,0,0,811,115,132,161,787,33,54,2,942,0,16,15,11
764,1062,683,379,119,0,47,23,0,0,0,0,0,444,52,566,63,793,0,0,165,696,6,23,0,1
765,71,70,1,0,0,8,3,3,0,0,0,0,52,12,7,4,63,1,0,1,53,0,1,4,5
766,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
767,53,50,3,3,0,7,0,0,0,0,0,0,33,15,5,37,8,6,0,0,43,0,1,2,0
768,634,603,31,6,3,120,18,22,21,11,4,0,539,43,52,89,534,1,4,1,548,2,4,19,10
769,536,508,28,5,2,122,6,37,0,0,0,0,361,100,75,28,456,22,19,2,411,1,12,12,28
770,361,215,146,38,0,15,8,0,0,0,0,0,150,13,198,19,275,0,0,43,225,1,10,4,2
771,948,899,49,43,0,119,34,2,0,0,0,0,596,104,248,54,770,86,6,4,761,4,19,18,14
772,13,12,1,1,0,0,0,0,0,0,0,0,13,0,0,1,12,0,0,0,13,0,0,0,0
773,1154,1109,45,37,1,120,41,2,0,0,0,0,835,88,231,246,820,53,2,5,1009,1,11,15,8
774,1319,1003,316,52,3,171,51,58,19,7,11,0,568,267,484,850,111,72,245,3,934,4,46,27,38
775,2291,1817,474,67,1,197,55,129,90,2,55,4,1362,433,496,189,1688,70,317,1,1818,10,30,48,70
776,427,263,164,42,0,39,18,0,0,0,0,0,220,15,192,27,323,1,1,64,310,0,17,4,0
777,1250,1082,168,62,3,243,81,51,77,27,36,3,732,203,315,139,1014,45,3,14,897,14,25,31,42
778,43,28,15,0,0,1,0,0,0,0,0,0,17,17,9,4,20,4,15,0,34,0,1,2,2
779,306,289,17,4,0,49,13,14,2,1,0,1,215,40,51,45,244,10,2,2,238,2,7,14,7
780,534,477,57,13,0,62,5,9,0,0,0,0,329,62,143,436,23,20,43,0,410,6,12,15,10
781,85,80,5,4,0,10,6,1,0,0,0,0,51,16,18,75,3,5,0,0,65,1,1,2,2
782,605,585,20,15,1,83,15,9,0,0,0,0,429,79,97,533,30,23,5,6,491,2,12,20,9
783,2151,2073,78,67,1,163,71,1,0,0,0,0,1630,196,325,134,1843,104,11,26,1935,3,29,21,11
784,146,144,2,2,0,21,4,0,0,0,0,0,86,18,42,45,72,16,0,1,104,0,4,1,1
785,736,579,157,4,2,108,20,38,0,0,0,0,369,157,210,140,396,26,153,4,517,1,20,19,35
786,5,5,0,0,0,3,0,1,0,0,0,0,4,1,0,3,2,0,0,0,5,0,0,0,0
787,1337,1275,62,40,1,117,52,8,0,0,0,0,939,136,262,214,1007,63,21,2,1131,3,23,20,11
788,705,610,95,19,0,103,35,24,55,8,30,3,515,81,109,607,72,13,3,9,578,2,6,17,17
789,511,470,41,0,4,188,15,17,0,0,0,0,290,133,88,94,308,21,3,19,342,4,9,18,36
790,804,784,20,10,3,157,25,25,1,0,0,1,642,100,62,109,642,29,8,5,635,4,16,36,32
791,27,27,0,0,0,6,0,0,0,0,0,0,24,3,0,1,26,0,0,0,22,0,0,0,3
792,153,140,13,2,0,12,3,3,0,0,0,0,120,11,22,133,7,1,11,0,127,1,2,2,3
793,1918,1853,65,59,0,173,53,1,0,0,0,0,1455,139,324,244,1531,86,6,5,1655,3,26,23,15
794,22,17,5,4,0,3,1,2,1,0,1,0,17,1,4,18,4,0,0,0,16,0,0,1,2
795,1090,872,218,60,1,80,30,0,0,0,0,0,765,44,281,770,156,2,0,148,906,2,18,9,2
796,35,35,0,0,0,5,1,1,0,0,0,0,28,4,3,1,32,2,0,0,30,0,0,0,2
797,1094,1070,24,21,1,112,29,2,0,0,0,0,735,97,262,140,827,75,3,8,925,3,27,8,8
798,17,17,0,0,0,5,0,1,0,0,0,0,9,3,5,6,9,2,0,0,11,0,2,0,1
799,1367,1327,40,26,5,245,34,15,2,0,1,0,940,169,258,210,1046,66,11,3,1075,3,22,48,43
800,4,3,1,0,0,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0
801,584,450,134,10,0,70,6,29,0,0,0,0,319,139,126,19,395,33,122,3,433,0,9,12,25
802,1067,1000,67,65,2,173,22,3,0,0,0,0,751,149,167,114,854,63,1,6,896,1,17,18,22
803,26,23,3,0,0,8,0,0,0,0,0,0,20,2,4,1,22,1,0,0,21,0,0,1,0
804,53,52,1,0,0,11,1,1,0,0,0,0,49,1,3,7,45,0,0,0,43,0,1,6,1
805,525,421,104,37,0,74,31,68,56,25,24,3,246,81,198,375,94,24,11,2,322,3,11,11,25
806,359,351,8,3,0,54,3,4,2,1,0,0,305,30,24,61,283,12,2,1,325,1,0,7,4
807,594,472,122,17,0,72,15,32,0,0,0,0,279,162,153,7,427,38,105,3,464,1,9,14,9
808,1003,981,22,20,1,119,24,3,0,0,0,0,836,83,84,65,889,39,2,5,937,3,8,4,9
809,1210,1160,50,32,0,113,28,7,0,0,0,0,928,76,206,116,979,65,18,2,1057,2,22,9,6
810,1873,1819,54,47,1,174,39,2,0,0,0,0,1607,124,142,513,1231,79,7,1,1738,1,14,10,19
811,159,146,13,13,0,15,7,0,0,0,0,0,83,31,45,15,114,21,0,2,125,3,8,0,1
812,110,105,5,0,0,27,2,6,0,0,0,0,80,20,10,11,84,4,1,2,72,0,2,7,8
813,459,434,25,3,0,129,4,10,0,0,0,0,329,87,43,48,330,33,0,24,335,5,10,15,25
814,1928,1567,361,48,1,221,23,74,1,0,0,0,1196,415,317,158,1359,59,312,11,1565,4,30,46,66
815,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
816,88,80,8,0,0,29,0,3,0,0,0,0,47,22,19,7,58,11,1,0,62,0,1,5,1
817,121,118,3,2,0,7,2,0,0,0,0,0,86,13,22,82,28,7,1,0,95,0,2,2,3
818,408,377,31,0,1,121,8,17,0,0,0,0,206,122,80,235,33,58,3,10,281,1,11,10,20
819,108,108,0,0,0,24,1,10,0,0,0,0,70,12,26,31,64,6,0,0,76,0,3,4,5
820,1806,1773,33,28,4,362,33,5,0,0,0,0,1398,175,233,326,1350,68,5,7,1517,5,27,44,39
821,463,442,21,0,1,167,12,7,1,1,0,0,245,93,125,24,309,44,1,19,357,4,4,10,13
822,1028,918,110,32,0,152,43,26,76,26,30,7,729,96,203,206,790,20,1,3,844,2,10,19,17
823,1040,985,55,49,1,99,65,1,0,0,0,0,754,110,176,132,788,82,5,8,890,2,22,13,5
824,33,33,0,0,0,8,0,0,0,0,0,0,16,2,15,8,12,5,0,1,20,0,0,0,2
825,483,475,8,8,0,61,11,0,0,0,0,0,366,54,63,27,411,36,0,0,427,1,5,4,9
826,151,94,57,24,0,5,4,0,0,0,0,0,36,2,113,11,117,0,0,13,74,1,5,1,1
827,267,260,7,0,1,64,4,4,1,0,0,0,193,40,34,13,225,14,2,0,198,1,4,8,15
828,407,338,69,15,2,47,9,13,4,0,2,0,258,66,83,291,42,18,50,0,342,2,8,6,9
829,1039,778,261,21,0,134,38,61,1,1,0,0,402,224,413,602,119,53,239,1,666,9,27,36,53
830,97,95,2,1,0,18,5,2,0,0,0,0,69,13,15,85,8,2,1,0,77,1,3,1,3
831,908,841,67,27,2,147,42,51,34,2,18,4,604,98,206,77,784,24,6,3,677,7,25,21,30
832,667,567,100,9,0,85,27,61,0,0,0,0,405,148,114,460,82,27,91,3,523,1,7,15,38
833,38,29,9,0,0,12,0,2,0,0,0,0,14,9,15,21,3,3,9,1,24,0,4,2,2
834,289,274,15,14,0,33,13,0,0,0,0,0,147,35,107,91,151,34,1,0,195,0,13,4,5
835,1764,1723,41,37,0,201,32,2,0,0,0,0,1285,155,324,629,984,97,4,3,1544,2,28,30,7
836,1179,1117,62,21,1,213,46,36,35,17,16,2,738,176,265,203,851,87,5,4,879,6,30,37,32
837,356,332,24,9,0,58,21,18,12,6,4,0,231,41,84,61,279,6,3,1,264,1,9,13,16
838,1158,1037,121,37,2,191,31,26,63,18,24,8,895,101,162,162,961,17,5,1,918,8,12,34,32
839,24,16,8,1,0,0,0,0,0,0,0,0,18,2,4,2,16,0,0,6,21,0,1,0,0
840,1002,634,368,97,0,51,28,0,0,0,0,0,294,57,651,36,741,2,0,141,606,5,39,6,2
841,2049,2001,48,42,3,188,37,2,0,0,0,0,1662,146,241,142,1796,58,6,8,1867,1,14,17,8
842,864,676,188,14,1,79,13,22,1,0,0,1,465,175,224,221,399,43,173,3,668,2,19,20,31
843,812,716,96,33,4,102,42,15,56,22,20,6,527,102,183,110,655,27,5,6,643,2,10,14,16
844,34,33,1,1,1,6,0,1,0,0,0,0,33,0,1,9,24,1,0,0,33,1,0,0,0
845,29,27,2,2,0,3,1,1,0,0,0,0,25,1,3,5,24,0,0,0,25,0,1,0,0
846,1622,1591,31,26,1,135,65,1,0,0,0,0,1249,129,244,187,1326,75,5,3,1418,4,25,23,10
847,18,17,1,0,0,1,1,0,1,0,1,0,16,0,2,1,17,0,0,0,17,0,0,0,1
848,825,562,263,79,0,47,22,0,0,0,0,0,394,30,401,74,591,0,0,116,541,3,11,5,1
849,1482,1316,166,57,3,190,56,46,88,47,18,9,1061,182,239,1231,196,24,13,2,1188,5,21,41,39
850,715,650,65,56,3,86,46,13,0,0,0,0,374,86,255,153,491,48,7,2,505,2,23,13,10
851,208,189,19,6,1,38,9,14,9,4,2,2,136,20,52,176,27,2,2,0,156,0,4,2,6
852,70,69,1,1,0,10,1,0,0,0,0,0,52,10,8,18,47,2,0,0,55,0,2,3,0
853,13,12,1,0,0,1,0,1,0,0,0,0,12,1,0,4,8,0,1,0,11,0,0,0,1
854,225,185,40,3,1,26,3,7,1,1,0,0,125,51,49,56,122,7,36,1,187,0,5,4,5
855,1492,1217,275,34,2,172,22,50,1,1,0,0,712,337,443,138,1040,42,240,3,1076,10,41,65,50
856,555,490,65,7,0,55,12,47,0,0,0,0,336,123,96,412,62,12,58,3,426,2,10,6,24
857,660,647,13,4,2,117,16,25,4,0,1,0,523,75,62,48,586,12,5,4,537,3,3,25,22
858,27,17,10,1,0,1,1,0,0,0,0,0,14,0,13,2,18,0,0,3,17,0,2,1,0
859,9,9,0,0,0,0,0,0,0,0,0,0,8,0,1,8,1,0,0,0,7,0,0,0,0
860,205,196,9,1,1,35,0,5,5,3,0,0,177,15,13,15,183,2,1,3,174,0,0,5,7
861,610,485,125,9,1,48,34,44,6,1,2,0,301,131,178,39,425,27,110,1,465,0,16,17,27
862,82,77,5,0,0,30,2,0,0,0,0,0,51,20,11,49,19,5,0,3,60,0,2,1,3
863,307,298,9,7,1,32,9,2,0,0,0,0,239,26,42,55,231,8,2,0,269,0,4,10,4
864,1324,1167,157,40,6,238,53,56,81,22,34,2,1015,113,196,1109,169,13,12,2,1070,7,26,22,32
865,1027,992,35,29,1,120,29,2,0,0,0,0,780,71,176,155,759,63,6,4,889,3,20,4,5
866,546,521,25,19,0,35,13,1,0,0,0,0,456,41,49,64,452,18,6,1,500,0,4,8,4
867,1443,1368,75,54,0,190,41,7,0,0,0,0,1049,142,252,1021,272,83,21,4,1215,2,17,15,25
868,679,662,17,4,8,158,12,13,1,1,0,0,538,75,66,43,603,10,5,3,566,4,3,14,20
869,1242,1159,83,14,11,221,45,83,41,16,10,7,737,232,273,69,1025,59,24,5,824,4,42,43,58
870,2283,2077,206,57,20,346,125,91,60,19,24,8,1501,278,504,164,1995,60,36,19,1702,17,44,71,99
