Unnamed: 0,Expected,Expected.1,Expected.2,Expected.3
Rk,xG,npxG,xA,npxG+xA
962,6.4,4.1,1.3,5.4
963,3.4,2.7,5.1,7.8
964,0,0,0,0
965,0.5,0.5,0.2,0.7
966,0.8,0.8,1.7,2.5
967,0,0,0,0
968,2,2,0.5,2.6
969,0,0,0.1,0.1
970,0,0,0,0
971,0.9,0.9,0.2,1.1
972,0,0,0,0
973,2,2,0.6,2.6
974,1.4,1.4,1.2,2.6
975,0,0,0,0
976,0.3,0.3,1.7,1.9
977,0.3,0.3,1,1.3
978,3.9,3.9,3.4,7.4
979,1.8,1.8,0.1,1.8
980,4.2,4.2,2.4,6.6
981,1,1,0.1,1.1
982,0.2,0.2,0,0.2
983,8.1,5.1,2.3,7.3
984,0.6,0.6,1.9,2.4
985,0.1,0.1,0.4,0.5
986,0,0,0.3,0.3
987,1,1,0.6,1.6
988,0.1,0.1,0.3,0.4
989,0,0,0,0
990,0,0,0,0
991,0,0,0.1,0.2
992,1.4,1.4,0,1.4
993,0.4,0.4,0.3,0.7
994,2.1,2.1,2,4.1
995,1.2,1.2,0.1,1.3
996,4.8,4.8,0.7,5.5
997,2.9,2.9,0.6,3.5
998,3.3,3.3,1.1,4.4
999,8,8,4.6,12.5
1000,0.9,0.9,0.6,1.5
1001,0.7,0.7,0.5,1.2
1002,0.1,0.1,0.4,0.6
1003,0.8,0.8,0.3,1.2
1004,0.4,0.4,1,1.4
1005,1.2,0.5,0.2,0.7
1006,0,0,0,0
1007,2.8,2.8,4.8,7.6
1008,0,0,0,0
1009,0.5,0.5,1,1.4
1010,3.1,3.1,1.1,4.2
1011,0.2,0.2,0.7,0.9
1012,0,0,0,0
1013,6.8,6.8,0.9,7.8
1014,4.2,3.5,2.5,6
1015,2.2,2.2,1.4,3.7
1016,1.2,1.2,1.1,2.3
1017,0,0,0,0
1018,0.6,0.6,1.2,1.8
1019,0,0,0,0
1020,0,0,0,0
1021,0.1,0.1,0.6,0.7
1022,4.3,2.8,1.3,4.1
1023,0.9,0.9,0.4,1.4
1024,0.3,0.3,0,0.3
1025,0.5,0.5,0.1,0.6
1026,8.1,5.2,2,7.1
1027,0,0,0,0
1028,0,0,0,0
1029,0,0,0,0
1030,4.1,4.1,2.6,6.7
1031,0.6,0.6,2.4,3
1032,6.8,6.8,3.9,10.6
1033,14,11,5.3,16.4
1034,0.4,0.4,0.2,0.6
1035,0,0,0.7,0.7
1036,2.1,2.1,0,2.1
1037,0.6,0.6,0.4,1
1038,1,1,0.3,1.3
1039,0.1,0.1,0,0.1
1040,1.2,1.2,0.8,2
1041,5.7,3.4,0.5,4
1042,4.3,4.3,8.6,12.9
1043,0,0,0,0
1044,7.4,7.4,1.8,9.2
1045,1,1,1.3,2.4
1046,2.6,1.8,3,4.8
1047,0.4,0.4,0,0.5
1048,13.9,12.4,5.6,18
1049,7.9,4.9,6.2,11.1
1050,0,0,0,0
1051,2,2,1.7,3.7
1052,0.4,0.4,0.6,1
1053,5.6,2.5,5.5,8
1054,0.1,0.1,0.1,0.2
1055,0,0,0,0
1056,0.3,0.3,0.6,0.9
1057,0,0,0,0
1058,0.4,0.4,0.5,0.9
1059,5,3.5,1.6,5.1
1060,0.2,0.2,0,0.2
1061,3.4,3.4,3.6,7.1
1062,1,1,1.4,2.4
1063,3.8,3.8,7,10.9
1064,0.1,0.1,0,0.1
1065,0.2,0.2,0,0.2
1066,0.5,0.5,0.8,1.3
1067,4.9,4.9,2.2,7
1068,1.4,1.4,1.3,2.7
1069,1.1,1.1,0,1.1
1070,0.3,0.3,0.1,0.5
1071,0.6,0.6,1.2,1.8
1072,0.5,0.5,0,0.5
1073,2.4,1.6,1.7,3.3
1074,8,7.2,3.1,10.3
1075,0,0,0,0
1076,1.1,1.1,0,1.1
1077,0.8,0.8,0.5,1.3
1078,9,7.5,4.5,12
1079,0.9,0.9,5.9,6.8
1080,0.3,0.3,0.4,0.6
1081,0.8,0.8,0.7,1.5
1082,0,0,0,0
1083,1.5,1.5,0.6,2.1
1084,1.5,1.5,0.1,1.5
1085,0,0,0.2,0.2
1086,6.5,6.5,4.2,10.7
1087,23.7,20.5,5.4,25.9
1088,1.1,1.1,0.1,1.1
1089,0.3,0.3,0.4,0.8
1090,0.1,0.1,0,0.1
1091,3.5,3.5,1.6,5.1
1092,5.4,5.4,1.8,7.2
1093,4.4,4.4,2.6,7
1094,2.3,2.3,2.3,4.6
1095,4.6,4.6,6.7,11.4
1096,2.9,2.9,1.2,4.1
1097,1.9,1.1,2.5,3.7
1098,4.3,3.5,0.6,4.1
1099,4.5,4.2,3.1,7.3
1100,0,0,0,0
1101,0.9,0.9,0.9,1.8
1102,1.4,1.4,4.9,6.3
1103,0,0,0,0
1104,6.6,6.6,7.1,13.7
1105,1.2,1.2,1.2,2.4
1106,0.2,0.2,0.2,0.4
1107,3.1,3.1,1.5,4.6
1108,1.2,1.2,0,1.2
1109,6.3,6.3,1.6,7.8
1110,0.5,0.5,0.4,0.9
1111,1.6,1.6,0.8,2.4
1112,0.6,0.6,2.8,3.4
1113,3.4,3.4,1.6,5
1114,0.1,0.1,0,0.1
1115,1.6,1.6,0.9,2.5
1116,0,0,0,0
1117,0.3,0.3,0.4,0.6
1118,0,0,0,0
1119,1.7,1.7,1.4,3
1120,1.1,1.1,0.7,1.8
1121,0.2,0.2,0.6,0.8
1122,0.1,0.1,0.5,0.6
1123,1.2,1.2,0.1,1.4
1124,0.1,0.1,1.8,2
1125,0.6,0.6,0,0.6
1126,0.3,0.3,0.2,0.5
1127,1.2,1.2,0.4,1.6
1128,0.1,0.1,0.5,0.6
1129,0.8,0.8,1.2,2
1130,1.2,1.2,0.7,1.8
1131,3.6,3.6,5.2,8.9
1132,3.3,2.5,2.6,5.1
1133,1.2,1.2,2.6,3.8
1134,0.2,0.2,0.3,0.6
1135,0,0,0,0
1136,1.9,1.9,1.1,3
1137,2.6,2.6,1.7,4.2
1138,0.5,0.5,3.4,3.8
1139,0.8,0.8,1.4,2.2
1140,10.3,9.5,8.9,18.4
1141,0.1,0.1,0.3,0.4
1142,1.1,1.1,0.2,1.3
1143,2,2,0.7,2.7
1144,0,0,0,0
1145,0.1,0.1,0.1,0.2
1146,0.1,0.1,0.2,0.3
1147,1.5,1.5,1.5,3
1148,4.9,2.7,5.5,8.2
1149,0,0,0,0
1150,1.1,1.1,0.2,1.4
1151,7.4,7.4,3,10.5
1152,0.8,0.8,0.6,1.4
1153,0.1,0.1,0,0.1
1154,3.6,3.6,6.9,10.5
1155,3.4,3.4,0.8,4.2
1156,0.2,0.2,1.6,1.8
1157,0,0,0,0
1158,0.1,0.1,0,0.1
1159,0.5,0.5,0.8,1.3
1160,0,0,0,0
1161,0.3,0.3,0.4,0.7
1162,0.1,0.1,0,0.1
1163,1.4,1.4,3.1,4.5
1164,0,0,0,0
1165,3.4,3.4,0.9,4.4
1166,4.3,4.3,0.6,4.8
1167,3.4,2.5,0.5,2.9
1168,0.2,0.2,1.6,1.8
1169,1.1,1.1,1.9,3
1170,0.1,0.1,0,0.1
1171,0.9,0.9,1.1,2
1172,0.9,0.9,0.6,1.5
1173,0.5,0.5,0,0.6
1174,0.2,0.2,0.2,0.3
1175,0.2,0.2,1,1.2
1176,16.3,12.1,1.5,13.6
1177,9.6,8.8,3.1,11.9
1178,0.3,0.3,0,0.3
1179,0.5,0.5,0.2,0.6
1180,0,0,0,0
1181,0.1,0.1,0.3,0.4
1182,7.7,3.9,0.5,4.4
1183,0.1,0.1,0.2,0.3
1184,7.8,7,2.9,10
1185,4.2,3.5,2.5,6
1186,0.5,0.5,0.4,0.9
1187,1.2,1.2,0.8,2
1188,1.1,1.1,0.7,1.8
1189,5.6,4.1,7.8,11.9
1190,0,0,0,0
1191,1.2,1.2,0.2,1.4
1192,19.9,13.9,6.7,20.5
1193,2.3,2.3,1.7,4
1194,0.6,0.6,1,1.6
1195,8.3,6.7,2.6,9.3
1196,4.1,3.4,2.1,5.4
1197,16.2,10,8.4,18.4
1198,3.5,3.5,3.6,7.2
1199,0.1,0.1,0.1,0.2
1200,2.4,2.4,1.9,4.3
1201,1.5,1.5,0.4,1.9
1202,15.5,14.7,2.3,17
1203,1.8,1.8,1.7,3.5
1204,0.5,0.5,0,0.5
1205,0.6,0.6,0.1,0.6
1206,1.1,1.1,1.8,2.9
1207,0.8,0.8,0.9,1.8
1208,0,0,0,0
1209,1.4,1.4,0.4,1.8
1210,0,0,0,0
1211,1.6,1.6,3.2,4.8
1212,0,0,0,0
1213,2,2,2,4
1214,2.3,2.3,1.2,3.5
1215,1.6,1.6,3,4.6
1216,0,0,0,0
1217,0.4,0.4,0.4,0.8
1218,5.1,5.1,3.1,8.2
1219,0.2,0.2,0,0.2
1220,5.1,2.8,4.4,7.2
1221,0,0,0,0
1222,0.2,0.2,0.6,0.8
1223,6.7,6.7,1.4,8
1224,1.3,1.3,0.5,1.7
1225,1.6,1.6,0,1.6
1226,0,0,0,0
1227,0.3,0.3,1,1.3
1228,0,0,0,0
1229,8.7,8.7,3.4,12.1
1230,0,0,0,0
1231,2.4,2.4,0.8,3.1
1232,1,1,2.5,3.5
1233,0.1,0.1,0,0.1
1234,5.9,5.2,2.1,7.3
1235,0.2,0.2,1.6,1.8
1236,0.4,0.4,0.2,0.6
1237,0,0,0.4,0.4
1238,1.4,1.4,1.6,3
1239,5.5,5.5,5.5,11
1240,3.8,3.8,1.1,4.9
1241,0.7,0.7,2.3,3
1242,1.5,1.5,2.8,4.3
1243,7,0.1,2.1,2.2
1244,1.7,1.7,1.6,3.3
1245,1.9,1.9,0.6,2.4
1246,4.3,3.5,0.9,4.4
1247,13.7,10.6,3,13.6
1248,0.3,0.3,0.6,0.8
1249,,,,
1250,0.9,0.9,1.9,2.8
1251,6.6,6.6,1.6,8.2
1252,5.5,4.3,0.9,5.2
1253,1.1,1.1,0.1,1.2
1254,2.7,2.7,0.6,3.4
1255,3,3,0.1,3.1
1256,4.4,4.4,3.6,8
1257,6.5,6.5,3.1,9.6
1258,1.6,1.6,1.6,3.2
1259,0,0,0,0
1260,0.8,0.8,1.7,2.5
1261,0.1,0.1,0.2,0.3
1262,1,1,0.2,1.2
1263,2.8,2,1.8,3.8
1264,1.2,1.2,3.3,4.5
1265,10.2,10.2,3.5,13.7
1266,0.1,0.1,0,0.1
1267,0.6,0.6,1,1.6
1268,11.4,4.6,6.3,10.9
1269,9,9,3.5,12.5
1270,0.4,0.4,0.1,0.5
1271,6,6,1.9,7.9
1272,4,4,0.3,4.3
1273,0.1,0.1,0,0.2
1274,1.5,1.5,0.5,2
1275,0.6,0.6,0.4,1
1276,5.6,5.6,7.5,13
1277,0.4,0.4,0.4,0.8
1278,0.8,0.8,0.7,1.5
1279,0,0,0,0
1280,0.7,0.7,1.1,1.8
1281,1.1,1.1,2.2,3.4
1282,0,0,0.2,0.2
1283,1.2,1.2,1.9,3.1
1284,20.5,17.5,7.4,24.8
1285,0.3,0.3,0,0.3
1286,1.2,1.2,2.5,3.8
1287,0.9,0.9,1.1,2
1288,0,0,0,0
1289,3.3,3.3,2,5.3
1290,0,0,0,0
1291,0.1,0.1,0.1,0.3
1292,0,0,0,0
1293,0,0,0,0
1294,0.9,0.9,5.1,6
1295,0.2,0.2,1.2,1.4
1296,0,0,0,0
1297,0,0,0,0
1298,10.7,10.7,0.9,11.6
1299,1.2,1.2,1.1,2.3
1300,0.3,0.3,0,0.3
1301,0.7,0.7,0.7,1.5
1302,0.4,0.4,0,0.4
1303,0.5,0.5,0.8,1.3
1304,0.3,0.3,0.2,0.5
1305,0,0,0,0
1306,0,0,0,0
1307,0,0,0,0
1308,1.3,1.3,0.4,1.7
1309,2.1,2.1,2.6,4.7
1310,0,0,0,0
1311,13.6,3.7,2.8,6.4
1312,0,0,0,0
1313,0,0,0,0
1314,0.8,0.8,0.2,1
1315,4.9,2.6,1.5,4.1
1316,1,1,0.2,1.2
1317,0,0,0.5,0.5
1318,10.7,10.7,2.1,12.8
1319,0,0,0,0.1
1320,0.4,0.4,0.5,1
1321,2.5,2.5,6.6,9
1322,0.2,0.2,0.3,0.5
1323,0.8,0.8,0,0.8
1324,1.4,1.4,1.2,2.6
1325,1.3,1.3,1,2.4
1326,0.1,0.1,0,0.1
1327,0,0,0,0
1328,0.1,0.1,0.3,0.4
1329,0.3,0.3,0,0.3
1330,0.3,0.3,1.7,1.9
1331,3.3,1.8,3.9,5.7
1332,3.8,3.8,1.2,5.1
1333,7.9,6.4,3.5,9.8
1334,0.8,0.8,0.5,1.3
1335,0,0,0,0
1336,3.6,3.6,1.2,4.9
1337,0,0,0.3,0.3
1338,0.1,0.1,1,1.1
1339,0.9,0.9,0.3,1.2
1340,0,0,0,0
1341,0.8,0.8,0.2,1
1342,0,0,0,0
1343,1.1,1.1,0.1,1.2
1344,0.8,0,0,0
1345,0.9,0.9,1.2,2.1
1346,0.5,0.5,0,0.6
1347,0,0,0,0
1348,1.9,1.9,2.6,4.5
1349,0,0,0,0
1350,0.1,0.1,0.9,1.1
1351,0,0,0,0
1352,0.4,0.4,1.6,2
1353,10,10,6.1,16.1
1354,0.8,0.8,0.4,1.2
1355,0.3,0.3,1.2,1.6
1356,0.5,0.5,0,0.5
1357,5.3,3.8,0.9,4.6
1358,0.2,0.2,0.3,0.4
1359,0.1,0.1,0,0.1
1360,0.7,0.7,0,0.7
1361,6.7,6.7,1.3,8
1362,0,0,0,0
1363,0,0,0,0
1364,2.2,2.2,0.2,2.4
1365,1,1,1.2,2.2
1366,3.9,3.9,11.5,15.4
1367,0.3,0.3,0,0.3
1368,3.5,3.5,1.2,4.7
1369,0,0,0,0
1370,0.7,0.7,0.2,1
1371,2.1,2.1,0.7,2.8
1372,1.3,1.3,0.3,1.6
1373,0.8,0.8,0.2,1
1374,1,1,1.8,2.9
1375,0,0,0,0
1376,0.2,0.2,0.4,0.5
1377,16.3,12.5,4.7,17.2
1378,0.4,0.4,1.2,1.6
1379,0.2,0.2,0.4,0.6
1380,2.2,2.2,6.7,8.9
1381,0.2,0.2,0.3,0.5
1382,0.7,0.7,1.1,1.8
1383,6.6,2,4.5,6.5
1384,0.1,0.1,0.3,0.4
1385,1.4,1.4,0.5,1.9
1386,0.9,0.9,0.8,1.7
1387,6.8,3.8,1.8,5.6
1388,0,0,0.1,0.1
1389,2.9,2.9,6.4,9.4
1390,0.9,0.9,0.4,1.3
1391,0.1,0.1,0.9,1
1392,0.5,0.5,0.4,0.9
1393,3.7,3.7,2,5.7
1394,0.7,0.7,1.7,2.4
1395,0.9,0.9,0.8,1.7
1396,0.3,0.3,0,0.3
1397,0.3,0.3,1,1.3
1398,0.5,0.5,0,0.5
1399,11.7,11.7,4.9,16.5
1400,9.7,7.4,2.7,10.1
1401,0.1,0.1,0.1,0.2
1402,1.6,1.6,0.4,1.9
1403,0,0,0,0
1404,1.1,1.1,1,2.1
1405,0.4,0.4,0,0.4
1406,2.4,2.4,2.4,4.7
1407,0.9,0.9,0.9,1.8
1408,2.5,0.3,4,4.3
1409,2.4,2.4,2.8,5.3
1410,1.4,1.4,0.9,2.4
1411,1.3,1.3,0.3,1.6
1412,0.6,0.6,1.1,1.7
1413,1.4,1.4,0,1.4
1414,0,0,0,0
1415,1.2,1.2,0.9,2
1416,10.2,9.3,3.9,13.2
1417,0.8,0.8,0.7,1.5
1418,0.4,0.4,0.2,0.7
1419,0.7,0.7,1.1,1.8
1420,0,0,0,0
1421,7.3,7.3,0.6,8
1422,3.4,3.4,1.1,4.5
1423,1,1,0,1
1424,0.5,0.5,0.5,1
1425,1,1,0.3,1.3
1426,1.9,1.9,2.2,4.1
1427,3.2,3.2,5.2,8.4
1428,0,0,0.1,0.1
1429,0,0,0,0
1430,0.7,0.7,0.1,0.8
1431,2,2,1,3.1
1432,2.9,2.9,4.1,7.1
1433,2.2,2.2,3.9,6.1
1434,1.7,1.7,0.5,2.2
1435,1.2,1.2,4.5,5.7
1436,0.3,0.3,2.3,2.5
1437,0,0,0,0
1438,2,2,0.1,2.1
1439,1.3,1.3,0.3,1.6
1440,0.3,0.3,0,0.3
1441,5.7,5.7,4.5,10.2
1442,0,0,0.1,0.1
1443,0.1,0.1,0.6,0.8
1444,0,0,0,0
1445,0,0,0,0
1446,4.3,3.6,1.3,4.9
1447,0.4,0.4,0.3,0.7
1448,2.2,2.2,0.3,2.5
1449,0.1,0.1,0.4,0.5
1450,1.3,1.3,2,3.3
1451,0.9,0.9,0.8,1.8
1452,1,1,1.1,2.1
1453,1.4,1.4,0.9,2.3
1454,0,0,0,0
1455,0.9,0.9,2,3
1456,1.3,1.3,2.3,3.5
1457,2.3,2.3,0.3,2.7
1458,0.5,0.5,0.4,0.9
1459,0.1,0.1,0.3,0.4
1460,0,0,0,0
1461,0,0,0,0
1462,0.4,0.4,1.4,1.8
1463,31.6,24.7,3.6,28.4
1464,0.2,0.2,1.6,1.8
1465,4.7,2.4,0.7,3.1
1466,0.1,0.1,0,0.1
1467,2.8,1.1,3.9,5
1468,2.1,2.1,0.3,2.4
1469,1.1,1.1,0.6,1.8
1470,0.6,0.6,0.8,1.4
1471,0.6,0.6,0.5,1.1
1472,0.7,0.7,0.7,1.3
1473,0.8,0.8,1.3,2.1
1474,5.1,3.4,1.5,4.9
1475,0.3,0.3,0.5,0.8
1476,1.6,1.6,2,3.6
1477,0.2,0.2,0.2,0.5
1478,0.7,0.7,0.6,1.4
1479,0,0,0,0
1480,1.3,1.3,0.4,1.7
1481,0.1,0.1,0.1,0.2
1482,4.3,4.3,5.2,9.5
1483,0,0,0,0
1484,1.2,1.2,1.3,2.4
1485,0,0,0,0
1486,4.2,2.7,3.5,6.2
1487,0.7,0.7,1.1,1.9
1488,0,0,0,0
1489,3.1,3.1,1.4,4.5
1490,0,0,0,0
1491,0.3,0.3,0,0.3
1492,0,0,0,0
1493,0,0,0.1,0.1
1494,1.4,1.4,1.1,2.5
1495,5.5,4.8,5.2,10
1496,0,0,0,0
1497,3.2,3.2,3.4,6.5
1498,0.1,0.1,0.8,0.8
1499,1.3,1.3,0.8,2.1
1500,0.1,0.1,0.1,0.2
1501,1.6,1.6,1,2.6
1502,0,0,0.2,0.2
1503,0,0,0,0
1504,1,1,1.7,2.7
1505,1.2,1.2,1.2,2.4
1506,0.2,0.2,0.1,0.3
1507,0.4,0.4,1.6,1.9
1508,0,0,0,0
1509,5.9,2.1,2.2,4.2
1510,0.1,0.1,0.1,0.2
1511,0.1,0.1,0.2,0.3
1512,0,0,0,0
1513,0.7,0.7,2.3,3
1514,5.4,5.4,1,6.3
1515,7.9,7.9,4.6,12.4
1516,0.1,0.1,0,0.1
1517,0.1,0.1,0,0.2
1518,1.1,1.1,1.1,2.2
1519,0.1,0.1,0.1,0.3
1520,0,0,0,0
1521,0,0,0.3,0.3
1522,1.9,1.9,4.7,6.6
1523,8.3,7.6,3.6,11.2
1524,0.4,0.4,0.9,1.3
1525,0.1,0.1,0.2,0.3
1526,0,0,0,0
1527,0,0,0,0
1528,0.9,0.9,0.4,1.3
1529,1.5,1.5,1.5,3
1530,22.7,18.1,7.8,25.9
1531,6.9,5.3,2.5,7.8
1532,2,2,1.6,3.7
1533,0.4,0.4,0.8,1.2
1534,2,1.3,1.2,2.5
1535,0.7,0.7,0.4,1.1
1536,0,0,0,0
1537,0.8,0.8,0.3,1
1538,1.9,1.9,1.5,3.4
1539,0,0,0,0
1540,1.1,1.1,2.4,3.5
1541,4.8,4,4.2,8.2
1542,0,0,0,0
1543,0,0,0,0
1544,0,0,0.1,0.2
1545,4.4,4.4,5.3,9.7
1546,0,0,0,0
1547,0.7,0.7,2,2.6
1548,1.1,1.1,0.5,1.7
1549,0.1,0.1,0,0.1
1550,5.1,5.1,2.3,7.4
1551,0.1,0.1,0.3,0.4
1552,0.7,0.7,0,0.8
1553,0.3,0.3,0.4,0.6
1554,2.1,2.1,0.3,2.4
1555,0,0,0,0
1556,0,0,0,0
1557,5.6,5.6,5.9,11.5
1558,0.4,0.4,1.4,1.8
1559,0,0,0.2,0.2
1560,2,2,2.1,4.1
1561,0,0,0.2,0.2
1562,0.1,0.1,0.2,0.3
1563,0.7,0.7,0.7,1.4
1564,4.8,4,1.1,5.1
1565,3.1,3.1,0.6,3.6
1566,0,0,0,0
1567,1.6,0.9,0,0.9
1568,0.2,0.2,0.3,0.5
1569,0.1,0.1,0,0.1
1570,1.8,1.8,1.1,3
1571,0.4,0.4,0.1,0.5
1572,0,0,0,0
1573,0.6,0.6,0,0.6
1574,0.1,0.1,0.1,0.2
1575,0,0,0,0
1576,0.1,0.1,0,0.1
1577,6.5,5.7,9.7,15.4
1578,0,0,0.1,0.1
1579,1.5,1.5,2.3,3.8
1580,1.6,1.6,0.4,2
1581,2.1,2.1,0.3,2.4
1582,0.2,0.2,0,0.3
1583,0.1,0.1,1.2,1.3
1584,2.5,2.5,0.9,3.4
1585,0,0,0,0
1586,0.2,0.2,1.3,1.4
1587,2.3,2.3,0.1,2.4
1588,0.8,0.8,0.2,1
1589,2.1,2.1,0.6,2.7
1590,0.8,0.8,0.1,1
1591,15.3,15.3,5.7,20.9
1592,0,0,0,0
1593,0.5,0.5,0,0.5
1594,1.4,1.4,1.5,2.9
1595,3.3,1,3,4.1
1596,0,0,0,0
1597,0.8,0.8,0.4,1.2
1598,0,0,0.2,0.3
1599,0,0,0.2,0.2
1600,2.8,2.8,1.7,4.5
1601,0.8,0.8,1.2,2
1602,0.5,0.5,0.4,0.9
1603,3.8,3.8,0.6,4.4
1604,0.1,0.1,0.2,0.2
1605,0,0,0,0
1606,0.4,0.4,1.2,1.6
1607,1.3,1.3,0.5,1.8
1608,1.7,1.7,1.7,3.4
1609,0,0,0,0
1610,0.6,0.6,1.1,1.7
1611,1.6,1.6,1,2.6
1612,0.1,0.1,0.6,0.7
1613,1.3,1.3,1.8,3.1
1614,0,0,0,0
1615,1.2,0.4,0.4,0.8
1616,0,0,0,0
1617,0.9,0.9,0.2,1.1
1618,1.5,1.5,0.2,1.6
1619,0.5,0.5,0.6,1.1
1620,0.1,0.1,0.5,0.6
1621,0.1,0.1,0.1,0.2
1622,1.5,1.5,4.8,6.3
1623,2.2,2.2,0.1,2.3
1624,0.4,0.4,0.1,0.5
1625,0,0,0,0
1626,1.5,1.5,0.6,2.1
1627,0.3,0.3,0,0.3
1628,9.3,6.3,2.5,8.8
1629,6.5,6.5,2,8.5
1630,0.2,0.2,1.2,1.4
1631,0,0,0.4,0.4
1632,0,0,0,0
1633,0,0,0.2,0.2
1634,3.4,3.4,2.1,5.5
1635,1.4,1.4,0.4,1.8
1636,0,0,0.2,0.2
1637,1.3,1.3,0.6,2
1638,0.6,0.6,0.5,1.1
1639,0.3,0.3,0.2,0.4
1640,0,0,0,0
1641,15.5,14,4.5,18.5
1642,0,0,0.1,0.1
1643,2.7,2.7,2.8,5.5
1644,2,2,2.2,4.2
1645,0.8,0.8,0,0.8
1646,0.2,0.2,0.2,0.4
1647,0.3,0.3,0.5,0.8
1648,0.4,0.4,0.3,0.8
1649,0,0,0,0
1650,1.7,1.7,1.4,3.1
1651,0,0,0,0
1652,0.3,0.3,1.9,2.2
1653,6.6,5.1,1.2,6.3
1654,1.1,0.3,0.8,1.2
1655,1,1,0.7,1.7
1656,1.3,1.3,0.5,1.8
1657,0.2,0.2,0,0.2
1658,7.4,6.7,1.5,8.2
1659,0.3,0.3,0.4,0.7
1660,0.6,0.6,1,1.7
1661,0,0,0.1,0.1
1662,0,0,0,0
1663,0,0,0,0
1664,0.1,0.1,0.1,0.3
1665,0,0,0,0
1666,13,9.9,3.6,13.5
1667,0.7,0.7,1.4,2
1668,5.7,4.9,1.2,6.1
1669,1.4,1.4,0.3,1.7
1670,3.2,3.2,1.6,4.8
1671,8.3,8.3,1.7,10
1672,0,0,0,0
1673,0.4,0.4,0.4,0.9
1674,0,0,0,0
1675,0.5,0.5,1.2,1.7
1676,24.6,20.1,4.6,24.7
1677,0.5,0.5,0,0.6
1678,0.6,0.6,0.6,1.1
1679,3.3,3.3,2.5,5.8
1680,0.2,0.2,0.9,1.1
1681,3.1,3.1,1.1,4.1
1682,0,0,0,0
1683,0,0,0.3,0.3
1684,2.2,2.2,3,5.3
1685,7.1,7.1,1.3,8.3
1686,4.2,4.2,2.8,6.9
1687,1.1,1.1,6.5,7.6
1688,2.1,2.1,0.9,3.1
1689,0,0,0.2,0.2
1690,0.8,0.8,0.3,1.2
1691,0,0,0.6,0.6
1692,1.6,1.6,0.3,2
1693,0.1,0.1,0,0.1
1694,0.9,0.9,2,2.9
1695,0.6,0.6,0.3,0.9
1696,0.4,0.4,0.4,0.8
1697,0,0,0,0
1698,1.4,1.4,0.1,1.4
1699,0.4,0.4,0.4,0.8
1700,3.1,3.1,1.7,4.8
1701,0.8,0.8,2.5,3.3
1702,0.2,0.2,0.9,1
1703,0.1,0.1,0.3,0.4
1704,0.9,0.9,0.2,1.1
1705,1.6,1.6,1.6,3.2
1706,7.5,6.7,2,8.7
1707,5.4,5.4,1.4,6.9
1708,0,0,0,0
1709,0,0,0,0
1710,0.4,0.4,0.4,0.9
1711,0,0,0,0
1712,0,0,0.1,0.1
1713,0.6,0.6,1.7,2.3
1714,0.1,0.1,0.4,0.4
1715,0.1,0.1,0,0.1
1716,0,0,0,0
1717,0,0,0.2,0.2
1718,0,0,0.1,0.1
1719,3.7,3.7,2.1,5.8
1720,1.1,1.1,1.8,2.9
1721,0.1,0.1,0,0.1
1722,5.3,5.3,3.7,9
1723,1.7,0.9,1.1,2
1724,0,0,0.1,0.1
1725,23.6,19.4,10.8,30.3
1726,7.5,7.5,2.9,10.4
1727,0.9,0.9,1.7,2.6
1728,0,0,0.1,0.1
1729,1,1,0.1,1
1730,0.1,0.1,0,0.1
1731,0.6,0.6,0.8,1.3
1732,0,0,0,0
1733,0,0,0,0
1734,0.3,0.3,3.2,3.5
1735,0,0,0,0
1736,0,0,0,0
1737,1.3,1.3,0.1,1.3
1738,2.6,2.6,0.7,3.3
1739,2.6,2.6,0.3,2.9
1740,8.5,6.2,1.2,7.4
1741,5.7,5.7,6.4,12.1
1742,0,0,0,0
1743,1.1,1.1,0,1.1
1744,2.3,0.8,1.3,2.1
1745,0.5,0.5,2.1,2.6
1746,5.6,5.6,1.7,7.3
1747,0,0,0,0
1748,0,0,0,0
1749,0.1,0.1,0,0.1
1750,0.4,0.4,1.2,1.7
1751,8.8,8,1.5,9.5
1752,1.3,1.3,0,1.3
1753,1.2,1.2,0.5,1.7
1754,0.7,0.7,0,0.7
1755,1.9,1.9,0.6,2.5
1756,1,1,1,2
1757,13.6,11.4,1.8,13.2
1758,0.7,0.7,1.3,2
1759,1.8,1.8,2.5,4.4
1760,0.6,0.6,1.3,1.9
1761,0,0,0,0
1762,0.4,0.4,0.4,0.8
1763,6.5,5,2.6,7.6
1764,0.8,0.8,0,0.8
1765,0.8,0.8,1.9,2.7
1766,12.3,11.5,9,20.5
1767,0.9,0.9,0.2,1
1768,0.9,0.9,0.1,1
1769,1.8,1,0,1.1
1770,2.7,2.7,4.2,7
1771,12.5,11.7,3.9,15.7
1772,1.3,1.3,1,2.3
1773,0,0,0,0
1774,0.4,0.4,0,0.4
1775,0.1,0.1,0.3,0.4
1776,0.1,0.1,0.7,0.8
1777,0,0,0,0
1778,5,4.3,2.2,6.5
1779,1.6,1.6,2.5,4.1
1780,0.7,0.7,2.7,3.5
1781,0,0,0.1,0.1
1782,3.4,3.4,3.4,6.9
1783,0,0,0,0
1784,0,0,0,0
1785,1.5,1.5,1.3,2.7
1786,1,1,0.1,1.1
1787,1.1,1.1,1.2,2.3
1788,0.2,0.2,0.3,0.5
1789,0.8,0.8,1.2,2
1790,0,0,0,0
1791,0,0,0,0
1792,1.4,0.7,1.6,2.3
