Unnamed: 0,SCA,SCA.1,SCA Types,SCA Types.1,SCA Types.2,SCA Types.3,SCA Types.4,SCA Types.5,GCA,GCA.1,GCA Types,GCA Types.1,GCA Types.2,GCA Types.3,GCA Types.4,GCA Types.5
Rk,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def
348,39,1.3,24,0,5,2,6,2,4,0.13,3,0,1,0,0,0
349,9,1.24,7,1,1,0,0,0,3,0.41,2,0,1,0,0,0
350,4,5.9,2,0,1,0,1,0,0,0,0,0,0,0,0,0
351,3,2.33,2,0,1,0,0,0,1,0.78,0,0,1,0,0,0
352,23,1.64,22,1,0,0,0,0,5,0.36,5,0,0,0,0,0
353,17,1.45,12,2,0,2,0,1,1,0.09,0,1,0,0,0,0
354,23,1.76,17,0,1,1,3,1,4,0.31,2,0,0,1,0,1
355,67,4.03,56,2,4,2,3,0,9,0.54,6,0,2,0,1,0
356,17,1.68,15,0,0,1,1,0,1,0.1,1,0,0,0,0,0
357,7,0.65,6,0,0,1,0,0,1,0.09,1,0,0,0,0,0
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,5,0.25,4,1,0,0,0,0,0,0,0,0,0,0,0,0
360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,73,3.62,52,11,6,3,1,0,11,0.55,7,0,1,2,1,0
362,19,0.58,15,0,0,2,1,1,2,0.06,1,0,0,0,1,0
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,23,1.84,16,0,0,4,3,0,0,0,0,0,0,0,0,0
365,7,0.51,6,1,0,0,0,0,0,0,0,0,0,0,0,0
366,4,0.63,3,0,0,0,1,0,3,0.47,2,0,0,0,1,0
367,4,0.27,2,0,0,0,2,0,0,0,0,0,0,0,0,0
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,24,0.63,20,0,1,2,0,1,2,0.05,2,0,0,0,0,0
370,22,0.71,19,0,1,1,0,1,1,0.03,1,0,0,0,0,0
371,39,2.45,25,13,1,0,0,0,4,0.25,1,3,0,0,0,0
372,46,1.47,34,0,2,2,6,2,1,0.03,1,0,0,0,0,0
373,86,3,62,20,1,1,0,2,10,0.35,8,2,0,0,0,0
374,50,2.78,33,15,0,1,0,1,3,0.17,3,0,0,0,0,0
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,15,2.84,5,5,1,2,2,0,2,0.38,0,2,0,0,0,0
377,25,0.85,19,4,1,0,1,0,1,0.03,1,0,0,0,0,0
378,2,2.02,2,0,0,0,0,0,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,99,3.93,65,13,14,3,3,1,8,0.32,5,1,2,0,0,0
381,19,2.56,11,3,2,2,1,0,1,0.13,0,0,0,0,1,0
382,5,0.45,5,0,0,0,0,0,0,0,0,0,0,0,0,0
383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,24,1.33,15,0,2,4,2,1,1,0.06,0,0,0,1,0,0
385,2,0.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0
386,23,2.12,19,0,2,0,1,1,3,0.28,3,0,0,0,0,0
387,2,0.21,2,0,0,0,0,0,0,0,0,0,0,0,0,0
388,7,0.57,6,0,0,1,0,0,1,0.08,0,0,0,1,0,0
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,29,1.9,22,0,1,1,5,0,5,0.33,2,0,1,0,2,0
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,28,1.99,18,0,6,2,0,2,1,0.07,1,0,0,0,0,0
393,1,0.05,1,0,0,0,0,0,1,0.05,1,0,0,0,0,0
394,20,0.87,19,0,0,1,0,0,1,0.04,0,0,0,1,0,0
395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,19,1.3,14,3,2,0,0,0,0,0,0,0,0,0,0,0
397,18,1.36,15,0,1,1,0,1,2,0.15,1,0,1,0,0,0
398,68,2.43,61,2,0,0,3,2,10,0.36,10,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,6,0.41,4,0,0,0,2,0,0,0,0,0,0,0,0,0
404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,21,2.01,13,1,4,1,1,1,1,0.1,1,0,0,0,0,0
406,22,0.88,18,3,0,1,0,0,4,0.16,3,0,0,1,0,0
407,37,1.19,30,3,2,1,1,0,2,0.06,2,0,0,0,0,0
408,41,1.78,25,8,3,2,0,3,8,0.35,5,0,0,2,0,1
409,12,0.6,12,0,0,0,0,0,2,0.1,2,0,0,0,0,0
410,28,1.12,22,1,1,2,0,2,2,0.08,1,0,0,1,0,0
411,25,2.42,16,0,5,1,3,0,0,0,0,0,0,0,0,0
412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,35,4.15,21,8,3,1,2,0,2,0.24,2,0,0,0,0,0
414,10,0.4,5,0,1,1,2,1,1,0.04,0,0,0,0,1,0
415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,47,1.6,40,4,1,1,1,0,5,0.17,3,1,0,0,1,0
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,5,0.29,3,0,0,1,0,1,0,0,0,0,0,0,0,0
421,11,0.35,10,0,0,1,0,0,1,0.03,1,0,0,0,0,0
422,174,5.99,100,55,3,10,5,1,19,0.65,9,8,0,1,1,0
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,2,0.98,1,1,0,0,0,0,0,0,0,0,0,0,0,0
425,87,2.94,44,26,10,0,5,2,9,0.3,6,2,1,0,0,0
426,12,1.63,9,1,0,0,1,1,2,0.27,2,0,0,0,0,0
427,24,1.4,17,0,2,3,1,1,6,0.35,4,0,1,1,0,0
428,50,1.57,31,0,2,6,9,2,9,0.28,2,0,0,5,2,0
429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,61,1.67,50,1,4,1,2,3,4,0.11,2,0,2,0,0,0
432,44,1.65,32,0,2,3,6,1,4,0.15,2,0,0,2,0,0
433,22,2.65,13,7,1,1,0,0,2,0.24,1,0,1,0,0,0
434,34,1.43,29,0,3,0,0,2,6,0.25,6,0,0,0,0,0
435,107,3.86,80,16,4,5,2,0,13,0.47,9,2,1,1,0,0
436,71,2.78,57,5,7,1,1,0,10,0.39,7,1,0,1,1,0
437,105,3.77,62,29,4,6,4,0,13,0.47,7,3,0,2,1,0
438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,36,1.52,30,2,1,2,0,1,3,0.13,2,0,0,1,0,0
440,52,2.28,39,3,5,1,1,3,4,0.18,2,2,0,0,0,0
441,9,0.68,6,0,1,0,1,1,0,0,0,0,0,0,0,0
442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,75,3.62,32,17,9,8,7,2,9,0.43,3,4,0,1,0,1
444,42,2.23,27,0,3,5,7,0,8,0.42,5,0,0,0,3,0
445,47,2.4,40,0,2,2,2,1,3,0.15,2,0,0,0,1,0
446,7,0.58,5,0,0,2,0,0,1,0.08,0,0,0,1,0,0
447,32,1.12,22,8,0,1,1,0,3,0.1,3,0,0,0,0,0
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,46,2.04,35,2,3,4,2,0,3,0.13,1,0,1,0,1,0
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,9,2.28,6,0,3,0,0,0,0,0,0,0,0,0,0,0
452,15,0.48,12,0,0,3,0,0,1,0.03,0,0,0,1,0,0
453,10,3.09,8,0,0,0,1,1,1,0.31,1,0,0,0,0,0
454,21,1.41,18,3,0,0,0,0,4,0.27,4,0,0,0,0,0
455,88,3.63,53,14,14,4,3,0,17,0.7,10,4,3,0,0,0
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,17,1.53,16,0,1,0,0,0,3,0.27,3,0,0,0,0,0
458,9,2.07,5,0,1,1,1,1,1,0.23,1,0,0,0,0,0
459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,18,1.71,14,0,1,2,0,1,5,0.47,4,0,0,1,0,0
461,5,1.76,3,0,1,0,0,1,0,0,0,0,0,0,0,0
462,20,1.47,16,0,1,2,1,0,2,0.15,1,0,0,1,0,0
463,53,1.64,44,1,0,2,3,3,8,0.25,7,0,0,1,0,0
464,33,1.25,25,4,2,0,1,1,2,0.08,2,0,0,0,0,0
465,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0
466,2,3.33,1,0,0,0,1,0,1,1.67,1,0,0,0,0,0
467,34,1.51,26,6,2,0,0,0,1,0.04,0,1,0,0,0,0
468,3,1.32,3,0,0,0,0,0,1,0.44,1,0,0,0,0,0
469,41,1.57,37,2,0,0,0,2,3,0.12,3,0,0,0,0,0
470,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0
471,7,0.32,6,0,0,1,0,0,0,0,0,0,0,0,0,0
472,27,2.06,19,2,1,1,4,0,3,0.23,2,0,0,0,1,0
473,77,4.01,43,24,3,4,0,3,5,0.26,3,1,1,0,0,0
474,6,1.09,6,0,0,0,0,0,0,0,0,0,0,0,0,0
475,52,2.01,41,0,1,0,10,0,10,0.39,9,0,0,0,1,0
476,13,2.06,9,2,1,0,0,1,1,0.16,1,0,0,0,0,0
477,72,2.62,48,14,3,3,2,2,1,0.04,1,0,0,0,0,0
478,34,2.23,24,0,2,4,2,2,4,0.26,3,0,0,1,0,0
479,55,3.07,48,3,1,1,1,1,5,0.28,4,0,0,1,0,0
480,13,0.67,10,1,0,2,0,0,1,0.05,0,0,0,1,0,0
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,44,1.66,39,0,2,1,1,1,6,0.23,6,0,0,0,0,0
483,67,2.62,42,23,1,0,0,1,6,0.23,4,2,0,0,0,0
484,49,1.37,32,3,3,1,6,4,5,0.14,3,0,0,0,1,1
485,8,0.49,7,0,0,0,0,1,1,0.06,1,0,0,0,0,0
486,22,5.37,13,0,3,4,2,0,2,0.49,1,0,0,1,0,0
487,4,0.4,3,0,0,0,0,1,0,0,0,0,0,0,0,0
488,11,0.6,9,0,0,2,0,0,2,0.11,2,0,0,0,0,0
489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,18,1,16,0,1,0,1,0,1,0.06,1,0,0,0,0,0
491,20,2.25,12,1,5,1,0,1,1,0.11,0,0,0,1,0,0
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,2,0.2,2,0,0,0,0,0,1,0.1,1,0,0,0,0,0
494,8,0.97,7,0,1,0,0,0,0,0,0,0,0,0,0,0
495,26,1.05,19,3,1,0,2,1,2,0.08,2,0,0,0,0,0
496,16,1.91,15,0,0,1,0,0,2,0.24,2,0,0,0,0,0
497,7,1.46,5,1,1,0,0,0,0,0,0,0,0,0,0,0
498,5,2.08,4,0,0,0,1,0,1,0.42,1,0,0,0,0,0
499,47,2.69,37,0,5,1,2,2,2,0.11,1,0,1,0,0,0
500,11,0.36,10,0,0,1,0,0,2,0.07,2,0,0,0,0,0
501,33,1.17,28,0,0,3,1,1,4,0.14,2,0,0,1,0,1
502,20,1.65,15,0,0,1,4,0,1,0.08,0,0,0,0,1,0
503,1,0.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
504,34,4.38,24,2,3,1,4,0,7,0.9,5,0,0,1,1,0
505,26,2.13,19,1,2,0,2,2,4,0.33,4,0,0,0,0,0
506,11,0.71,9,0,0,1,1,0,2,0.13,1,0,0,1,0,0
507,10,3.75,7,1,1,1,0,0,1,0.37,1,0,0,0,0,0
508,86,3.5,60,6,8,6,2,4,16,0.65,11,0,2,1,1,1
509,57,2.24,36,12,1,3,4,1,9,0.35,8,0,0,0,1,0
510,20,0.98,18,0,1,1,0,0,2,0.1,2,0,0,0,0,0
511,37,1.46,30,3,0,2,1,1,3,0.12,3,0,0,0,0,0
512,13,3.03,10,0,1,0,1,1,1,0.23,1,0,0,0,0,0
513,15,1.16,10,1,1,1,0,2,1,0.08,1,0,0,0,0,0
514,3,0.85,2,0,0,1,0,0,1,0.28,1,0,0,0,0,0
515,51,3.56,21,15,5,4,5,1,2,0.14,2,0,0,0,0,0
516,9,0.59,9,0,0,0,0,0,1,0.07,1,0,0,0,0,0
517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,57,3.76,38,1,8,0,10,0,5,0.33,3,0,1,0,1,0
519,6,2.5,6,0,0,0,0,0,2,0.83,2,0,0,0,0,0
520,1,0.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0
521,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0
522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
524,36,3.49,21,12,0,1,2,0,3,0.29,2,0,0,0,1,0
525,2,0.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
526,1,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
527,1,2.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0
528,6,0.29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
529,62,2.92,40,12,4,2,4,0,11,0.52,8,1,1,1,0,0
530,92,3.28,59,21,5,1,3,3,12,0.43,9,2,0,0,0,1
531,42,1.36,33,6,0,1,2,0,5,0.16,4,1,0,0,0,0
532,7,0.55,5,1,0,1,0,0,1,0.08,1,0,0,0,0,0
533,9,0.25,7,0,0,1,0,1,0,0,0,0,0,0,0,0
534,35,2.14,23,1,4,1,3,3,4,0.24,2,1,0,1,0,0
535,9,0.97,7,0,1,1,0,0,0,0,0,0,0,0,0,0
536,33,1.84,24,1,4,1,3,0,5,0.28,4,0,0,0,1,0
537,12,1.47,11,0,0,0,1,0,0,0,0,0,0,0,0,0
538,4,0.14,4,0,0,0,0,0,0,0,0,0,0,0,0,0
539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,2,1.91,1,0,0,1,0,0,0,0,0,0,0,0,0,0
541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,88,4.52,68,0,12,6,2,0,18,0.92,13,0,3,1,1,0
543,15,0.41,12,0,0,3,0,0,2,0.05,1,0,0,1,0,0
544,12,1.37,7,0,3,0,2,0,1,0.11,1,0,0,0,0,0
545,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0
546,3,9.64,3,0,0,0,0,0,0,0,0,0,0,0,0,0
547,13,1.45,11,0,0,1,0,1,0,0,0,0,0,0,0,0
548,14,0.58,9,0,0,3,0,2,2,0.08,2,0,0,0,0,0
549,9,1.1,8,0,0,0,1,0,0,0,0,0,0,0,0,0
550,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
551,38,1.66,20,16,1,0,0,1,1,0.04,1,0,0,0,0,0
552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,5,2.08,3,1,0,0,1,0,0,0,0,0,0,0,0,0
555,53,3.1,32,0,5,5,10,1,5,0.29,2,0,0,1,2,0
556,29,2.39,21,0,3,2,2,1,2,0.17,2,0,0,0,0,0
557,17,1.13,15,0,0,1,1,0,1,0.07,1,0,0,0,0,0
558,42,1.99,35,0,1,3,2,1,6,0.28,5,0,0,0,1,0
559,56,2.06,39,6,0,5,6,0,13,0.48,10,0,0,1,2,0
560,80,3.01,56,2,12,5,3,2,16,0.6,11,0,4,0,1,0
561,86,4,54,3,11,6,11,1,16,0.74,6,1,5,1,2,1
562,17,1.35,12,2,0,0,2,1,2,0.16,1,0,0,0,1,0
563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,31,1.31,24,0,1,1,2,3,2,0.08,1,0,1,0,0,0
565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,22,1.64,17,0,3,0,1,1,3,0.22,2,0,1,0,0,0
567,3,2.45,2,0,1,0,0,0,0,0,0,0,0,0,0,0
568,6,3.42,5,0,1,0,0,0,2,1.14,2,0,0,0,0,0
569,9,3.89,7,0,0,1,1,0,3,1.3,2,0,0,0,1,0
570,17,4.78,8,7,2,0,0,0,2,0.56,1,0,1,0,0,0
571,3,6.43,2,1,0,0,0,0,1,2.14,1,0,0,0,0,0
572,21,1.63,15,0,2,1,3,0,6,0.47,5,0,0,0,1,0
573,7,1.79,6,0,0,0,1,0,1,0.26,1,0,0,0,0,0
574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,72,2.12,55,11,1,2,2,1,8,0.24,8,0,0,0,0,0
577,17,1.56,17,0,0,0,0,0,3,0.28,3,0,0,0,0,0
578,20,1.07,17,0,1,0,1,1,3,0.16,2,0,0,0,0,1
579,6,2.93,4,0,0,1,1,0,0,0,0,0,0,0,0,0
580,4,0.19,3,0,0,1,0,0,1,0.05,0,0,0,1,0,0
581,38,2.27,24,0,8,2,3,1,3,0.18,3,0,0,0,0,0
582,4,0.11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
583,24,3.3,18,1,1,1,3,0,4,0.55,4,0,0,0,0,0
584,7,0.46,7,0,0,0,0,0,1,0.07,1,0,0,0,0,0
585,1,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0
586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,96,2.73,48,41,1,4,2,0,14,0.4,5,6,0,2,1,0
588,14,0.73,13,1,0,0,0,0,0,0,0,0,0,0,0,0
589,35,1.46,28,0,2,4,0,1,5,0.21,5,0,0,0,0,0
590,1,3.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
591,18,0.83,16,2,0,0,0,0,1,0.05,1,0,0,0,0,0
592,110,4.55,65,24,12,1,7,1,17,0.7,10,4,1,0,2,0
593,19,0.76,14,0,1,0,0,4,1,0.04,1,0,0,0,0,0
594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,35,2.15,29,0,2,1,3,0,5,0.31,5,0,0,0,0,0
596,80,2.22,63,4,2,0,9,2,5,0.14,3,0,1,0,0,1
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,18,1.58,15,0,1,1,1,0,3,0.26,3,0,0,0,0,0
599,105,4.4,42,28,14,8,8,5,9,0.38,5,1,0,2,1,0
600,2,0.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0
601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,2,1.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0
604,13,2.85,9,3,0,0,1,0,1,0.22,1,0,0,0,0,0
605,16,0.64,15,0,1,0,0,0,0,0,0,0,0,0,0,0
606,6,0.46,6,0,0,0,0,0,0,0,0,0,0,0,0,0
607,6,0.77,5,0,0,1,0,0,0,0,0,0,0,0,0,0
608,18,0.61,16,0,0,0,0,2,1,0.03,1,0,0,0,0,0
609,22,1.77,20,1,0,0,1,0,2,0.16,2,0,0,0,0,0
610,26,2.34,19,0,3,1,3,0,3,0.27,3,0,0,0,0,0
611,22,1.46,18,0,2,0,2,0,3,0.2,3,0,0,0,0,0
612,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0
613,36,2.58,27,0,3,3,1,2,5,0.36,4,0,0,0,0,1
614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,74,1.95,63,2,4,3,0,2,6,0.16,6,0,0,0,0,0
616,18,1.49,14,0,2,1,0,1,3,0.25,2,0,0,0,0,1
617,58,2.94,40,4,4,3,4,3,10,0.51,6,1,3,0,0,0
618,14,0.85,10,0,1,2,0,1,0,0,0,0,0,0,0,0
619,60,1.85,57,1,1,1,0,0,5,0.15,5,0,0,0,0,0
620,5,0.33,4,0,0,0,0,1,0,0,0,0,0,0,0,0
621,1,1.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
622,8,0.93,7,0,0,1,0,0,1,0.12,1,0,0,0,0,0
623,1,0.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0
624,10,2.79,10,0,0,0,0,0,0,0,0,0,0,0,0,0
625,10,1.1,7,3,0,0,0,0,1,0.11,0,1,0,0,0,0
626,66,3.12,48,11,3,0,4,0,9,0.43,9,0,0,0,0,0
627,3,0.12,1,2,0,0,0,0,1,0.04,1,0,0,0,0,0
628,25,1.94,19,1,1,0,2,2,4,0.31,3,0,0,0,1,0
629,1,0.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0
630,70,2.68,50,1,7,8,4,0,12,0.46,7,0,1,2,2,0
631,47,2.4,41,0,3,0,3,0,5,0.26,3,0,1,0,1,0
632,17,1.14,12,0,1,0,2,2,4,0.27,2,0,1,0,1,0
633,21,1.33,20,0,1,0,0,0,2,0.13,2,0,0,0,0,0
634,15,4.87,8,0,3,2,1,1,2,0.65,1,0,0,0,0,1
635,1,2.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0
636,10,0.48,5,0,1,3,0,1,0,0,0,0,0,0,0,0
637,8,0.37,5,1,0,1,1,0,0,0,0,0,0,0,0,0
638,142,6.4,95,24,7,4,5,7,19,0.86,15,0,2,0,1,1
639,3,0.32,3,0,0,0,0,0,0,0,0,0,0,0,0,0
640,164,4.61,92,39,13,7,11,2,20,0.56,13,2,2,2,1,0
641,21,1.29,18,1,0,1,0,1,2,0.12,1,1,0,0,0,0
642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,23,0.97,18,2,0,2,0,1,0,0,0,0,0,0,0,0
644,11,2,7,1,2,0,1,0,1,0.18,1,0,0,0,0,0
645,40,2.05,33,0,2,3,0,2,5,0.26,5,0,0,0,0,0
646,33,1.41,24,2,0,5,1,1,3,0.13,1,0,0,2,0,0
647,38,2.56,33,1,1,1,1,1,5,0.34,4,0,0,0,1,0
648,10,2.5,7,3,0,0,0,0,0,0,0,0,0,0,0,0
649,14,2.05,11,0,0,2,1,0,1,0.15,1,0,0,0,0,0
650,37,5.11,21,5,6,2,1,2,6,0.83,3,2,1,0,0,0
651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,26,1.32,19,0,4,1,2,0,2,0.1,2,0,0,0,0,0
653,16,1.12,12,0,0,1,1,2,0,0,0,0,0,0,0,0
654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,25,2.48,22,2,0,0,1,0,2,0.2,1,0,0,0,1,0
656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,1,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0
658,102,3.7,72,4,9,9,8,0,15,0.54,12,0,1,1,1,0
659,3,1.02,2,1,0,0,0,0,0,0,0,0,0,0,0,0
660,23,3.06,14,0,2,4,2,1,1,0.13,1,0,0,0,0,0
661,2,1.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
662,82,4.16,55,9,10,6,2,0,9,0.46,6,0,1,2,0,0
663,6,0.57,4,0,0,2,0,0,1,0.1,0,0,0,1,0,0
664,71,3.66,40,19,5,5,2,0,6,0.31,2,2,1,1,0,0
665,34,2.04,20,0,3,3,6,2,11,0.66,6,0,1,2,1,1
666,36,2.04,31,0,1,0,1,3,3,0.17,3,0,0,0,0,0
667,8,0.28,8,0,0,0,0,0,0,0,0,0,0,0,0,0
668,43,1.55,36,1,1,3,1,1,6,0.22,4,0,0,2,0,0
669,9,1.55,5,0,0,3,1,0,1,0.17,1,0,0,0,0,0
670,10,1.9,8,0,1,0,1,0,1,0.19,1,0,0,0,0,0
671,2,1.57,2,0,0,0,0,0,0,0,0,0,0,0,0,0
672,13,1.04,8,2,0,2,0,1,1,0.08,0,0,0,1,0,0
673,1,1.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
674,4,1.88,4,0,0,0,0,0,0,0,0,0,0,0,0,0
675,167,5.14,94,30,21,8,10,4,29,0.89,17,2,6,0,3,1
676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,6,0.4,5,1,0,0,0,0,0,0,0,0,0,0,0,0
678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,38,1.79,34,1,2,1,0,0,1,0.05,1,0,0,0,0,0
681,16,0.9,9,0,3,2,0,2,1,0.06,1,0,0,0,0,0
682,17,2.56,11,1,1,0,3,1,5,0.75,2,0,1,0,1,1
683,17,1.75,13,0,0,1,3,0,4,0.41,2,0,0,1,1,0
684,1,1.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
685,11,1.98,6,0,0,1,4,0,2,0.36,0,0,0,1,1,0
686,4,0.76,2,0,0,0,2,0,2,0.38,0,0,0,0,2,0
687,103,2.86,82,5,7,3,4,2,17,0.47,11,1,2,1,2,0
688,128,6.22,75,25,8,7,9,4,19,0.92,11,1,2,1,2,2
689,2,12.86,1,0,1,0,0,0,0,0,0,0,0,0,0,0
690,7,2.16,4,0,0,2,1,0,1,0.31,1,0,0,0,0,0
691,73,2.24,49,0,11,4,7,2,9,0.28,2,0,4,2,1,0
692,2,10,1,0,0,1,0,0,1,5,0,0,0,1,0,0
693,78,2.94,56,1,14,5,1,1,17,0.64,11,0,4,2,0,0
694,29,2.2,20,1,1,2,2,3,8,0.61,4,0,0,2,0,2
695,5,0.22,5,0,0,0,0,0,0,0,0,0,0,0,0,0
696,6,0.36,5,0,0,0,0,1,1,0.06,1,0,0,0,0,0
697,2,1.08,2,0,0,0,0,0,1,0.54,1,0,0,0,0,0
698,3,19.29,1,0,2,0,0,0,0,0,0,0,0,0,0,0
699,50,1.94,39,0,3,6,1,1,10,0.39,5,0,0,4,0,1
700,1,0.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0
701,18,1.59,15,0,0,1,1,1,1,0.09,1,0,0,0,0,0
702,11,2.25,7,0,1,0,2,1,0,0,0,0,0,0,0,0
703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,20,1.46,12,1,1,3,2,1,1,0.07,1,0,0,0,0,0
705,8,3.65,6,0,2,0,0,0,0,0,0,0,0,0,0,0
706,109,4.16,62,26,10,4,3,4,14,0.53,8,3,1,2,0,0
707,24,5.35,11,3,4,1,5,0,6,1.34,3,0,2,0,1,0
708,21,0.66,19,0,0,1,1,0,2,0.06,1,0,0,1,0,0
709,6,1.39,5,0,0,0,1,0,1,0.23,1,0,0,0,0,0
710,7,0.96,7,0,0,0,0,0,1,0.14,1,0,0,0,0,0
711,47,3.44,26,4,5,3,9,0,11,0.81,6,1,3,0,1,0
712,11,1.2,7,3,0,1,0,0,3,0.33,2,0,0,1,0,0
713,34,3.15,29,3,0,1,1,0,5,0.46,3,1,0,1,0,0
714,16,0.57,14,0,0,1,0,1,0,0,0,0,0,0,0,0
715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,70,2.35,49,17,0,2,2,0,11,0.37,6,3,0,2,0,0
717,1,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0
718,17,1.03,13,2,0,0,1,1,0,0,0,0,0,0,0,0
719,14,2.38,8,2,3,0,0,1,3,0.51,2,0,0,0,0,1
720,104,3.58,46,47,3,4,4,0,6,0.21,4,1,0,1,0,0
721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
