Unnamed: 0,SCA,SCA.1,SCA Types,SCA Types.1,SCA Types.2,SCA Types.3,SCA Types.4,SCA Types.5,GCA,GCA.1,GCA Types,GCA Types.1,GCA Types.2,GCA Types.3,GCA Types.4,GCA Types.5
Rk,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def
1092,32,1.41,19,1,2,4,3,3,8,0.35,4,0,1,1,1,1
1093,67,3.17,56,0,2,3,3,3,4,0.19,2,0,0,1,1,0
1094,31,1.31,26,1,1,1,1,1,3,0.13,2,0,0,1,0,0
1095,75,2.53,59,4,3,0,9,0,18,0.61,15,0,0,0,3,0
1096,17,1.63,13,0,1,0,3,0,0,0,0,0,0,0,0,0
1097,53,2.89,44,4,1,2,0,2,4,0.22,4,0,0,0,0,0
1098,20,2.12,15,0,0,2,1,2,3,0.32,2,0,0,1,0,0
1099,62,3.15,31,18,3,3,7,0,4,0.2,3,0,0,1,0,0
1100,3,0.08,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0
1101,17,4.59,10,3,1,0,3,0,3,0.81,2,0,0,0,1,0
1102,85,3.64,50,14,8,1,10,2,7,0.3,5,1,0,0,0,1
1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,104,3.29,88,5,5,2,2,2,15,0.47,11,1,2,0,0,1
1105,29,1.55,22,5,2,0,0,0,1,0.05,1,0,0,0,0,0
1106,39,1.53,34,1,0,0,2,2,1,0.04,1,0,0,0,0,0
1107,39,1.99,33,1,1,4,0,0,2,0.1,2,0,0,0,0,0
1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,47,2.78,38,0,3,2,3,1,8,0.47,5,0,0,1,2,0
1110,17,0.79,12,0,0,1,1,3,0,0,0,0,0,0,0,0
1111,19,3.21,12,1,4,0,2,0,3,0.51,2,0,1,0,0,0
1112,20,2.75,13,4,1,0,1,1,3,0.41,2,1,0,0,0,0
1113,36,2.51,26,4,2,1,2,1,4,0.28,2,1,0,0,1,0
1114,2,0.68,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,11,2.15,6,0,2,1,2,0,3,0.59,1,0,0,1,1,0
1116,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,6,0.39,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,1,0.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,33,1.74,27,4,0,0,1,1,4,0.21,3,1,0,0,0,0
1120,14,0.89,12,0,0,1,1,0,2,0.13,2,0,0,0,0,0
1121,6,1,6,0,0,0,0,0,1,0.17,1,0,0,0,0,0
1122,7,1.69,6,0,1,0,0,0,1,0.24,1,0,0,0,0,0
1123,12,1.17,9,0,1,1,0,1,0,0,0,0,0,0,0,0
1124,28,3.73,23,0,3,1,1,0,6,0.8,5,0,1,0,0,0
1125,10,0.65,8,0,0,1,0,1,0,0,0,0,0,0,0,0
1126,14,0.78,10,0,0,0,4,0,1,0.06,0,0,0,0,1,0
1127,25,0.87,24,1,0,0,0,0,3,0.1,3,0,0,0,0,0
1128,8,0.36,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,24,1.35,22,0,0,0,1,1,4,0.23,3,0,0,0,1,0
1130,20,4.22,15,0,1,3,0,1,3,0.63,3,0,0,0,0,0
1131,79,2.42,57,5,3,2,11,1,12,0.37,9,0,0,0,2,1
1132,60,2.47,35,16,3,3,1,2,5,0.21,3,1,1,0,0,0
1133,52,2.53,48,1,1,0,1,1,7,0.34,7,0,0,0,0,0
1134,17,2.24,12,2,1,2,0,0,3,0.4,1,1,0,1,0,0
1135,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,35,1.36,28,0,0,3,3,1,3,0.12,1,0,0,0,1,1
1137,37,3.8,23,7,4,2,1,0,3,0.31,3,0,0,0,0,0
1138,47,3.51,32,12,1,1,0,1,8,0.6,5,1,1,1,0,0
1139,29,1.18,26,1,0,0,2,0,3,0.12,3,0,0,0,0,0
1140,117,3.38,74,28,8,1,6,0,15,0.43,11,2,2,0,0,0
1141,7,0.83,6,1,0,0,0,0,1,0.12,1,0,0,0,0,0
1142,11,0.47,6,3,0,2,0,0,1,0.04,1,0,0,0,0,0
1143,31,1.1,20,1,0,5,4,1,4,0.14,1,0,0,1,2,0
1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,6,0.57,4,0,1,1,0,0,0,0,0,0,0,0,0,0
1146,7,1.09,6,0,0,0,0,1,0,0,0,0,0,0,0,0
1147,47,1.55,35,2,1,3,4,2,11,0.36,7,0,1,1,1,1
1148,85,4.21,41,37,1,1,3,2,12,0.59,6,6,0,0,0,0
1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,12,0.42,11,0,0,0,0,1,3,0.11,3,0,0,0,0,0
1151,52,2.24,33,0,3,5,11,0,8,0.34,5,0,0,2,1,0
1152,21,0.83,15,2,0,0,3,1,0,0,0,0,0,0,0,0
1153,2,1.24,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,104,3.81,70,19,7,4,2,2,10,0.37,5,2,0,2,0,1
1155,19,1.31,13,1,1,3,0,1,2,0.14,2,0,0,0,0,0
1156,28,1.43,23,2,0,1,2,0,2,0.1,2,0,0,0,0,0
1157,4,0.12,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,8,3.2,4,4,0,0,0,0,1,0.4,0,1,0,0,0,0
1160,4,0.14,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1161,12,3.97,8,2,1,1,0,0,3,0.99,2,0,0,1,0,0
1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,57,4.84,54,0,2,0,1,0,8,0.68,7,0,1,0,0,0
1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,27,0.86,24,0,0,2,1,0,2,0.06,2,0,0,0,0,0
1166,12,1.83,8,0,0,2,2,0,0,0,0,0,0,0,0,0
1167,13,1.99,10,0,0,2,1,0,3,0.46,2,0,0,1,0,0
1168,30,1.53,28,0,2,0,0,0,4,0.2,4,0,0,0,0,0
1169,52,1.37,42,3,1,2,1,3,8,0.21,7,1,0,0,0,0
1170,4,0.3,3,0,0,0,1,0,1,0.08,1,0,0,0,0,0
1171,30,1.73,24,1,1,2,0,2,3,0.17,2,0,0,1,0,0
1172,28,1.05,19,1,1,2,0,5,6,0.23,5,0,0,0,0,1
1173,5,2.88,4,0,0,1,0,0,0,0,0,0,0,0,0,0
1174,10,0.97,9,0,0,0,0,1,1,0.1,1,0,0,0,0,0
1175,27,0.93,26,0,0,0,0,1,1,0.03,1,0,0,0,0,0
1176,62,3.74,35,0,5,14,7,1,11,0.66,4,0,1,5,1,0
1177,23,1.92,15,0,1,3,4,0,6,0.5,3,0,0,1,2,0
1178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,1,0.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,10,1.49,4,2,2,0,1,1,2,0.3,1,0,0,0,0,1
1182,24,1.53,15,1,0,3,4,1,6,0.38,2,0,0,1,3,0
1183,9,0.69,9,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,44,2.71,36,0,6,1,0,1,3,0.19,2,0,1,0,0,0
1185,61,2.52,38,1,11,5,3,3,12,0.5,6,0,2,3,1,0
1186,7,2.02,6,1,0,0,0,0,1,0.29,1,0,0,0,0,0
1187,14,2.32,10,0,2,1,1,0,3,0.5,2,0,1,0,0,0
1188,37,1.81,22,5,1,2,6,1,0,0,0,0,0,0,0,0
1189,103,6.07,75,9,7,5,7,0,20,1.18,13,0,3,2,2,0
1190,5,1.34,4,0,0,0,0,1,0,0,0,0,0,0,0,0
1191,13,0.74,10,0,0,2,0,1,1,0.06,0,0,0,0,0,1
1192,120,3.79,84,2,11,13,9,1,18,0.57,9,0,1,3,4,1
1193,51,1.97,42,2,2,4,1,0,4,0.15,4,0,0,0,0,0
1194,9,1.41,3,0,2,2,1,1,2,0.31,2,0,0,0,0,0
1195,57,2.36,42,0,9,4,2,0,10,0.41,5,0,3,2,0,0
1196,46,2.11,26,8,3,4,3,2,9,0.41,4,2,1,0,0,2
1197,153,4.81,103,12,14,18,2,4,17,0.53,11,1,2,3,0,0
1198,64,3.6,45,12,3,3,1,0,7,0.39,5,0,1,1,0,0
1199,8,0.45,8,0,0,0,0,0,1,0.06,1,0,0,0,0,0
1200,41,2.03,23,1,9,7,1,0,0,0,0,0,0,0,0,0
1201,26,0.83,19,1,2,0,2,2,4,0.13,2,0,0,0,1,1
1202,48,1.85,24,1,8,5,9,1,6,0.23,3,0,0,1,2,0
1203,39,3.87,29,5,2,3,0,0,3,0.3,2,1,0,0,0,0
1204,8,0.56,5,0,0,3,0,0,3,0.21,1,0,0,2,0,0
1205,1,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,46,2.68,40,0,2,2,1,1,5,0.29,5,0,0,0,0,0
1207,14,0.99,10,2,0,0,1,1,0,0,0,0,0,0,0,0
1208,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,25,1.12,19,0,1,3,1,1,0,0,0,0,0,0,0,0
1210,1,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,20,3.41,17,0,1,1,1,0,1,0.17,1,0,0,0,0,0
1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1213,28,1.46,25,1,1,0,1,0,2,0.1,2,0,0,0,0,0
1214,16,1.58,14,0,0,0,2,0,3,0.3,3,0,0,0,0,0
1215,74,2.81,54,9,3,1,5,2,5,0.19,3,1,0,0,1,0
1216,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,15,1.11,15,0,0,0,0,0,2,0.15,2,0,0,0,0,0
1218,51,1.91,31,9,2,5,4,0,5,0.19,4,0,1,0,0,0
1219,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,55,4.88,33,11,5,1,5,0,10,0.89,6,2,0,0,2,0
1221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,10,2.04,9,0,1,0,0,0,1,0.2,1,0,0,0,0,0
1223,42,2.27,22,0,7,4,6,3,8,0.43,3,0,1,2,1,1
1224,23,3.57,12,1,3,2,4,1,4,0.62,1,0,1,0,2,0
1225,4,1.27,1,0,0,1,1,1,0,0,0,0,0,0,0,0
1226,1,0.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,9,2.15,6,0,1,2,0,0,3,0.72,1,0,1,1,0,0
1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,71,3.1,48,0,7,7,8,1,11,0.48,9,0,1,1,0,0
1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,22,2.41,11,0,3,4,2,2,4,0.44,1,0,1,2,0,0
1232,47,3.28,35,9,1,1,1,0,8,0.56,6,2,0,0,0,0
1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,52,2.36,31,0,6,2,10,3,8,0.36,3,0,2,1,2,0
1235,20,1.81,18,1,1,0,0,0,1,0.09,1,0,0,0,0,0
1236,5,0.86,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,3,0.08,2,1,0,0,0,0,1,0.03,1,0,0,0,0,0
1238,37,2.82,30,0,2,0,2,3,4,0.31,4,0,0,0,0,0
1239,86,2.45,75,2,2,2,5,0,7,0.2,6,0,0,1,0,0
1240,25,1.77,18,0,1,3,3,0,1,0.07,1,0,0,0,0,0
1241,42,4.34,30,4,5,0,2,1,3,0.31,3,0,0,0,0,0
1242,73,2.73,58,11,2,1,0,1,8,0.3,7,1,0,0,0,0
1243,51,2.28,48,0,1,0,0,2,3,0.13,3,0,0,0,0,0
1244,30,1.4,19,7,1,0,2,1,3,0.14,2,0,0,0,0,1
1245,19,1.54,13,0,1,2,2,1,1,0.08,0,0,0,0,1,0
1246,12,1.57,8,0,0,3,1,0,1,0.13,0,0,0,1,0,0
1247,58,1.73,37,0,5,6,7,3,7,0.21,3,0,1,0,1,2
1248,14,0.64,9,4,0,1,0,0,1,0.05,0,1,0,0,0,0
1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,27,1.74,15,8,2,1,0,1,2,0.13,1,0,0,1,0,0
1251,34,2.75,20,0,2,5,5,2,3,0.24,1,0,1,0,1,0
1252,36,4.04,22,2,4,3,5,0,8,0.9,3,0,2,0,3,0
1253,4,2.42,2,0,0,1,1,0,0,0,0,0,0,0,0,0
1254,15,1.51,12,0,1,2,0,0,3,0.3,1,0,1,1,0,0
1255,7,1.04,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,69,3.47,46,11,5,2,3,2,5,0.25,3,0,0,1,1,0
1257,70,3.2,51,0,9,4,5,1,9,0.41,4,0,1,2,2,0
1258,48,2.09,37,2,3,0,6,0,7,0.3,5,0,1,0,1,0
1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,27,0.93,23,0,0,2,2,0,3,0.1,3,0,0,0,0,0
1261,1,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,10,0.72,7,0,0,2,0,1,0,0,0,0,0,0,0,0
1263,42,4.12,27,7,4,0,3,1,3,0.29,2,0,1,0,0,0
1264,36,2.04,33,0,1,0,2,0,6,0.34,5,0,1,0,0,0
1265,61,2.73,42,0,3,7,7,2,12,0.54,8,0,1,0,2,1
1266,1,0.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,20,4.03,10,6,0,1,3,0,2,0.4,1,1,0,0,0,0
1268,93,3.5,59,17,8,3,3,3,11,0.41,9,1,0,0,1,0
1269,56,2.36,40,0,3,5,7,1,11,0.46,7,0,1,1,2,0
1270,3,3.7,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1271,39,2.88,19,0,6,8,5,1,11,0.81,4,0,2,3,2,0
1272,15,1.27,12,0,0,2,1,0,2,0.17,2,0,0,0,0,0
1273,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,24,2.24,8,4,5,0,5,2,2,0.19,1,0,0,0,1,0
1275,8,0.99,7,0,0,1,0,0,1,0.12,1,0,0,0,0,0
1276,106,4.05,63,27,3,3,6,4,21,0.8,14,3,0,1,2,1
1277,19,3.07,10,0,4,2,3,0,2,0.32,1,0,1,0,0,0
1278,10,2.86,9,0,1,0,0,0,0,0,0,0,0,0,0,0
1279,4,0.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0
1280,63,1.96,49,1,3,2,5,3,7,0.22,5,0,0,0,2,0
1281,53,1.61,42,0,4,2,4,1,1,0.03,1,0,0,0,0,0
1282,7,2.88,7,0,0,0,0,0,1,0.41,1,0,0,0,0,0
1283,47,2.19,46,0,1,0,0,0,7,0.33,7,0,0,0,0,0
1284,113,3.3,70,2,18,9,12,2,25,0.73,15,1,6,0,3,0
1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,48,3.42,38,3,5,2,0,0,5,0.36,4,1,0,0,0,0
1287,47,1.97,42,0,2,1,0,2,1,0.04,1,0,0,0,0,0
1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,36,2.5,27,0,3,2,4,0,4,0.28,2,0,0,1,1,0
1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,9,0.78,8,0,0,1,0,0,1,0.09,1,0,0,0,0,0
1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,44,1.56,39,1,1,3,0,0,8,0.28,8,0,0,0,0,0
1295,26,2.11,18,1,2,2,3,0,3,0.24,1,0,0,1,1,0
1296,2,0.08,2,0,0,0,0,0,1,0.04,1,0,0,0,0,0
1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,25,1.33,15,0,4,3,2,1,2,0.11,1,0,1,0,0,0
1299,22,0.66,21,0,0,1,0,0,3,0.09,3,0,0,0,0,0
1300,3,2.27,2,0,0,1,0,0,0,0,0,0,0,0,0,0
1301,7,0.39,5,0,0,1,1,0,2,0.11,1,0,0,1,0,0
1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,15,2.6,12,0,1,2,0,0,1,0.17,1,0,0,0,0,0
1304,6,1.08,4,0,0,2,0,0,0,0,0,0,0,0,0,0
1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,31,1.02,28,2,0,1,0,0,2,0.07,2,0,0,0,0,0
1309,35,2.14,15,6,7,2,3,2,5,0.31,2,1,1,0,0,1
1310,1,1.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,76,2.12,59,1,2,7,3,4,10,0.28,6,0,0,2,1,1
1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,7,1.04,5,0,1,1,0,0,1,0.15,1,0,0,0,0,0
1315,35,2.67,25,4,1,1,3,1,2,0.15,0,0,0,0,2,0
1316,13,0.64,11,0,0,1,0,1,0,0,0,0,0,0,0,0
1317,5,1.14,4,0,0,0,0,1,1,0.23,1,0,0,0,0,0
1318,67,1.95,39,0,7,6,14,1,6,0.17,2,0,3,0,0,1
1319,1,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,7,0.48,5,0,0,0,0,2,1,0.07,1,0,0,0,0,0
1321,117,4.8,72,38,1,3,2,1,17,0.7,11,6,0,0,0,0
1322,14,0.55,14,0,0,0,0,0,1,0.04,1,0,0,0,0,0
1323,2,1.22,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1324,30,1.85,23,0,3,2,1,1,1,0.06,1,0,0,0,0,0
1325,12,0.45,8,1,0,2,1,0,2,0.08,2,0,0,0,0,0
1326,3,1.22,2,0,0,1,0,0,1,0.41,1,0,0,0,0,0
1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,3,5.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,3,0.35,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1330,27,5.77,10,15,0,1,1,0,4,0.86,2,2,0,0,0,0
1331,97,3.65,81,7,2,5,2,0,13,0.49,11,1,1,0,0,0
1332,36,2.7,24,0,5,2,4,1,8,0.6,3,0,2,0,2,1
1333,59,1.96,47,0,1,4,6,1,6,0.2,5,0,1,0,0,0
1334,21,1.31,19,0,0,0,2,0,1,0.06,1,0,0,0,0,0
1335,23,2.55,16,0,3,2,2,0,3,0.33,0,0,2,1,0,0
1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,8,0.73,7,0,0,0,0,1,3,0.27,3,0,0,0,0,0
1338,8,10.14,5,0,2,0,1,0,2,2.54,1,0,1,0,0,0
1339,16,0.47,11,2,0,2,0,1,2,0.06,2,0,0,0,0,0
1340,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1341,10,0.8,10,0,0,0,0,0,2,0.16,2,0,0,0,0,0
1342,1,3.91,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1343,7,1.37,5,0,0,0,1,1,1,0.2,0,0,0,0,1,0
1344,2,4.09,0,0,0,1,1,0,2,4.09,0,0,0,1,1,0
1345,20,1.42,14,0,1,2,3,0,2,0.14,1,0,0,1,0,0
1346,4,1.38,2,0,1,0,1,0,0,0,0,0,0,0,0,0
1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,72,2.14,57,11,1,1,0,2,6,0.18,6,0,0,0,0,0
1349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,15,3.46,11,2,0,1,0,1,2,0.46,1,1,0,0,0,0
1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,20,1.26,15,0,3,0,1,1,2,0.13,2,0,0,0,0,0
1353,88,2.61,54,0,15,3,13,3,16,0.48,5,0,5,2,4,0
1354,14,0.62,11,1,0,1,0,1,1,0.04,0,0,0,0,0,1
1355,43,1.48,32,1,6,1,0,3,4,0.14,2,0,0,1,0,1
1356,1,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,19,1.43,12,0,2,2,2,1,4,0.3,1,0,1,2,0,0
1358,10,1.47,9,0,0,0,1,0,1,0.15,1,0,0,0,0,0
1359,5,1.02,4,0,0,0,1,0,1,0.2,1,0,0,0,0,0
1360,4,0.35,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,20,1.03,14,0,0,1,5,0,0,0,0,0,0,0,0,0
1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,5,0.14,4,0,0,1,0,0,0,0,0,0,0,0,0,0
1365,19,0.77,17,0,0,1,1,0,3,0.12,2,0,0,0,1,0
1366,120,4.26,81,29,1,5,3,1,24,0.85,16,5,1,1,1,0
1367,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,17,1.54,15,0,1,0,1,0,3,0.27,2,0,1,0,0,0
1369,2,1.53,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,17,0.69,15,1,0,0,1,0,1,0.04,1,0,0,0,0,0
1371,28,0.85,26,0,1,1,0,0,3,0.09,3,0,0,0,0,0
1372,6,0.27,5,0,0,0,0,1,1,0.05,0,0,0,0,0,1
1373,16,0.46,14,0,0,1,1,0,2,0.06,2,0,0,0,0,0
1374,49,2.43,42,0,2,1,3,1,4,0.2,4,0,0,0,0,0
1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,14,0.98,11,2,1,0,0,0,1,0.07,1,0,0,0,0,0
1377,90,3.4,60,8,10,4,7,1,14,0.53,9,2,1,0,1,1
1378,33,1.46,25,1,1,1,3,2,3,0.13,2,0,0,0,0,1
1379,6,2.42,4,0,1,1,0,0,1,0.4,1,0,0,0,0,0
1380,107,4.55,53,44,1,3,3,3,13,0.55,6,4,0,1,0,2
1381,17,2.8,10,3,3,0,1,0,1,0.16,1,0,0,0,0,0
1382,18,2.24,14,0,0,0,3,1,5,0.62,3,0,0,0,2,0
1383,63,3.48,44,13,2,3,1,0,10,0.55,9,0,0,1,0,0
1384,10,1.02,8,2,0,0,0,0,1,0.1,1,0,0,0,0,0
1385,14,4.21,11,0,2,1,0,0,1,0.3,1,0,0,0,0,0
1386,21,2.35,14,3,2,2,0,0,3,0.34,2,0,0,1,0,0
1387,50,1.93,30,1,6,3,10,0,7,0.27,6,0,1,0,0,0
1388,2,6,1,0,0,0,0,1,2,6,1,0,0,0,0,1
1389,94,4.4,72,5,6,7,2,2,6,0.28,5,0,1,0,0,0
1390,7,0.46,6,0,0,1,0,0,0,0,0,0,0,0,0,0
1391,8,1.4,7,1,0,0,0,0,0,0,0,0,0,0,0,0
1392,16,1.13,12,0,2,1,1,0,0,0,0,0,0,0,0,0
1393,59,1.94,42,11,1,5,0,0,6,0.2,5,0,0,1,0,0
1394,20,1.41,17,0,0,0,3,0,2,0.14,1,0,0,0,1,0
1395,16,2.1,11,0,0,1,3,1,2,0.26,2,0,0,0,0,0
1396,1,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,22,1.91,21,0,0,0,1,0,1,0.09,1,0,0,0,0,0
1398,4,1.06,2,0,0,1,0,1,1,0.26,0,0,0,1,0,0
1399,78,2.16,56,0,7,9,4,2,17,0.47,11,0,2,3,1,0
1400,46,2.15,28,0,3,2,9,4,5,0.23,3,0,0,1,1,0
1401,3,0.52,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,20,0.69,15,0,0,4,0,1,4,0.14,2,0,0,2,0,0
1403,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,12,0.41,9,1,0,1,0,1,2,0.07,2,0,0,0,0,0
1405,1,1.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,58,1.89,45,3,2,1,4,3,6,0.2,3,1,0,0,2,0
1407,27,2.82,21,2,3,0,1,0,6,0.63,3,1,1,0,1,0
1408,52,2.55,33,17,2,0,0,0,5,0.25,4,1,0,0,0,0
1409,48,2.71,44,0,0,1,2,1,4,0.23,3,0,0,1,0,0
1410,26,3.26,15,3,1,1,4,2,5,0.63,2,1,0,1,0,1
1411,10,3.09,8,0,2,0,0,0,1,0.31,0,0,1,0,0,0
1412,24,2.44,19,0,1,0,4,0,4,0.41,2,0,0,0,2,0
1413,7,0.39,7,0,0,0,0,0,1,0.06,1,0,0,0,0,0
1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,20,3.18,14,1,1,2,1,1,4,0.64,2,0,0,1,1,0
1416,67,2.35,45,0,2,7,10,3,9,0.32,5,0,0,1,3,0
1417,9,0.6,9,0,0,0,0,0,1,0.07,1,0,0,0,0,0
1418,17,0.58,13,2,0,1,1,0,2,0.07,1,0,0,0,1,0
1419,17,0.49,13,1,0,2,1,0,2,0.06,2,0,0,0,0,0
1420,2,0.06,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1421,24,1.96,16,0,1,4,2,1,3,0.24,1,0,1,0,0,1
1422,29,2.06,20,0,2,1,4,2,3,0.21,1,0,1,0,1,0
1423,4,0.22,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,18,0.96,15,1,0,0,1,1,2,0.11,2,0,0,0,0,0
1425,9,1.11,6,2,1,0,0,0,1,0.12,0,0,1,0,0,0
1426,35,1.75,23,8,1,1,2,0,3,0.15,2,0,0,0,1,0
1427,83,4.61,44,13,14,5,6,1,11,0.61,7,1,2,1,0,0
1428,10,1.03,8,0,0,0,1,1,2,0.21,2,0,0,0,0,0
1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,15,0.84,13,0,0,0,0,2,0,0,0,0,0,0,0,0
1431,32,2.32,26,3,0,1,1,1,2,0.15,2,0,0,0,0,0
1432,65,2.34,53,8,2,1,1,0,9,0.32,9,0,0,0,0,0
1433,62,2.14,50,2,2,3,4,1,8,0.28,6,0,0,1,1,0
1434,16,1.76,12,0,0,1,3,0,4,0.44,3,0,0,0,1,0
1435,55,2.73,34,10,3,3,4,1,7,0.35,3,3,0,1,0,0
1436,43,1.68,35,3,2,1,1,1,0,0,0,0,0,0,0,0
1437,2,1.46,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,12,0.39,7,1,0,2,2,0,4,0.13,1,0,0,2,1,0
1439,9,0.66,7,0,1,1,0,0,3,0.22,2,0,0,1,0,0
1440,7,2.47,5,0,1,1,0,0,1,0.35,1,0,0,0,0,0
1441,54,2.53,37,0,9,2,5,1,7,0.33,6,0,1,0,0,0
1442,5,0.14,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1443,9,1.6,8,0,0,0,1,0,1,0.18,1,0,0,0,0,0
1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,6,0.19,4,2,0,0,0,0,0,0,0,0,0,0,0,0
1446,51,2.22,34,2,4,5,2,4,4,0.17,3,0,0,1,0,0
1447,28,1.18,26,1,0,0,0,1,1,0.04,1,0,0,0,0,0
1448,17,0.51,12,2,0,2,0,1,3,0.09,1,0,0,2,0,0
1449,14,1.96,10,2,2,0,0,0,0,0,0,0,0,0,0,0
1450,36,2.37,21,12,1,0,2,0,8,0.53,5,2,0,0,1,0
1451,25,1.32,17,0,5,1,1,1,2,0.11,0,0,0,0,1,1
1452,26,1.21,24,1,0,0,0,1,0,0,0,0,0,0,0,0
1453,26,0.95,25,0,0,0,0,1,5,0.18,5,0,0,0,0,0
